# qdac_Pg_set	qdac_bias_right_set	dmm1_curr_7_4	dmm2_curr_7_5	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "Plunger"	"DCbias_right"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 21	81
-1.48	-0.0002	5.44663446e-10	-1.10357033e-09	0.482674592806438	-0.00116801984364281	-0.00306044879261808	0.0549132205191088
-1.48	-0.000195	5.35108972e-10	-1.10270397e-09	0.478529750153122	-0.00343163738626631	-0.00488732206646338	0.0532544390187863
-1.48	-0.00019	5.25003417e-10	-1.1040679e-09	0.485228099058254	-0.00293408223813672	-0.00587873490163839	0.0532170467017489
-1.48	-0.000185	5.11318697e-10	-1.10125831e-09	0.479742886575823	-0.00347001892675317	-0.00505941107618566	0.0516387923983864
-1.48	-0.00018	5.00196744e-10	-1.10736709e-09	0.487426375629789	-0.00367245979591973	-0.00483193090573893	0.0502474395091111
-1.48	-0.000175	4.91429197e-10	-1.10871313e-09	0.481159517683275	-0.00308364466149478	-0.00546952470319497	0.05084981291442
-1.48	-0.00017	4.7905806e-10	-1.10794748e-09	0.481326478720016	-0.00318749317505438	-0.00547694150203049	0.0517654734267755
-1.48	-0.000165	4.66440799e-10	-1.10722456e-09	0.479921442106168	-0.00213434176268564	-0.00475300479089723	0.051877705061804
-1.48	-0.00016	4.55796849e-10	-1.10599718e-09	0.487241913437831	-0.00267580003201838	-0.00249092680337553	0.0512307857483114
-1.48	-0.000155	4.43837519e-10	-1.11273889e-09	0.487155370173841	-0.00141465950783413	-0.00288479426400121	0.0509566793525653
-1.48	-0.00015	4.35896808e-10	-1.11654817e-09	0.489006511271281	-0.00184051511767942	-0.00518000532522783	0.0535026272958782
-1.48	-0.000145	4.22876777e-10	-1.1168764e-09	0.489294580317157	-0.00431631299152469	-0.00366029615023597	0.0549181044364551
-1.48	-0.00014	4.10269482e-10	-1.11624235e-09	0.490556807487523	-0.00374310772660051	-0.00416087810974538	0.0554340932222047
-1.48	-0.000135	3.96794739e-10	-1.11452395e-09	0.482314506499093	-0.00400393785500992	-0.00497368856516339	0.0550005567609587
-1.48	-0.00013	3.86366751e-10	-1.11766611e-09	0.48294367309726	-0.00400122654304921	-0.00467227831348443	0.0552492481958521
-1.48	-0.000125	3.75386594e-10	-1.11634618e-09	0.484994983683919	-0.00369419438662025	-0.00400821538381717	0.0575415059366073
-1.48	-0.00012	3.6261055e-10	-1.1176846e-09	0.486529353820257	-0.00267245105579501	-0.00351873742963074	0.0593082203523818
-1.48	-0.000115	3.48487945e-10	-1.11483545e-09	0.489926634592546	-0.00195666400470671	-0.00338730647800029	0.0586847853991089
-1.48	-0.00011	3.35856504e-10	-1.11819043e-09	0.48611400763023	-0.00299197415002615	-0.0038570518780589	0.0587898579699015
-1.48	-0.000105	3.21463927e-10	-1.12112722e-09	0.490454119454943	-0.00254502503191059	-0.00327808900611211	0.0619856347962869
-1.48	-0.0001	3.09272718e-10	-1.12249997e-09	0.488079737558953	-0.00339791723782731	-0.00513286910475828	0.06442623671634
-1.48	-9.5e-05	2.94396722e-10	-1.12297893e-09	0.488621704592175	-0.00510596141815529	-0.00491096537694879	0.0661640796920493
-1.48	-9e-05	2.77610359e-10	-1.12232957e-09	0.489412494343971	-0.00407265279667637	-0.00342886693947551	0.066712620634019
-1.48	-8.5e-05	2.6317112e-10	-1.12766111e-09	0.491428452577361	-0.0060376912071095	-0.0032109724123212	0.0676073125751621
-1.48	-8e-05	2.51744152e-10	-1.12574766e-09	0.498435959446479	-0.00489371716679094	-0.00388460731242262	0.0706461641882716
-1.48	-7.5e-05	2.36653319e-10	-1.12640047e-09	0.484858124639788	-0.00441225522083582	-0.00347530208836597	0.0711173882972866
-1.48	-7e-05	2.19462055e-10	-1.12225327e-09	0.485380184143598	-0.00489385491999227	-0.00234156878802698	0.0697044542923729
-1.48	-6.5e-05	2.03914982e-10	-1.12960972e-09	0.498557111193351	-0.00462933450860833	-0.00206164342793096	0.0681148843974743
-1.48	-6e-05	1.90968998e-10	-1.12848201e-09	0.496026093937029	-0.00513248284886143	-0.000692034486507118	0.0671254619765197
-1.48	-5.5e-05	1.78696979e-10	-1.12761515e-09	0.498445760129105	-0.00382866479693045	-0.000516913068055182	0.0666247757659761
-1.48	-5e-05	1.64573388e-10	-1.12985968e-09	0.492630257026841	-0.00468160930124814	9.87439418800872e-05	0.0631499211181383
-1.48	-4.5e-05	1.51680798e-10	-1.12294453e-09	0.492986668095819	-0.00457391326778363	0.000751696553224613	0.0559474459002374
-1.48	-4e-05	1.40764705e-10	-1.13324414e-09	0.495417972519235	-0.00401076125517952	0.000983619864034671	0.0533313948862158
-1.48	-3.5e-05	1.29672319e-10	-1.13451848e-09	0.501239119715752	-0.00593110506161893	0.00202342920810745	0.0501019556744726
-1.48	-3e-05	1.1872619e-10	-1.13141352e-09	0.501639721167592	-0.0049866199372344	0.00271401373915668	0.048404496620651
-1.48	-2.5e-05	1.07220368e-10	-1.13150891e-09	0.502759007681264	-0.00661733430018425	0.00432690802765868	0.04674488928326
-1.48	-2e-05	9.7620742e-11	-1.13375183e-09	0.507804722380409	-0.00576190784450585	0.00423258909895452	0.0487250412417747
-1.48	-1.5e-05	8.74661907e-11	-1.1293169e-09	0.495303952466454	-0.00781361628954202	0.00461460516601172	0.0520213786239149
-1.48	-1e-05	7.44970385e-11	-1.13613452e-09	0.508565891442621	-0.00757320782369926	0.00341595710192135	0.0556384684495506
-1.48	-4.99999999999999e-06	6.15120753e-11	-1.13101869e-09	0.510703088898357	-0.00674552206872139	0.00414945313590697	0.0529250344381277
-1.48	0	5.21342366e-11	-1.12831307e-09	0.510403556619068	-0.00654564518731343	0.0033384720982597	0.0480999491497316
-1.48	5.00000000000001e-06	4.27422686e-11	-1.12861215e-09	0.516055292619931	-0.00499238369718416	0.00362500260684078	0.0473860605626569
-1.48	1e-05	3.17983983e-11	-1.12888421e-09	0.515489480251569	-0.00663610087223172	0.00304648649290676	0.0490946000389868
-1.48	1.5e-05	2.0973431e-11	-1.12350265e-09	0.501802263189537	-0.00677501151737589	0.00178811026272709	0.047803594405307
-1.48	2e-05	1.09404661e-11	-1.12951359e-09	0.50750912785987	-0.00865840395594001	0.00158915526847857	0.0451714997541147
-1.48	2.5e-05	1.22462437e-12	-1.12998533e-09	0.507955232343462	-0.00789891460276766	0.000459423605863494	0.0428757827999513
-1.48	3e-05	-5.72583406e-12	-1.12765546e-09	0.500977564946572	-0.00937458956863853	0.000501372587934256	0.0435606604841823
-1.48	3.5e-05	-1.61991437e-11	-1.13067474e-09	0.499266039310294	-0.00851381774040601	-0.00079728057166827	0.042799305479742
-1.48	4e-05	-2.62498322e-11	-1.1297266e-09	0.505523096574183	-0.00846012610647331	-0.00116725297166825	0.0388903127667741
-1.48	4.5e-05	-3.31437423e-11	-1.13092163e-09	0.501024643053636	-0.00650272770226666	-0.000767638414888816	0.0331847196793064
-1.48	5e-05	-3.92070239e-11	-1.13071887e-09	0.501201535986215	-0.00783828676786661	-0.00125457673590751	0.0303633828314043
-1.48	5.5e-05	-4.57395855e-11	-1.13117252e-09	0.496937335397005	-0.00665863361157007	-0.000502304387774998	0.0305163866934548
-1.48	6e-05	-5.33168327e-11	-1.13329303e-09	0.499261270252662	-0.00805204835603204	0.000207409834650856	0.0310143164756927
-1.48	6.5e-05	-5.91883643e-11	-1.13228854e-09	0.500472044038905	-0.00765765774039203	-0.000246506162349724	0.0315420201005335
-1.48	7e-05	-6.604365e-11	-1.1277028e-09	0.501200485904688	-0.010184334587228	-0.00111460192126826	0.0319219893525481
-1.48	7.5e-05	-7.31203341e-11	-1.12674935e-09	0.501602968783918	-0.0089152388985149	0.000379033051302505	0.032992723787547
-1.48	8e-05	-8.00260478e-11	-1.1282987e-09	0.505619746731939	-0.00988929106493059	-0.00155958378290941	0.0328003942797374
-1.48	8.5e-05	-8.75905942e-11	-1.12729057e-09	0.506959591520289	-0.00959765753346978	-0.000283868674905063	0.0316943813415344
-1.48	9e-05	-9.49482034e-11	-1.12564542e-09	0.505914116173022	-0.00949489908219267	-0.000388492093177674	0.0309327446782811
-1.48	9.5e-05	-1.00824364e-10	-1.12641055e-09	0.5055885946578	-0.00839585857775048	0.000693245082852509	0.0332612298136238
-1.48	0.0001	-1.09081254e-10	-1.12702612e-09	0.504094695928221	-0.00784068497329934	0.00185634870805499	0.0345307308999534
