# i3d_field_set	qdac_bias_right_set	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 51	101
0	-0.0003	0.222220848665442	0.00193028921474768	0.00451353291020769	0.103861871851444
0	-0.000294	0.222280658867741	0.00207276127695245	0.00198476635020619	0.100263907507097
0	-0.000288	0.221702683170899	0.00256644463601815	0.000696254205065912	0.0986641049031435
0	-0.000282	0.221357822878928	0.000296878281028374	-6.65806315755196e-05	0.0959561181238742
0	-0.000276	0.221159512896553	0.00150612509853758	-0.000696688657600205	0.0905930746289558
0	-0.00027	0.221145861996423	0.00114197123492945	-0.00151494899713031	0.0848495122353757
0	-0.000264	0.221090995868476	-0.00290181277140875	-0.00185189223677231	0.0790407033417772
0	-0.000258	0.220549356948148	-0.000117877190309227	-0.00244232810807283	0.0738077098461003
0	-0.000252	0.220232804779086	0.00191996626689575	-0.0034118610793679	0.068835609373746
0	-0.000246	0.219953792587729	0.0037588095455093	-0.00401337959231479	0.070389898032654
0	-0.00024	0.219932616189447	0.00342818740231933	-0.00429657667731388	0.0807656063998791
0	-0.000234	0.21985276716231	0.00383375107051183	-0.00513725430643171	0.0961709666976941
0	-0.000228	0.21974032223182	0.000943568450002296	-0.00560865821466033	0.12773489332498
0	-0.000222	0.219892494787941	0.00235767771398845	-0.00591866146585358	0.165223661513408
0	-0.000216	0.219924106251607	0.00272863575047367	-0.00615960043591897	0.201619274644561
0	-0.00021	0.220504050830172	0.00350516685500655	-0.00583141409828704	0.228761534051609
0	-0.000204	0.220723493456649	0.0031765662322123	-0.00511581641520509	0.243920882778777
0	-0.000198	0.221331461761827	0.0021852496193075	-0.00365270878366816	0.253203671250707
0	-0.000192	0.222066094687869	0.00312504891159794	-0.00160128627037766	0.265008420166722
0	-0.000186	0.222725757033381	-0.000199856436291958	0.00186840160419758	0.290455867564448
0	-0.00018	0.22359606767593	0.00120710279764767	0.00631707187809715	0.320159333728788
0	-0.000174	0.224632201777078	0.0039378091193558	0.011115508236055	0.337405673522872
0	-0.000168	0.2257899251622	0.000881683915821813	0.0172809989051579	0.356970982177715
0	-0.000162	0.226910699233429	0.00120157967873482	0.0213828215495411	0.371807390808763
0	-0.000156	0.227872387790112	0.00164847222572819	0.0241389351404381	0.373925468296233
0	-0.00015	0.229126630054006	0.0031763727624894	0.0243587961552504	0.349986773734105
0	-0.000144	0.230441710716416	0.00110902428213847	0.0222940616543984	0.295290080801153
0	-0.000138	0.231217208841534	0.00178285495937507	0.0183459333471797	0.221754245953391
0	-0.000132	0.231841212580355	0.000952183582338456	0.0142445673736316	0.147853172903909
0	-0.000126	0.231575566899877	0.000312330699960329	0.0108596050935558	0.0906852291557075
0	-0.00012	0.231813888899482	7.3069737642478e-05	0.00799073893309305	0.0558113306560249
0	-0.000114	0.23245506565009	-0.000319020277804874	0.00578660840274277	0.0351347559761106
0	-0.000108	0.232346099072379	-0.000345154234558118	0.00366482013095094	0.0207848480462014
0	-0.000102	0.232135210135573	-0.000124492625374514	0.00224417878236975	0.0119913946374576
0	-9.6e-05	0.231766045114235	-0.000415533131974366	0.00144049063393774	0.00706875339122466
0	-9e-05	0.231177131194208	0.000123366426374559	0.00113909772958026	0.00453036820253602
0	-8.4e-05	0.231332847735552	6.24299124682852e-05	0.0011647200894273	0.00296128047105156
0	-7.8e-05	0.231609453515131	0.00021646689683983	0.00108140467114865	0.00180469534318215
0	-7.2e-05	0.231564431788755	0.000821057448206592	0.000759362452919709	0.000728061019036404
0	-6.6e-05	0.231509193763197	0.000260399841788888	0.000493850807841627	0.000161114778331676
0	-6e-05	0.231062826763921	0.000319048178816831	0.000367373760255665	0.000111212853696048
0	-5.4e-05	0.230604405843931	0.000403607307206555	0.000386869518908419	0.000458132852846957
0	-4.8e-05	0.231015770530424	0.000938624885986389	0.000246618257763546	0.000901613272478709
0	-4.2e-05	0.230441382568287	0.000309161114864795	7.64886960493966e-05	0.0011385797876485
0	-3.6e-05	0.230233250064955	0.000554375626911961	-1.19770910204247e-05	0.00118703397865867
0	-3e-05	0.231030646512359	0.000296491063652977	0.000266678509911016	0.00134745506644568
0	-2.4e-05	0.231362665329516	0.000396992844180766	-5.85735292964906e-06	0.00137816959629423
0	-1.8e-05	0.230760822431014	0.000406917358722975	-4.85066442831191e-05	0.00141139376468911
0	-1.2e-05	0.230777732922418	0.000339280067053076	-0.000231235249561168	0.00111816581646394
0	-5.99999999999998e-06	0.230777142258606	-9.6855787233944e-06	-0.000111577681885844	0.000539538141209772
0	0	0.231124518341933	0.000304898839769566	6.83055113459777e-05	5.18038668893427e-05
0	5.99999999999998e-06	0.231026249347639	-8.09035828515867e-05	9.21586870702425e-06	-0.000385903152560809
0	1.2e-05	0.231279797353222	0.000205402777570809	0.000124622634271558	-0.000314761591811449
0	1.8e-05	0.231389463976672	-0.000328892579401483	2.56016770909017e-05	9.27624857855226e-05
0	2.4e-05	0.231305764694448	-9.85135769258745e-05	0.000207902845137509	0.000596900831129856
