# i3d_field_set	qdac_bias_right_set	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 22	101
0.42	-0.0003	0.375657076483341	-0.00124574300999489	0.00201902178789841	0.102222790091047
0.42	-0.000294	0.374761804817518	-0.00184299689791799	0.00282140623681212	0.102157827984977
0.42	-0.000288	0.37445789723768	-0.00118048642680715	0.00304364734042602	0.102799737594022
0.42	-0.000282	0.374882562783816	-0.00127497498339903	0.00334446214265124	0.102962509288416
0.42	-0.000276	0.374408893988979	-0.000603674795653185	0.00369433145622564	0.102875484787171
0.42	-0.00027	0.373349855245244	-0.00175099311247895	0.00357456577750812	0.102100796089718
0.42	-0.000264	0.373364162441631	-0.00182186852402359	0.0042204808281588	0.102493543921116
0.42	-0.000258	0.373851438394162	-0.00174745066643872	0.00431035063457717	0.102527102388241
0.42	-0.000252	0.374681518257977	-0.00101288225933703	0.00459782046311801	0.102846881335879
0.42	-0.000246	0.374627702190417	-0.00139621398949908	0.0045206065221331	0.101393749362581
0.42	-0.00024	0.373794909670798	-0.00128709581618025	0.00463042149449771	0.0989761286496439
0.42	-0.000234	0.374489924348438	-0.00175785906916148	0.00466599806450854	0.0968492349615175
0.42	-0.000228	0.374088010294688	-0.0014206864686611	0.00475860071749843	0.0952213101881587
0.42	-0.000222	0.372439138802543	-0.0018709175663704	0.00477162882466579	0.0951985368081123
0.42	-0.000216	0.371907409923277	-0.000915603430450815	0.00555025528274713	0.0958527300408568
0.42	-0.00021	0.373008932714372	-0.00226718135236382	0.00577916015666211	0.0981920221415425
0.42	-0.000204	0.372541695598422	-0.00293646813799702	0.00556085852254909	0.0996889070052319
0.42	-0.000198	0.371456448859599	-0.00214079821968276	0.00592305521329833	0.103339987362005
0.42	-0.000192	0.372256032950231	-0.00287468802959028	0.00601153313082638	0.105158970074402
0.42	-0.000186	0.371992815559796	-0.00320269491213205	0.00707941474043933	0.10591645294737
0.42	-0.00018	0.371704046475228	-0.00247528411910892	0.00698757537015776	0.102504832165996
0.42	-0.000174	0.371858756717412	-0.00148207587732762	0.00678512868997947	0.100409254610804
0.42	-0.000168	0.371691883179634	-0.00186630214905004	0.00601909281018508	0.090666223993129
0.42	-0.000162	0.371760400200664	-0.00180523319611979	0.00584188539575847	0.0814592756793538
0.42	-0.000156	0.37194853763099	-0.00218536857246966	0.00600091348373544	0.0692471053180811
0.42	-0.00015	0.371777376338607	-0.00221081139163024	0.00720539914059944	0.062107530352473
