# qdac_Pg_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "Plunger"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 81	101
-1.5	-5.99999999999998e-06	0.480647521358982	0.00716158608897423	0.0269399679117438	0.109097660061685
-1.5	0	0.508132475295387	0.00305812305300526	0.0252319097172999	0.107358865461336
-1.5	5.99999999999998e-06	0.527823376627746	0.000151129270385069	0.0288818579666706	0.108264451871484
-1.5	1.2e-05	0.519363755037716	-0.0030421231674307	0.0262144848099252	0.108945859405524
-1.5	1.8e-05	0.494530838867803	-0.00470826780141874	0.0222262979963957	0.111783814148764
-1.5	2.4e-05	0.471708018054382	-0.00671299726291575	0.0187559225520715	0.11166412811407
-1.5	3e-05	0.447120205603449	-0.00707527462301195	0.0178595652665172	0.11275248128927
-1.5	3.6e-05	0.444037158087408	-0.00872048930935705	0.0161531628451549	0.112995988007693
-1.5	4.2e-05	0.451593501233925	-0.00948054403197683	0.0176392927012082	0.111790048935016
-1.5	4.8e-05	0.460393957832375	-0.011301840179401	0.0218550916282197	0.112362172682349
-1.5	5.4e-05	0.470952274374247	-0.0129562744201848	0.0255430173884043	0.112621452318732
-1.5	6e-05	0.475272566145022	-0.0141953617779973	0.0282034639157458	0.113518747557242
-1.5	6.6e-05	0.483623199260285	-0.0135934477798333	0.0270920584325941	0.114500901527337
-1.5	7.2e-05	0.489043526222316	-0.0147044909331807	0.0213241530238595	0.117107501918011
-1.5	7.8e-05	0.502913280358159	-0.0163863247386367	0.0196515948313732	0.116369620339826
-1.5	8.4e-05	0.514078930780169	-0.0173672823418548	0.0170738590438652	0.119087724975483
-1.5	9e-05	0.53070957987359	-0.0186755211445618	0.0130481226777773	0.11890325184674
-1.5	9.6e-05	0.553635526237901	-0.0182702996377211	0.00776380225547356	0.119818354510331
-1.5	0.000102	0.567146637928499	-0.0196638729864462	0.00747367478061182	0.120327408466439
-1.5	0.000108	0.573478775152496	-0.0204399904896006	0.00996660994430399	0.118632673026345
-1.5	0.000114	0.561768795013827	-0.0196439968681053	0.0151593036080036	0.115956702425748
-1.5	0.00012	0.549158905388403	-0.0161805015659836	0.0192051963843825	0.103774923917077
-1.5	0.000126	0.536514363495381	-0.0138819666521288	0.0193992090109902	0.0961890803949878
-1.5	0.000132	0.534160589190985	-0.0125200389496849	0.0169010638350541	0.0931547736143129
-1.5	0.000138	0.537086738826312	-0.0126854905090294	0.0100025085081537	0.0930027979461297
-1.5	0.000144	0.542829874624272	-0.0139263607971764	0.00335573739939641	0.0941397058937962
-1.5	0.00015	0.536935310065412	-0.0138077658499004	-0.000923326414000286	0.0957163304026958
-1.5	0.000156	0.524691588406876	-0.0129287100986042	0.000674251286095866	0.0967263877806918
-1.5	0.000162	0.508500130838622	-0.011222146338313	0.00317926011132571	0.0964655002257609
-1.5	0.000168	0.485242975056631	-0.0108238945303326	0.000338694701214868	0.0978527294051327
-1.5	0.000174	0.463571292822734	-0.0112067172912822	-0.00119775488981582	0.0974189960536004
-1.5	0.00018	0.45294332167934	-0.0107972667941401	-7.59301897458783e-05	0.0980851228883495
-1.5	0.000186	0.454271003172097	-0.00987019976414375	0.00564053834900438	0.097259998045066
-1.5	0.000192	0.469975491069427	-0.00947034072092997	0.0101811727573124	0.0977114950721971
-1.5	0.000198	0.494859991883654	-0.00952580503102329	0.0151701967108504	0.0970967997597493
-1.5	0.000204	0.52676901944268	-0.0102309444059431	0.0162272528978891	0.0973574357357795
-1.5	0.00021	0.556602016043285	-0.0109792924955826	0.0121083406476113	0.0976764380684512
-1.5	0.000216	0.585083398317029	-0.010009654585899	0.00531427235289894	0.0975945217167966
-1.5	0.000222	0.610009770662377	-0.00822567145138396	-0.00130318235293028	0.0979674604263424
-1.5	0.000228	0.634519965495326	-0.00731938567787146	0.00234479641833799	0.0984705968028445
-1.5	0.000234	0.658680049701484	-0.00747247704522826	0.00429764417970909	0.0986306776938605
-1.5	0.00024	0.673894155162928	-0.00706123814842041	-0.000820202814089855	0.0977900971416135
-1.5	0.000246	0.683422572371112	-0.0067664858565006	-0.00467137761920831	0.097515689944395
-1.5	0.000252	0.69071635440466	-0.00563171906486038	-0.005385635028158	0.0978019213593426
-1.5	0.000258	0.685359075367334	-0.00424378607929085	0.00089096995432238	0.0981526664158711
-1.5	0.000264	0.68221875532801	-0.00418577863235986	0.00888932351405648	0.0989011471323296
-1.5	0.00027	0.67198421018114	-0.00440820876192376	0.014834808920726	0.098930002162522
-1.5	0.000276	0.664347055457808	-0.00409398985127802	0.0170760795030801	0.0996004824125088
-1.5	0.000282	0.653518171048766	-0.00286781164761171	0.0154478224805341	0.0995712445408758
-1.5	0.000288	0.645596272522069	-0.00209459824256846	0.00780022927219433	0.100532758085537
-1.5	0.000294	0.639828285068668	-0.0011319032844042	-0.000534015364118383	0.100189133814503
-1.5	0.0003	0.63103334132777	-0.00087639220869609	0.00582356729054918	0.100173809363382

-1.505	-0.0003	0.670533845580447	0.00504768974478876	0.00534812546908585	0.102642741282259
-1.505	-0.000294	0.674562830608778	0.00533627322115165	0.00283950215948409	0.102528294654998
-1.505	-0.000288	0.683278844129783	0.00572680195996276	0.00507395446880256	0.102752167263591
-1.505	-0.000282	0.688951931545648	0.00624033204079455	0.0114941293521848	0.102930164963964
-1.505	-0.000276	0.697988478765087	0.0068387047893404	0.0160230964367452	0.102830845899887
-1.505	-0.00027	0.694910681609704	0.00663416959227768	0.0176425728008309	0.103456096596428
-1.505	-0.000264	0.693635459821372	0.00719409927280336	0.0142911847123248	0.102738505421981
-1.505	-0.000258	0.679691369548829	0.00739440547932981	0.0101634357450557	0.102965211030926
-1.505	-0.000252	0.671912542962506	0.00829774340193706	0.00974041433146795	0.1023000467576
-1.505	-0.000246	0.658085797914787	0.00940076200156377	0.00453495029238182	0.102042932890878
-1.505	-0.00024	0.639043270694805	0.00989735732077506	-0.00175202677452647	0.101429200142202
-1.505	-0.000234	0.623106848717879	0.0101321982315264	-0.0047355788347565	0.100991605598799
-1.505	-0.000228	0.5970423761722	0.0108115343385799	-0.00210491640494349	0.100645662421997
-1.505	-0.000222	0.577658795161154	0.0100969327171617	-0.00132852527535744	0.0999825326604902
-1.505	-0.000216	0.552338953058055	0.00992220075930026	-0.00297409323211072	0.100449408827357
-1.505	-0.00021	0.532735557501781	0.00975779721838704	-0.00327394034324227	0.0997899652456985
-1.505	-0.000204	0.52455914840103	0.00970649148412672	-0.00214269480497036	0.0999166954966593
-1.505	-0.000198	0.531294118500115	0.0105448044061736	0.00442257372500882	0.0993350336176195
-1.505	-0.000192	0.544967247124915	0.0114172842347193	0.0112833121971799	0.0993242813455887
-1.505	-0.000186	0.566722409877183	0.0122356383181966	0.0158237008372231	0.0991376096344867
-1.505	-0.00018	0.582585808272339	0.0133673998328329	0.0136223000772392	0.0983489637623424
-1.505	-0.000174	0.596881365534809	0.0142631951671543	0.00797351601730017	0.0978728010450179
-1.505	-0.000168	0.595934334203254	0.0151121434600321	0.000851448445949247	0.0965767528918427
-1.505	-0.000162	0.591198477459808	0.0149846557379386	-0.00334620029465685	0.096244077780777
-1.505	-0.000156	0.5745529523915	0.0144052881517363	-0.00191417994698825	0.0950259754031103
-1.505	-0.00015	0.562518238298755	0.0142734784639991	-0.00316098610089639	0.094687940563553
-1.505	-0.000144	0.550984976071247	0.013580755339363	-0.00336929635209108	0.0934512760217544
-1.505	-0.000138	0.543858373833596	0.0134006752742818	-0.00438793305683714	0.0929723896860041
-1.505	-0.000132	0.536556541284621	0.0136131365810965	-0.00432501776599755	0.0924700299221197
-1.505	-0.000126	0.536256440203342	0.0140155934521112	0.00244877858338238	0.0919270456012769
-1.505	-0.00012	0.53837556774885	0.0149687378890438	0.00876046783033966	0.091209175501273
-1.505	-0.000114	0.552873963418605	0.0149618413395523	0.0146587048994778	0.089711732788819
-1.505	-0.000108	0.566674850490582	0.015151125919116	0.0166300693631029	0.0890403227924571
-1.505	-0.000102	0.584038360511561	0.0151923766921839	0.0138384885834169	0.0879083643875343
-1.505	-9.6e-05	0.586752133600849	0.0142642178909857	0.00835419010130575	0.0873284690338891
-1.505	-9e-05	0.578034413720852	0.0132544339687454	0.00170114763076602	0.0859521890144856
-1.505	-8.4e-05	0.545485806388286	0.0116081220421021	-0.000336894359455603	0.0855570019609593
-1.505	-7.8e-05	0.505014337969948	0.00961659911753921	0.000178050031461454	0.0854945501755047
-1.505	-7.2e-05	0.46981588050942	0.00860097008245328	0.00208186495476303	0.0850947089076173
-1.505	-6.6e-05	0.449237801787892	0.00799026448763627	0.00137681112028686	0.0851525010079703
-1.505	-6e-05	0.450857883865847	0.00879694612004401	0.00204202179425503	0.0839133370823396
-1.505	-5.4e-05	0.472082061538768	0.00813759414615997	0.00407054923960088	0.083476770730455
-1.505	-4.8e-05	0.491724440901963	0.00647399435811688	0.0102995865399212	0.0823673997591224
-1.505	-4.2e-05	0.512943324476488	0.00580549529561406	0.0161316500952172	0.0813431609741902
-1.505	-3.6e-05	0.51382813920571	0.00518176945561715	0.0186756359960544	0.0798391389198315
-1.505	-3e-05	0.503444090439577	0.00385467110552045	0.017017977030395	0.0786503728565921
-1.505	-2.4e-05	0.482515769831067	0.00408291695156664	0.01471005028498	0.0781355872743828
-1.505	-1.8e-05	0.462809161201448	0.00560394110604391	0.0129205351441473	0.0779459622418698
-1.505	-1.2e-05	0.45774909554469	0.00801255726934572	0.0127448166954818	0.0784035299823636
-1.505	-5.99999999999998e-06	0.48045089587143	0.0100742782903715	0.0213280415619164	0.0785882382824826
-1.505	0	0.504521986678176	0.00858340603086695	0.0249830569437126	0.0789454423575081
-1.505	5.99999999999998e-06	0.512657661851786	0.00489158592222446	0.0234519928675293	0.0788644120027466
-1.505	1.2e-05	0.505979570495412	0.00123556319905571	0.0187798471800652	0.0790844617029089
-1.505	1.8e-05	0.478199022038468	-0.000568695939780674	0.01241595628979	0.0794681417453533
-1.505	2.4e-05	0.451587638333539	-0.00205753492887085	0.00868939399256704	0.0792730147873746
-1.505	3e-05	0.433118055222988	-0.00329134408122323	0.0083528467507334	0.0791660444380434
-1.505	3.6e-05	0.434552318769337	-0.00394718454386187	0.012169749198068	0.079476728250072
-1.505	4.2e-05	0.445431869024846	-0.00491023388326008	0.0170623561352515	0.0802674523835175
-1.505	4.8e-05	0.460472056753385	-0.00604938963679767	0.0199851231235796	0.0807746140247799
-1.505	5.4e-05	0.465796827400416	-0.0059866951613975	0.0199238225879515	0.0824127277553622
-1.505	6e-05	0.469845282463339	-0.00505942645791631	0.0156953749734753	0.0831991094127022
-1.505	6.6e-05	0.473475766132416	-0.00614498286837487	0.0101345383275464	0.0844460832280851
-1.505	7.2e-05	0.486936211953057	-0.00700200151886072	0.0144755470918076	0.0845056309147004
-1.505	7.8e-05	0.505077560892582	-0.00807191285239643	0.0168675204071806	0.0845178543790451
-1.505	8.4e-05	0.52978560629254	-0.00850344283625644	0.0150031317636272	0.0853053900197027
-1.505	9e-05	0.552307582224762	-0.00779878542677149	0.00950697966577927	0.0855071510082004
-1.505	9.6e-05	0.576968987059456	-0.00807991142773345	0.00277810881975337	0.0859283600962647
-1.505	0.000102	0.584242117740184	-0.00893674002671096	0.000318291732326224	0.0862744181233844
-1.505	0.000108	0.580260254580143	-0.00864275135927396	0.00263559710647105	0.0871026877052758
-1.505	0.000114	0.557406544212966	-0.00808288867523698	0.00990811506284181	0.0879212332066546
-1.505	0.00012	0.536403143644347	-0.00791021310346582	0.0150629665772123	0.088382530881177
-1.505	0.000126	0.520580129180474	-0.00754934130488331	0.0180592958491874	0.0890458356547061
-1.505	0.000132	0.518599129496291	-0.00763236310012815	0.0161087153764769	0.089273848380727
-1.505	0.000138	0.520017554508679	-0.00800976802270367	0.0101594911484679	0.0900850871501552
-1.505	0.000144	0.525448250908348	-0.00793089933372572	0.00426296215118816	0.0904773154162278
-1.505	0.00015	0.523060918132129	-0.00740405777757135	0.00915303381328652	0.0904839549174874
-1.505	0.000156	0.50975185731116	-0.00685183065692754	0.0122118777635623	0.0907759781225898
-1.505	0.000162	0.490933126109403	-0.0061619432666046	0.00887533079247044	0.0914159626064401
-1.505	0.000168	0.475645865805999	-0.00570317403144289	0.00331251774624921	0.0914042532366801
-1.505	0.000174	0.457086851777727	-0.00593255642701985	-0.000344856637990811	0.0917151612856512
-1.505	0.00018	0.450010259085588	-0.00516913512432472	-0.00020508853866295	0.0924116963805259
-1.505	0.000186	0.449871693682464	-0.00441563957539202	0.00317618783806802	0.0924286725020258
-1.505	0.000192	0.464574196600188	-0.0049999006490957	0.00748724296262675	0.0923348444266312
-1.505	0.000198	0.488463537894268	-0.00552926038926235	0.0137181777027648	0.0925815122911866
-1.505	0.000204	0.521689965030867	-0.00590045616125513	0.0164261808883835	0.0931081767844372
-1.505	0.00021	0.550361978655076	-0.00548857430209298	0.0142505533161187	0.0930075123198456
-1.505	0.000216	0.578021944143649	-0.00477593711721621	0.00881943305526021	0.0931389350662577
-1.505	0.000222	0.599500719889588	-0.00397076598494553	0.011800458386106	0.0935388146199334
-1.505	0.000228	0.621540626468711	-0.00383837554603031	0.0154191492964438	0.0936656870678683
-1.505	0.000234	0.646720459306585	-0.00307776536659742	0.012637247476932	0.0939355877160916
-1.505	0.00024	0.668620706663319	-0.00195320410805493	0.00596465806035228	0.0947419316313903
-1.505	0.000246	0.677682017992255	-0.00113981922501486	-0.000838019897341573	0.0955438346277892
-1.505	0.000252	0.685794154112334	-0.00138446770539424	-0.00484324991548959	0.0960327513139159
-1.505	0.000258	0.681084067845666	-0.00152866621226672	-0.00027556282509383	0.095994653482748
-1.505	0.000264	0.678028278382751	-0.00125325192910219	0.00197682844766091	0.0955787384977777
-1.505	0.00027	0.665442584111814	-0.00102707195443336	0.00219637909016456	0.0952690992824423
-1.505	0.000276	0.658139351461966	-0.000173372702082139	0.00661795299326212	0.0953976999699835
-1.505	0.000282	0.654077245503611	0.000118247006926541	0.0147787642012291	0.0959947081760602
-1.505	0.000288	0.640276620952016	0.000512639000213664	0.011931347895744	0.0970311376079403
-1.505	0.000294	0.630492686849478	0.000651404329403765	0.00891943985978569	0.0980189903937869
-1.505	0.0003	0.623702369345258	0.00105139087119867	0.0117235230281987	0.0988774658794747

-1.51	-0.0003	0.668327168497629	0.00322837375764592	0.0017607052289351	0.111262684393678
-1.51	-0.000294	0.669270787111198	0.00402446035401363	0.011112221983787	0.112740941465489
-1.51	-0.000288	0.675646152205964	0.00468678752428454	0.0146337315692689	0.112552749339501
-1.51	-0.000282	0.682326781220214	0.00440622723454448	0.0119641488915012	0.112615709751149
-1.51	-0.000276	0.690184494265203	0.00410439449403523	0.00644435109051165	0.11321742139181
-1.51	-0.00027	0.688502370606333	0.00257858247422891	-0.00126577747613892	0.113171907446764
-1.51	-0.000264	0.68676822473786	0.00183828662568373	-0.00638406370785509	0.113214796218527
-1.51	-0.000258	0.674983295899273	0.00162719584401225	-0.00695591058215681	0.113086556494162
-1.51	-0.000252	0.66543536489527	0.000665909737510633	-0.00121103141422334	0.112987664021008
-1.51	-0.000246	0.647828720058176	0.000512685573105233	0.00705452276336126	0.112630793560153
-1.51	-0.00024	0.632412213707757	0.00034614621599844	0.0129369766606007	0.11190097345297
-1.51	-0.000234	0.610203027193171	0.000968492216311384	0.0151906716967656	0.111508466263689
-1.51	-0.000228	0.589485026728872	0.000400988371907217	0.0117021948606731	0.109582081140298
-1.51	-0.000222	0.561968745720401	0.000309070874540548	0.0132774151751568	0.111250991433791
-1.51	-0.000216	0.538649417097304	0.000776930264330653	0.0147464171416412	0.110835218643446
-1.51	-0.00021	0.524972438212718	9.87203136104976e-05	0.0149987810854041	0.109913465539463
-1.51	-0.000204	0.521396601886595	-0.00103172343370597	0.0120500016357467	0.109852692773392
-1.51	-0.000198	0.522517944731626	-0.00120958218513605	0.00480241958022934	0.109546488161353
-1.51	-0.000192	0.54275934496264	-0.000779055014125034	-0.00160946019925274	0.108964443445571
-1.51	-0.000186	0.563436917757919	-0.0015844562762819	-0.00472302175483136	0.109369004557915
-1.51	-0.00018	0.583810539212133	-0.00215555148961689	-0.00186624831247601	0.10928447397211
-1.51	-0.000174	0.59290589029243	-0.00127008303411768	0.00550736240898616	0.107267028141231
-1.51	-0.000168	0.594362817832201	-0.000503922432947538	0.0106299434313522	0.107570859158888
-1.51	-0.000162	0.58634002513088	-0.000500214375374724	0.0148146812232495	0.106497546038513
-1.51	-0.000156	0.574812057025258	-0.00121411556580013	0.0147533847896198	0.106403816405912
-1.51	-0.00015	0.559282493204621	-0.00128760444354779	0.0135789696745978	0.105700444921841
-1.51	-0.000144	0.549418710060852	-0.00103086632140716	0.0153661932577285	0.10480597174455
-1.51	-0.000138	0.543787581675072	-0.00150500222160668	0.0165742215315434	0.103457551381218
-1.51	-0.000132	0.545944336711343	-0.00116960152774584	0.0151755564400466	0.101931931806046
-1.51	-0.000126	0.545763418497561	-0.00135408456949811	0.00935744800621135	0.100499724652129
-1.51	-0.00012	0.550941091923014	-0.00119529635331884	0.00299949246922351	0.0988718983239134
-1.51	-0.000114	0.55763384049512	-0.000580842964466574	-0.00182241611882575	0.0980702359672829
-1.51	-0.000108	0.570961146271224	-0.000521349671106646	-0.00308335616587677	0.0972175139883106
-1.51	-0.000102	0.574569184706034	-0.00116794857426846	0.00171094656937884	0.0957286359023108
-1.51	-9.6e-05	0.577703379348079	-0.000648377859868894	0.00782011769606067	0.094278960408225
-1.51	-9e-05	0.57214264934025	-0.00105299947360045	0.0118520881653218	0.0929697316976739
-1.51	-8.4e-05	0.553403723418496	-0.000899134483177877	0.013640389163482	0.0913745887764734
-1.51	-7.8e-05	0.515285591762755	0.000146724232254869	0.00725254766682934	0.0904273058613198
-1.51	-7.2e-05	0.481217096488166	0.000288852765899553	0.0042732136587785	0.0885160975213348
-1.51	-6.6e-05	0.4568888261893	-0.000331936139915219	0.00682198639938643	0.0872231503549364
-1.51	-6e-05	0.453126340032688	-0.000708120254158867	0.0135432317658931	0.0858219093099098
-1.51	-5.4e-05	0.470742304225892	-0.00153509976732021	0.0178684498380426	0.0848172827612414
-1.51	-4.8e-05	0.487228131258718	-0.00115333715941663	0.020134145472231	0.0835161264584754
-1.51	-4.2e-05	0.495700441185106	-0.0012741323129628	0.0168098390560869	0.0818993477330223
-1.51	-3.6e-05	0.488290013941937	-0.00193253565227588	0.0110805134430155	0.0810730087470662
-1.51	-3e-05	0.482811539373024	-0.00291723874223437	0.00716799862214909	0.0804305139402516
-1.51	-2.4e-05	0.479539873147119	-0.00232588816188406	0.0067202479372751	0.0798431805944647
-1.51	-1.8e-05	0.479988777808969	0.000711206114842945	0.00998968275825501	0.0795532301822718
-1.51	-1.2e-05	0.478906725052466	0.00397671159287659	0.0154818430882951	0.0791831025948138
-1.51	-5.99999999999998e-06	0.482809570493649	0.00721596614760889	0.0132484562300203	0.0793548491014098
-1.51	0	0.485442181963286	0.008933309526587	0.010696896293652	0.0795353188413071
-1.51	5.99999999999998e-06	0.481533386146242	0.00834855144725739	0.0129531966778308	0.0804055802612847
-1.51	1.2e-05	0.473798793727499	0.00739293292109254	0.0169626774772101	0.0806764817590681
-1.51	1.8e-05	0.455655913450399	0.00606978326958208	0.0212829090872208	0.0817669022611345
-1.51	2.4e-05	0.43182515728151	0.00421135937567947	0.0229302929595624	0.0828358291535735
-1.51	3e-05	0.424492960196054	0.00267915447743203	0.0218477329387968	0.0849403869893594
-1.51	3.6e-05	0.43029126840122	0.00212917362328825	0.0158421002953283	0.0860684513850149
-1.51	4.2e-05	0.44712746858122	0.00243868995258854	0.00955712663234904	0.0876098274706227
-1.51	4.8e-05	0.459435069463345	0.00305891128853898	0.00566832143514269	0.0889259582028152
-1.51	5.4e-05	0.463868112446218	0.00392729270178097	0.00552559540107561	0.0896101932664665
-1.51	6e-05	0.466783936381646	0.00437588494605401	0.00820814910192136	0.0908323974757722
-1.51	6.6e-05	0.477568149104798	0.00443211458997232	0.00436888311616466	0.0915852097292039
-1.51	7.2e-05	0.500586107805934	0.00463654416486269	0.00169684138914434	0.0930214366771403
-1.51	7.8e-05	0.524874169218424	0.00495429817224641	0.00242647520501986	0.0943995871307753
-1.51	8.4e-05	0.54912447187996	0.00551162182120924	0.00732811369601544	0.095872145386834
-1.51	9e-05	0.57091625580269	0.0063891663888194	0.0122328422348905	0.0972656531066382
-1.51	9.6e-05	0.580355023333998	0.00692646898803641	0.0170175189922272	0.0994424360286139
-1.51	0.000102	0.58287759629432	0.00685587985012937	0.0177987008926716	0.100138292953665
-1.51	0.000108	0.568507002832968	0.00702868804824981	0.0140908046726456	0.100114458567053
-1.51	0.000114	0.539908231526195	0.00709960259797538	0.00960171629800125	0.100786481105491
-1.51	0.00012	0.511228779902797	0.00675276453931879	0.00891368908914524	0.101454292425667
-1.51	0.000126	0.49685971777902	0.00676174618771504	0.00538246123449149	0.103185583406128
-1.51	0.000132	0.496799863836635	0.00607578698669095	0.000139942160199675	0.104142841983043
-1.51	0.000138	0.501525482379145	0.0057522876775282	0.00345469652750001	0.103149607590441
-1.51	0.000144	0.50428904627828	0.0059150101502902	0.00403045860179127	0.104176017613426
-1.51	0.00015	0.503185642106775	0.00573781367405624	0.003010556481624	0.105685186100815
-1.51	0.000156	0.49650566939348	0.00555829077466052	-0.000191604786218911	0.106449024081093
-1.51	0.000162	0.47917969934081	0.00523307621543579	-0.00278126706068455	0.106203723495317
-1.51	0.000168	0.465534660068019	0.0057110813410148	-0.00111344349509381	0.106268969995335
-1.51	0.000174	0.45026332582103	0.00539736934862931	0.00374706326152192	0.105646060078128
-1.51	0.00018	0.443481671371966	0.00582618426053957	0.0120900040839964	0.10732758214345
-1.51	0.000186	0.445827657681317	0.00570852282244648	0.0155471470134726	0.108270260069163
-1.51	0.000192	0.463813027537975	0.00585028458363446	0.0126174985156092	0.108141003087714
-1.51	0.000198	0.487621688515433	0.00641566013179965	0.00919276827511161	0.109395726635843
-1.51	0.000204	0.516571489246844	0.00687585099422443	0.00303232833067536	0.109020097122919
-1.51	0.00021	0.542988128821142	0.00627992498966417	0.00703458921939153	0.108263850270888
-1.51	0.000216	0.564443453012513	0.00641817045405937	0.00871635192636038	0.10929738107467
-1.51	0.000222	0.59338765338741	0.00539055757024829	0.00443991217560836	0.109173002542175
-1.51	0.000228	0.621014191687841	0.0048049613497342	-0.00142085233655978	0.110265610687469
-1.51	0.000234	0.641773013578245	0.0052469123836404	-0.00484083256810228	0.110203820666663
-1.51	0.00024	0.662063242036542	0.00518749322255046	-0.00748164464336932	0.109945984875937
-1.51	0.000246	0.675640289305577	0.00516155835412809	0.000427300224342914	0.109347379690445
