# qdac_Pg_set	qdac_bias_right_set	dmm1_curr_7_4	dmm2_curr_7_5	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "Plunger"	"DCbias_right"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 81	121
-1.28	-0.0003	6.93844124e-10	-5.58046246e-10	0.179175955470369	-0.000605718106978844	-0.000326571197965259	0.0475198131516199
-1.28	-0.000295	6.81029285e-10	-5.57795733e-10	0.182413822577635	-0.000825347966111744	0.0015100590987777	0.0480022106598947
-1.28	-0.00029	6.68875617e-10	-5.59696803e-10	0.179885113273855	-0.000729148517657962	0.000511940107581936	0.0467977974672064
-1.28	-0.000285	7.25077763e-10	-5.64737953e-10	0.179884096021469	-0.000582074539986408	0.000644537988148597	0.0456768456511693
-1.28	-0.00028	7.25405808e-10	-5.64707885e-10	0.177720603038796	-0.00150849493290687	0.00224996441863434	0.0544563582950945
-1.28	-0.000275	7.12361912e-10	-5.65064081e-10	0.176506722816176	8.80896694923738e-05	0.0024017238866255	0.0546292423751354
-1.28	-0.00027	6.99615476e-10	-5.65073777e-10	0.178412511265966	0.000771563442386173	0.00163853177385453	0.0531818529694204
-1.28	-0.000265	6.88208444e-10	-5.62831462e-10	0.176038643441071	-0.000132335651639692	0.00211223681059808	0.0528106370334381
-1.28	-0.00026	6.77303744e-10	-5.60655245e-10	0.175959286634952	0.000150875950116386	0.00350265072196999	0.0534354611367077
-1.28	-0.000255	6.66919286e-10	-5.62336177e-10	0.179217520715184	-0.000798785859122077	0.00478809221750449	0.0549343750438245
-1.28	-0.00025	6.53711527e-10	-5.62218038e-10	0.183105490167386	0.000388536871530086	0.00404832516348741	0.0551823390839739
-1.28	-0.000245	6.41197281e-10	-5.60156499e-10	0.181179137854344	-0.000731968699141825	0.00592898919901799	0.0528532195353367
-1.28	-0.00024	6.30510722e-10	-5.59133843e-10	0.182339858315056	-0.000894336277890707	0.00625767117494304	0.0524616584999552
-1.28	-0.000235	6.20066318e-10	-5.5786863e-10	0.18368389245515	-0.000593700076389922	0.00672616004660946	0.0530332025226075
-1.28	-0.00023	6.0820336e-10	-5.56707938e-10	0.18142926220046	-0.00163303514596363	0.00688744892882721	0.0532510044178384
-1.28	-0.000225	5.95224234e-10	-5.55700207e-10	0.18031939353502	-0.00119843246147514	0.00816822800680249	0.0519591565390965
-1.28	-0.00022	5.84000692e-10	-5.52141437e-10	0.179190492367392	-0.00164795864197303	0.00788639649030063	0.0503378986113044
-1.28	-0.000215	5.74361366e-10	-5.52163739e-10	0.181146213805211	-0.000819916540287826	0.00867165219499783	0.049826837494732
-1.28	-0.00021	5.63913976e-10	-5.48804792e-10	0.182850717077648	-0.00127145757566304	0.00870209463679922	0.0518010773448518
-1.28	-0.000205	5.51563648e-10	-5.47509319e-10	0.182830032900384	-0.000240624731176316	0.00917390462619332	0.0525220156142359
-1.28	-0.0002	5.39337286e-10	-5.46041162e-10	0.180250854631028	-0.00022083026504122	0.00914498533206382	0.0518403674380788
-1.28	-0.000195	5.29690301e-10	-5.4500297e-10	0.178891189774646	0.000339608213729835	0.0104748243904846	0.0524332628757333
-1.28	-0.00019	5.19477999e-10	-5.42422356e-10	0.178063352252069	-0.00074831621507053	0.0113302945989336	0.0544279353242165
-1.28	-0.000185	5.06504654e-10	-5.38542024e-10	0.176822115535878	-0.00115554437316759	0.0118424379181969	0.0558204148478044
-1.28	-0.00018	4.94616586e-10	-5.37530359e-10	0.177129840560453	-0.00236888990514469	0.0120711944427273	0.0552249653424014
-1.28	-0.000175	4.83537503e-10	-5.33404908e-10	0.177313985538717	-0.00220616572327541	0.0117055446914501	0.0531470748912312
-1.28	-0.00017	4.72553501e-10	-5.32615919e-10	0.176972122322337	-0.00220595106066919	0.0120448483655827	0.0531155181185286
-1.28	-0.000165	4.60230581e-10	-5.31055672e-10	0.178390809831617	-0.000781966375989128	0.0114726166024821	0.0518034564052763
-1.28	-0.00016	4.4940308e-10	-5.26167858e-10	0.180743862214359	-0.0012105424414721	0.0116622006159504	0.0492336303211709
-1.28	-0.000155	4.39029723e-10	-5.23727556e-10	0.182108602409982	-4.47441172577961e-05	0.0110483024272868	0.047515651160626
-1.28	-0.00015	4.29709893e-10	-5.23332927e-10	0.183589779983458	-0.000833971045773278	0.0118085731802684	0.0469546843979825
-1.28	-0.000145	4.19727536e-10	-5.21131614e-10	0.182150988021594	-0.000684999670988157	0.0129697038234401	0.0474484029661851
-1.28	-0.00014	4.08202786e-10	-5.18111703e-10	0.181629530120729	-0.00212491728731734	0.0119732030054825	0.0461124467050863
-1.28	-0.000135	3.98619376e-10	-5.15020593e-10	0.180457630797063	-0.00365724233514901	0.0125547103817877	0.0463965506371007
-1.28	-0.00013	3.89465342e-10	-5.1398792e-10	0.180916926774814	-0.00255687198184711	0.0145080226755114	0.0485173134487512
-1.28	-0.000125	3.79128086e-10	-5.10250387e-10	0.183262595861075	-0.00403497061880225	0.0142537130953873	0.049893254385592
-1.28	-0.00012	3.66607394e-10	-5.0699099e-10	0.185147776700479	-0.00176161634874215	0.0155269564210361	0.050088988412558
-1.28	-0.000115	3.54956707e-10	-5.02714906e-10	0.18566659848893	-0.00312012978758127	0.0154759227749639	0.0498761087181128
-1.28	-0.00011	3.44095803e-10	-4.99522619e-10	0.186577227418574	-0.000295271665447363	0.0168667779752992	0.0506680415234902
-1.28	-0.000105	3.33719421e-10	-4.95910312e-10	0.183387258785169	-0.00102063011023304	0.016640503060449	0.0530530171128514
-1.28	-0.0001	3.2186883e-10	-4.91656669e-10	0.179385181795316	-0.00194108882984889	0.0169303003374751	0.0527558091912793
-1.28	-9.5e-05	3.10803713e-10	-4.88881054e-10	0.182084921154778	-0.00200332048167482	0.0184704226289334	0.0534906772863497
-1.28	-9e-05	2.99968858e-10	-4.82936394e-10	0.180916390801965	-0.00268178682905911	0.0197169712223707	0.0557994845600312
-1.28	-8.5e-05	2.88854309e-10	-4.8041401e-10	0.180093759874122	-0.0028902544881419	0.0203767525213732	0.059126273954128
-1.28	-8e-05	2.74009983e-10	-4.75877124e-10	0.183150850973975	-0.00342222504546575	0.0206034608631054	0.0613085478600883
-1.28	-7.5e-05	2.60953233e-10	-4.72252917e-10	0.182661343626385	-0.00325677075150264	0.0206048527519957	0.0625006500814814
-1.28	-7e-05	2.49464386e-10	-4.66317008e-10	0.184495946118287	-0.00333173312752006	0.0214332358189865	0.0653039908217714
-1.28	-6.5e-05	2.33559086e-10	-4.61423815e-10	0.186114562465272	-0.00162113606853687	0.0211184214587461	0.0663975615284883
-1.28	-6e-05	2.18781148e-10	-4.57466147e-10	0.183962970271905	-0.00411280769649698	0.0206774661447292	0.0644561636969286
-1.28	-5.5e-05	2.05887828e-10	-4.5211523e-10	0.184802303866432	-0.00346645340790557	0.0200790523778435	0.061072801813543
-1.28	-5e-05	1.94101981e-10	-4.48489026e-10	0.183192011506132	-0.00527385220127238	0.0190870649443706	0.0595802922386579
