# i3d_field_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "field"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 26	101
0	-0.0003	1.60403298256355	0.000435318753530953	-0.000528860427480793	0.0125236239520737
0	-0.000294	1.60021738040156	0.00274470963973585	-0.0122602903381155	0.0122223223991011
0	-0.000288	1.59257777551932	0.00685778925369811	-0.0109307637024389	0.0120937832401268
0	-0.000282	1.56989470142725	0.0123600838471797	-0.01947675690933	0.0117568271822272
0	-0.000276	1.51099648396507	0.0185852507258394	-0.0107818780816653	0.011484286318886
0	-0.00027	1.44564305236689	0.0241721353832806	0.00366045099455711	0.0112773843638706
0	-0.000264	1.37848000118305	0.0295564646607567	0.017749410525692	0.0113037673575916
0	-0.000258	1.3219396270442	0.034518020685801	0.0249657225955813	0.0109797826647794
0	-0.000252	1.28846472725536	0.0386406478289767	0.0215285077400389	0.0103040466003057
0	-0.000246	1.27484865239468	0.0428062184372272	0.00344142880494802	0.00908189434612311
0	-0.00024	1.27923391720831	0.046663186226597	-0.0122720940477318	0.00771531858243325
0	-0.000234	1.27641736856399	0.0506025215710044	-0.0202916927982088	0.00649293115663893
0	-0.000228	1.28758126886578	0.0542733344804018	-0.0208680496385458	0.00554107298642438
0	-0.000222	1.28686748419224	0.0564193427130331	-0.023351262773077	0.00450201461962843
0	-0.000216	1.28716990417224	0.0555457943551246	-0.0232881628995905	0.00357766949824585
0	-0.00021	1.3066310153258	0.0517018184401296	-0.010314414668261	0.00326764744687249
0	-0.000204	1.32573142763228	0.0448365467582051	0.00209357124599235	0.00304741179813982
0	-0.000198	1.31767074491981	0.0357869229043214	-0.00200640471870697	0.00217970462393889
0	-0.000192	1.27520243825984	0.0261869915877713	-0.0136795452667853	0.00154204331702707
0	-0.000186	1.20373489010145	0.0180240241821775	-0.0204575654791447	0.00116145426080342
0	-0.00018	1.09273144159937	0.0121033651234302	-0.0157982845090375	0.000890835619288635
0	-0.000174	0.976131298219954	0.00740427380746339	-0.00629795254804484	0.000882048551746436
0	-0.000168	0.853765836305204	0.00446538661297178	0.00544847204230687	0.000881539924378902
0	-0.000162	0.755662927870038	0.00279396343214852	0.0116004037584802	0.000894264752150265
0	-0.000156	0.683989303584301	0.00165777552611835	0.0130432551686596	0.000844773651788736
0	-0.00015	0.654244644058663	0.00148843696667865	0.0168048977140514	0.000802209095610561
0	-0.000144	0.668481966238777	0.00106640623120773	0.0139344892639622	0.000807865011407576
0	-0.000138	0.704537892852947	0.000924765303035498	0.0131417989858077	0.000803772321495875
0	-0.000132	0.72054462570886	0.000464806706974974	0.0131722250200852	0.00082781897904491
0	-0.000126	0.695301351189197	0.000115881733726739	0.0141646089643335	0.000721639940372111
0	-0.00012	0.631951320748242	0.000131376815995541	0.0100610614990286	0.000727020862404691
0	-0.000114	0.545336040248641	0.000119096908979503	0.00409706451742685	0.000748794078694898
0	-0.000108	0.47735327863862	3.31359255486665e-05	-0.00226615999581825	0.00071824618581982
0	-0.000102	0.424709318262069	0.000203811586596109	-0.0059792489661986	0.000652656200455128
0	-9.6e-05	0.392289738193873	0.000380213439378692	-0.00521612983183879	0.000632533630370955
0	-9e-05	0.363246721938539	0.000153103405978705	-0.00132474355570706	0.000682994686205387
0	-8.4e-05	0.339571682285156	0.000105789567425093	0.00220497619153634	0.000612662383032804
0	-7.8e-05	0.319424788311105	0.000109575730730917	0.00467212039286415	0.000532465939203906
0	-7.2e-05	0.301409710242409	-0.000265297751546646	0.00497993531587144	0.000548743980320907
0	-6.6e-05	0.288812421454379	7.80821782825401e-05	0.00362359567780639	0.000553816495729599
0	-6e-05	0.277978592966287	-8.27080638309745e-05	0.00479516719676271	0.000576798556553723
0	-5.4e-05	0.270962248020597	-0.000241400148635611	0.00532510358634393	0.00056612656831065
0	-4.8e-05	0.262782579307431	0.000206148307187977	0.00471786711733452	0.000544482004319453
0	-4.2e-05	0.253371047936891	-0.00031765913132912	0.00366438191828667	0.000561033073727515
0	-3.6e-05	0.245661263412362	0.00019869480556719	0.00320682204025013	0.000607105552166732
0	-3e-05	0.233325485674565	0.000137381900359696	0.0026973958440532	0.000603784733344902
0	-2.4e-05	0.220184392203593	3.85496916128702e-05	0.00250849239282956	0.000557155687360757
0	-1.8e-05	0.213697413491314	0.000314322204241623	0.000805219243288334	0.000572528718705749
0	-1.2e-05	0.214420386270168	0.000435317471723981	-0.00132138235946058	0.000529414815913935
0	-5.99999999999998e-06	0.219121109433594	0.000116073697401027	-0.00341423159730964	0.000588901272915203
0	0	0.231997869809555	0.0003487001628692	-0.0043122542272751	0.000502217352003416
0	5.99999999999998e-06	0.242087505356935	0.000201567734080933	-0.00459991103088419	0.000570118806029072
0	1.2e-05	0.251483701341919	0.000230649071906397	-0.00475323620298972	0.000675863434871771
0	1.8e-05	0.259671114312393	0.00050769218891741	-0.00492570873417813	0.000684456904414065
0	2.4e-05	0.268067819237908	0.000103974922657647	-0.00429825945457239	0.000677970751865831
0	3e-05	0.278221749651271	0.000334569858898589	-0.00463601126821873	0.000595283042323409
0	3.6e-05	0.29058500422014	-1.84562843245743e-05	-0.00425146778811086	0.000562758492930848
0	4.2e-05	0.302691823096808	-4.88259357076702e-05	-0.00542023877998821	0.000667012019816226
0	4.8e-05	0.317239068862716	0.00012608413680448	-0.00600225136521147	0.000713274763519638
0	5.4e-05	0.335263422573274	-0.000266728800087434	-0.0028940996153436	0.000726145377296558
0	6e-05	0.356832373013364	-0.000441083966104454	0.00159269036538098	0.000686649633551278
0	6.6e-05	0.381214131229313	-0.0002880458583218	0.00565584126457546	0.000705625057522083
0	7.2e-05	0.415557525933883	-0.000122587409130366	0.00842424463346154	0.000796784847966759
0	7.8e-05	0.466919220326975	-0.000267161628993298	0.00915708027205764	0.000811346699012773
0	8.4e-05	0.535548649666891	-0.000318269471344809	0.00858422981587912	0.000831779641194209
0	9e-05	0.616197304584936	-0.000668775466445185	0.0107973153324581	0.000840913399105035
