# i3d_field_set	qdac_bias_right_set	dmm1_curr_7_4	dmm2_curr_7_5	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 111	201
-0.1	0.000332	-8.55280609e-10	-3.22530733e-11	0.0118529140012157	0.000206568339218836	-0.00137948748126203	0.0974609660157711
-0.1	0.000328	-8.56829585e-10	-3.29548594e-11	0.0121137304567199	0.000840175069081152	-0.00159131095290336	0.0993226953053057
-0.1	0.000324	-8.3161124e-10	-3.2551353e-11	0.0119753619373051	0.00267688513793672	-0.00142761540559465	0.108908210043543
-0.1	0.00032	-8.0487943e-10	-3.23934538e-11	0.0119215199024013	0.00115417273710461	-0.00161986774739838	0.115117018809527
-0.1	0.000316	-7.87159687e-10	-3.14823698e-11	0.0117706380558319	0.0018942708431352	-0.00165078890714288	0.110993921318899
-0.1	0.000312	-7.70109465e-10	-3.09061092e-11	0.0120583502341881	-0.000128267957276359	-0.00199856560202236	0.115025509635202
-0.1	0.000308	-7.44921495e-10	-3.07697752e-11	0.0122279473800563	-0.00060725650817484	-0.00225208113569496	0.115498915923751
-0.1	0.000304	-7.32191365e-10	-3.0357982e-11	0.0122431897940282	-0.000473558353480153	-0.0022944153055269	0.117133042668314
-0.1	0.0003	-7.04396215e-10	-2.98025999e-11	0.0118811564926198	9.86632190800739e-05	-0.00261745606388361	0.114029650071666
-0.1	0.000296	-6.97579333e-10	-2.95447406e-11	0.0118084555943451	-0.000740974958448035	-0.00297399307889377	0.112202026163586
-0.1	0.000292	-6.72459371e-10	-2.84660566e-11	0.011692882331362	-0.00106099411815516	-0.00343284640171095	0.112658160992857
-0.1	0.000288	-6.54936925e-10	-2.81995266e-11	0.0115712328852151	-0.000203840149884789	-0.00367079855331901	0.109912962381662
-0.1	0.000284	-6.34782055e-10	-2.69846488e-11	0.0114600889189203	0.000149886916857939	-0.00381885628741081	0.107524207640398
-0.1	0.00028	-6.11816437e-10	-2.70031976e-11	0.0115602837243072	0.000968883343234456	-0.00415207523303129	0.104523404631187
-0.1	0.000276	-6.03041588e-10	-2.61196414e-11	0.0118400438145277	-0.000271616882539392	-0.00479780501734517	0.102684831560791
-0.1	0.000272	-5.77443231e-10	-2.53680405e-11	0.0114556883350464	0.00149545520395093	-0.00515208346056476	0.101943252865973
-0.1	0.000268	-5.70889879e-10	-2.49493044e-11	0.0115584871213494	0.000754592362282906	-0.004801124084426	0.0988981281808232
-0.1	0.000264	-5.53687296e-10	-2.3919765e-11	0.0117419115478764	0.000530852764940142	-0.00495731609631534	0.0963940845695855
-0.1	0.00026	-5.24643298e-10	-2.22503291e-11	0.0115665540607428	0.000376415141472235	-0.00514068207212496	0.0941181247781579
-0.1	0.000256	-5.20325775e-10	-2.20496577e-11	0.0117182289283933	0.000114483830979773	-0.00492622624862166	0.090241722501091
-0.1	0.000252	-4.93215268e-10	-2.1244356e-11	0.0116083968649558	-0.000659313690021854	-0.00486914889242413	0.0932671419779239
-0.1	0.000248	-4.88784487e-10	-2.08745763e-11	0.011705239788684	0.00011652949229506	-0.00497785261009272	0.0945344226045688
-0.1	0.000244	-4.6548628e-10	-1.88947084e-11	0.0118173237583466	-0.000154764488351787	-0.00547852378443852	0.099749679773652
-0.1	0.00024	-4.51592997e-10	-1.84099975e-11	0.0117232933252135	-0.00119980478113405	-0.00554352793370211	0.101136012016998
-0.1	0.000236	-4.34217038e-10	-1.7019711e-11	0.0112108526231622	-0.000675872578548753	-0.00579963104057891	0.101325112015794
-0.1	0.000232	-4.13956206e-10	-1.63157705e-11	0.0110424361218397	-0.00020813558146868	-0.00576182307316048	0.103522611930082
-0.1	0.000228	-3.95549337e-10	-1.59037594e-11	0.0109479175703915	-2.87390890827753e-06	-0.0059695597513807	0.10632560811472
-0.1	0.000224	-3.78967711e-10	-1.41966888e-11	0.0110584906986124	-0.000289414247090334	-0.00625191425142241	0.113429152573678
-0.1	0.00022	-3.50015218e-10	-1.30341825e-11	0.0112360317286194	-0.000568430816040326	-0.00669034557055618	0.122533407379434
-0.1	0.000216	-3.38633342e-10	-1.21837124e-11	0.0110298817765801	0.000219736891389217	-0.00690448862930599	0.133462015572258
-0.1	0.000212	-2.97733526e-10	-1.00652214e-11	0.0111739121935266	0.00141013954361523	-0.00781867248330502	0.148621451803087
-0.1	0.000208	-2.71398378e-10	-9.40226809e-12	0.0112832356293615	0.000589525392526142	-0.00821424100835526	0.157704869297822
-0.1	0.000204	-2.63976566e-10	-7.84911102e-12	0.0110916109535429	0.00162913088402579	-0.0085563072674322	0.159982699523481
-0.1	0.0002	-2.15503094e-10	-6.24694953e-12	0.0109558040293713	-0.00014647353972454	-0.00858270598489317	0.157649707841492
-0.1	0.000196	-2.12013665e-10	-5.31242102e-12	0.0110661071195812	-0.000210099206113602	-0.00807720626865292	0.142571422279436
-0.1	0.000192	-1.71499463e-10	-3.35015665e-12	0.0110248078081954	0.000528280744377319	-0.00789035134153215	0.131252789880687
-0.1	0.000188	-1.62521023e-10	-2.21311803e-12	0.011216423596938	-0.000172346592094864	-0.00698991614972675	0.117818355146055
-0.1	0.000184	-1.34199718e-10	-1.31630182e-12	0.0107467342549876	-0.00105391725887893	-0.00640736827520329	0.114128608172567
-0.1	0.00018	-1.10466866e-10	-5.00555366e-13	0.010682038085165	-0.00077888837712808	-0.00577522649803204	0.114044351043927
-0.1	0.000176	-1.06119177e-10	1.84417273e-13	0.0105042153954053	-0.000503269429564465	-0.00524816754488771	0.113658111453598
-0.1	0.000172	-7.14013055e-11	1.43515036e-12	0.0103673146486803	-0.000288830782626931	-0.00460715589441971	0.115733256410427
-0.1	0.000168	-6.68995201e-11	1.878289e-12	0.0104288551417024	-0.00152703795522514	-0.00391259173022431	0.108349660629461
-0.1	0.000164	-3.88562962e-11	3.26898169e-12	0.0106207102040553	-0.000594672680955624	-0.00297383208192735	0.0989088695160708
-0.1	0.00016	-3.10850598e-11	3.30342656e-12	0.010610205408222	0.000142006140904116	-0.00220832140774717	0.084144571113847
-0.1	0.000156	-1.62273673e-11	2.95511974e-12	0.0102087630572768	-0.000611255240477445	-0.00147771562822118	0.0698492107369654
-0.1	0.000152	-6.93904536e-12	3.10134658e-12	0.010124924313214	-0.000147447468834291	-0.00061266520305982	0.053944208822951
-0.1	0.000148	8.10012483e-13	3.77554032e-12	0.0102974617902443	0.000220071596734636	-0.000141596085730642	0.0387896346288544
-0.1	0.000144	2.85379374e-12	3.91333085e-12	0.0102897988813695	4.74336035487805e-05	0.000274923259503343	0.026617900143418
-0.1	0.00014	1.10610012e-11	3.86413814e-12	0.0101963536431873	0.00051929939523928	4.44402531056324e-05	0.0159079429282556
-0.1	0.000136	7.44240706e-12	3.75274753e-12	0.0103400825755822	0.00062397887187371	0.00020769087434237	0.010464089208587
-0.1	0.000132	1.37850641e-11	3.64276727e-12	0.0105293917666667	-0.000796296558881927	0.000294216447394636	0.00665928580277483
-0.1	0.000128	1.0391377e-11	3.4208592e-12	0.0105423542442084	0.000354778417961369	5.90480254509955e-05	0.00502306780525193
-0.1	0.000124	1.12165641e-11	3.8510591e-12	0.0104439423693908	0.000143449997005353	-0.000140340454652654	0.00417623366558586
-0.1	0.00012	1.48435525e-11	3.62057074e-12	0.0103447860115753	-0.00051184717541372	-0.000355340732344299	0.00304916943387449
-0.1	0.000116	1.3194242e-11	4.11320853e-12	0.0103501819737989	-0.000592648041509576	-0.000145855028080764	0.00233520103322802
-0.1	0.000112	1.44528378e-11	4.09545906e-12	0.0103095355371668	-0.000697131911990023	-0.000226540401933215	0.00204039780995818
-0.1	0.000108	1.49912182e-11	3.41982358e-12	0.0105547992070716	-0.0010062460907897	-0.000182100538716859	0.0013750435718474
-0.1	0.000104	1.37958518e-11	3.39292893e-12	0.0106918066015272	-0.000551937514106063	-0.000169097662168237	0.00175720465581188
-0.1	0.0001	1.71046608e-11	4.14929451e-12	0.0104818378423505	-0.000288628660503783	1.23599742193165e-05	0.00138223135152855
-0.1	9.60000000000001e-05	1.77996476e-11	4.23469503e-12	0.0105277893169806	-0.000400527342914413	-0.00018249380200994	0.00240955497057637
-0.1	9.2e-05	1.45468255e-11	4.33714538e-12	0.0099400150224545	0.000258171392511485	-0.000182073641798384	0.00380742447719025
-0.1	8.8e-05	1.9635989e-11	3.98985571e-12	0.0101518104649713	-0.000631654812527111	-0.000481901782083396	0.00349636773837546
-0.1	8.4e-05	1.52097996e-11	3.92914754e-12	0.0100049128664666	0.000563531560372328	-0.000461165816951918	0.00398202996186451
-0.1	8e-05	2.06366675e-11	4.06598922e-12	0.00989312833023879	0.000183848133460337	-5.66159372294761e-05	0.00283366883929075
-0.1	7.60000000000001e-05	1.63766526e-11	4.24110256e-12	0.0100056443601553	0.000120028185433153	-1.13244735416085e-05	0.00251514727610164
-0.1	7.2e-05	2.11409626e-11	3.98612676e-12	0.0101506065769425	0.000244309801378328	5.78626329320442e-05	0.00143433309808956
-0.1	6.8e-05	2.12552639e-11	4.45711998e-12	0.0108889236326565	0.000598726617094594	-3.51204893068953e-05	0.000790002722503137
-0.1	6.4e-05	1.79955716e-11	4.57846803e-12	0.0100774339678766	-2.91663360423763e-05	0.000161025510039882	0.00104799557844982
-0.1	6e-05	2.05646696e-11	4.36969253e-12	0.00991737426875736	0.000308014887384846	-3.08816235050572e-05	0.000694899232704981
-0.1	5.60000000000001e-05	1.93519443e-11	3.80934461e-12	0.0101415340045556	0.000112586476579796	-0.000218013053100724	0.000614309012860214
-0.1	5.2e-05	1.97947486e-11	3.85307126e-12	0.0102318338201112	-0.00107703134744197	-0.00047091258536091	0.000810057697793617
-0.1	4.8e-05	2.10258783e-11	4.39884486e-12	0.0104535536488227	-0.000147009715599479	-0.000310417707313281	0.000368632125886514
-0.1	4.4e-05	1.8731158e-11	4.32445769e-12	0.010122792727108	-0.000272436586985103	-0.000212652447970561	0.000701626239787603
-0.1	4.00000000000001e-05	1.89899722e-11	4.6446718e-12	0.0101745291540545	-0.000156436722584115	-0.000246342089008996	0.000550622278301531
-0.1	3.60000000000001e-05	2.24682643e-11	3.76978443e-12	0.0102402159169143	-0.000118553490802388	-0.000353063274702148	-7.2927323104723e-06
-0.1	3.2e-05	1.78090744e-11	3.5626279e-12	0.0102354803503621	-0.000392865758691716	-0.000435372034649813	0.000705041571701886
-0.1	2.8e-05	2.32640944e-11	4.06320911e-12	0.00973901834081412	-0.000391839958476612	-0.000159069640424622	7.90400418801453e-05
-0.1	2.4e-05	1.81180893e-11	4.43916191e-12	0.0100208772025627	0.000697652973042566	-0.000297667520805903	0.000625773124973516
-0.1	2.00000000000001e-05	2.34095335e-11	3.90581571e-12	0.0101318591466147	0.000690010445248619	-0.000131506493754223	-2.33286070217051e-05
-0.1	1.6e-05	1.91238057e-11	4.78050555e-12	0.0102849313720169	-0.00033741618959233	-3.54226470319463e-05	0.00033113809829156
-0.1	1.2e-05	1.90622966e-11	3.61162124e-12	0.0101192008882901	0.000467152955795311	0.000131394526518749	0.00103625971982894
-0.1	8.00000000000003e-06	2.26845111e-11	3.92152533e-12	0.0102967337147701	-9.99758058246941e-05	0.000299133669947237	0.00037257121067382
-0.1	4.00000000000004e-06	1.99529672e-11	3.99978545e-12	0.010285363431801	0.000501455436416485	0.000299737707669754	0.000429293330919332
-0.1	5.42101086242752e-20	2.21446342e-11	3.76674035e-12	0.0103133543443043	0.000234888722825517	0.000201264561576957	0.000711916928404009
-0.1	-3.99999999999999e-06	2.18010298e-11	3.96253464e-12	0.0101053736071615	-0.00046983850313756	0.000447817852287512	0.000514880566809594
-0.1	-7.99999999999998e-06	2.13445841e-11	4.95347197e-12	0.0103347098573116	-0.000562144841555035	0.000683625642221966	0.000849475976697627
-0.1	-1.2e-05	2.29237362e-11	4.05138906e-12	0.0102772035175352	0.000268752798604157	0.000200196781660872	0.000215499205931727
-0.1	-1.6e-05	2.0087626e-11	3.9519311e-12	0.0101627158735784	-0.000332938974144502	0.000363407116268462	0.00101832453794522
-0.1	-1.99999999999999e-05	2.32999714e-11	3.70528084e-12	0.0100165955721798	2.40459338623689e-05	0.000340034013967236	0.000708809960409422
-0.1	-2.4e-05	2.13530609e-11	4.24499212e-12	0.00997982673588177	-0.000488472620404189	0.000373426229339696	0.000757646177369867
-0.1	-2.8e-05	2.30394607e-11	4.47686315e-12	0.00985793596547794	0.000815390081461254	3.40289449244435e-05	0.00115219001330326
-0.1	-3.2e-05	2.35896007e-11	4.67319279e-12	0.00968075316210224	0.000139496470346073	0.000143022466313272	0.00129856573923483
-0.1	-3.6e-05	2.27284522e-11	4.19649721e-12	0.0100297016137937	0.000161597149688918	0.000511911864748523	0.0022431413602862
-0.1	-3.99999999999999e-05	2.46906492e-11	3.56563876e-12	0.0103519143146988	0.000770993800217515	0.000165848614741659	0.00235845860054876
-0.1	-4.4e-05	2.52644664e-11	3.67441172e-12	0.0104798614420581	0.00113436643546736	7.55232269713642e-05	0.00323896537556534
-0.1	-4.8e-05	2.26581856e-11	4.21840576e-12	0.010482105828775	0.000537170913205596	-1.68733023584586e-05	0.00313173250749653
-0.1	-5.2e-05	2.76285894e-11	4.59036377e-12	0.0105266100395329	0.00106974375645928	-8.00087208547389e-05	0.00163908757230118
-0.1	-5.6e-05	2.30494524e-11	4.39533927e-12	0.0105789726800052	-0.000649875499138081	-0.000241714152543567	0.00167557218565549
-0.1	-5.99999999999999e-05	2.78906792e-11	4.14480499e-12	0.010527074913895	0.000105077172932746	-0.000193277479770298	0.000754660042555453
-0.1	-6.4e-05	2.30074993e-11	3.69759771e-12	0.010735286037572	0.000272422145108432	-0.000376939065255988	0.00116204355756489
-0.1	-6.8e-05	2.78684198e-11	3.53558557e-12	0.0110051716472485	-0.000240087220069534	-6.54061986412454e-05	0.000921353261152733
-0.1	-7.2e-05	2.84592327e-11	4.05750122e-12	0.0109202472846291	-0.000873535025227481	0.00024773002558167	0.00115153371991216
-0.1	-7.59999999999999e-05	2.48162168e-11	3.61031241e-12	0.0105132161857561	-0.00032913768532849	0.000271981240727034	0.00240878450947651
-0.1	-7.99999999999999e-05	2.90887122e-11	4.11478319e-12	0.0104773025819502	-0.000629557963721197	4.07720949580264e-05	0.00330707563859874
-0.1	-8.4e-05	2.71800482e-11	4.11806725e-12	0.0102700581238086	0.000790080742827763	-0.000103933380911883	0.00435904179192614
-0.1	-8.8e-05	2.94527402e-11	3.59277339e-12	0.0102826452836461	-0.000243136356515242	0.000260449491068867	0.00618074060258315
-0.1	-9.19999999999999e-05	3.08009239e-11	3.2162114e-12	0.0102482903762858	0.000315830696276282	0.000160966450047828	0.00754310720147518
-0.1	-9.6e-05	3.26773441e-11	4.1734109e-12	0.0104436634447736	0.000218069901950499	0.000380692542077652	0.0126758238546155
-0.1	-0.0001	3.70161978e-11	3.87073212e-12	0.010400319369274	0.00102532192420261	0.000958025960635963	0.0208916762002026
-0.1	-0.000104	4.23796712e-11	4.30131046e-12	0.0104747758524015	0.00113217964543097	0.00180575874355546	0.0322449759328147
-0.1	-0.000108	4.86853052e-11	2.91526789e-12	0.0103702426745518	0.00115921047236803	0.00262974361909366	0.0466857408427905
-0.1	-0.000112	6.01246693e-11	1.84025917e-12	0.0104602533103767	0.0003605407036863	0.00370619361712302	0.0607745055363998
-0.1	-0.000116	7.05670708e-11	9.80507319e-13	0.0106085229725031	5.89659941221787e-05	0.00481453878949958	0.0769195467528423
-0.1	-0.00012	9.17965036e-11	7.47242544e-13	0.0107062990631699	-8.74012237248826e-05	0.00634165963595813	0.0928820727784361
-0.1	-0.000124	1.01324526e-10	-1.39759864e-12	0.0106567954011987	-0.00154256783902186	0.00792832748407362	0.108884135012464
-0.1	-0.000128	1.21267274e-10	-2.13155907e-12	0.0108794989865184	-0.00138840905472521	0.00929418132516952	0.125667087917498
-0.1	-0.000132	1.57775275e-10	-4.69583969e-12	0.0107470535146306	-0.000839926224517199	0.0100293379178311	0.136948136586711
-0.1	-0.000136	1.65785215e-10	-6.05262837e-12	0.0108999261174297	-0.000624737497476102	0.0102212128059223	0.13949236722955
-0.1	-0.00014	2.08830148e-10	-8.51199603e-12	0.0107251620287742	-0.000371504050306776	0.0110885496187127	0.145315461441271
-0.1	-0.000144	2.14854388e-10	-9.7913756e-12	0.0104221650512432	0.000345713066651403	0.0110075438745324	0.148989030784142
-0.1	-0.000148	2.63248853e-10	-1.28589067e-11	0.0110512147291834	-6.06369144841563e-05	0.0116337092798415	0.164037225290371
-0.1	-0.000152	2.7430977e-10	-1.26766714e-11	0.011155435484289	0.0014498946001361	0.0123091937654145	0.179050778446993
-0.1	-0.000156	3.08939246e-10	-1.58535477e-11	0.0114078151520267	0.000301423753546618	0.0130177390291725	0.198110358371797
-0.1	-0.00016	3.64573972e-10	-1.95668143e-11	0.0112470307956479	0.000938022429192806	0.0137643370032902	0.217963932958105
-0.1	-0.000164	3.86572815e-10	-2.08646798e-11	0.0116247918937381	0.000818290932339051	0.0136649810228716	0.219763204993793
-0.1	-0.000168	4.3123274e-10	-2.36095674e-11	0.0114784876937114	-9.89139116080544e-05	0.0132885448169481	0.212325541575763
-0.1	-0.000172	4.63635237e-10	-2.46492839e-11	0.0115950850478588	-0.0015752242452426	0.0125381499120781	0.19675021223118
-0.1	-0.000176	4.86218662e-10	-2.6618395e-11	0.011836033588784	-0.00025394289345396	0.0116326933926741	0.180491550225015
-0.1	-0.00018	5.28540885e-10	-2.9133516e-11	0.0119135760182624	-0.000151303192402486	0.010755120454024	0.164760001183636
-0.1	-0.000184	5.52485704e-10	-3.07929261e-11	0.0118745265624549	-0.000939812794097034	0.00991357528688853	0.149338452313722
-0.1	-0.000188	5.65812702e-10	-3.2207484e-11	0.0120454376622972	-0.000367307703639734	0.00940015287934574	0.140685421077932
-0.1	-0.000192	6.03898849e-10	-3.43871391e-11	0.0117618573973716	-0.0011118929165554	0.0096564586855006	0.140676309534798
-0.1	-0.000196	6.17500056e-10	-3.52596358e-11	0.0115679828659746	-0.00236362229626722	0.00970026490069668	0.138270447414193
-0.1	-0.0002	6.42686081e-10	-3.64311081e-11	0.0117702374435279	-0.00206646838060616	0.00910080858447602	0.137607908316498
-0.1	-0.000204	6.66754318e-10	-3.79509555e-11	0.0118583338904715	0.000627262261504443	0.00846603411404416	0.132567608020365
-0.1	-0.000208	6.83175816e-10	-4.04189623e-11	0.0121375798846979	0.000483863484006116	0.0076476431139905	0.121353173132299
-0.1	-0.000212	7.03883527e-10	-4.16814987e-11	0.0121388528200972	-0.000648899604564351	0.00728535618256467	0.112617405178057
-0.1	-0.000216	7.29967297e-10	-4.22930662e-11	0.0121313409957424	0.00190943190369445	0.00681305670775761	0.107604855156068
-0.1	-0.00022	7.36811958e-10	-4.33364857e-11	0.012098077859819	0.000584130028630984	0.00665349059581483	0.108300821465395
-0.1	-0.000224	7.67030465e-10	-4.41729056e-11	0.0122093045463425	0.00109288997609829	0.00664470310092534	0.109154910720797
-0.1	-0.000228	7.69693386e-10	-4.57857831e-11	0.0120770422900037	0.00193328885146265	0.00630818183747541	0.10357149484598
-0.1	-0.000232	8.02386063e-10	-4.70983336e-11	0.0121505061294471	4.83425709376926e-05	0.0055082347320814	0.100607597405877
-0.1	-0.000236	8.06871233e-10	-4.75052718e-11	0.0123564400518293	-0.00138175682066338	0.00471159267937037	0.0929601279382201
-0.1	-0.00024	8.23487724e-10	-4.80461128e-11	0.0124780771922157	-0.000518903610998864	0.00405764521305847	0.0880486689717459
-0.1	-0.000244	8.4855882e-10	-4.93689087e-11	0.0124558616614038	-0.000999368854069562	0.00351715514736366	0.0841826634742743
-0.1	-0.000248	8.65236101e-10	-4.89174963e-11	0.012404400057311	-9.87084994768772e-05	0.0031596184812825	0.0814056072912532
-0.1	-0.000252	8.73794574e-10	-4.98055493e-11	0.012309919789772	-0.00102548668120504	0.00247874299031981	0.076290298133499
-0.1	-0.000256	8.97389381e-10	-5.11144244e-11	0.0123056702904181	-0.000960505775424654	0.00199043901511363	0.0742568387448923
-0.1	-0.00026	8.97881942e-10	-5.0862958e-11	0.0124031749764458	-0.000314557482858132	0.00183104295849982	0.0732685867147792
-0.1	-0.000264	9.20108174e-10	-5.05991582e-11	0.0126214335411023	-0.0001057144312331	0.00205130287636797	0.0739366550845958
-0.1	-0.000268	9.31309489e-10	-5.10648404e-11	0.0126044929683761	0.00130183079876042	0.00171804496328938	0.0724102807750707
-0.1	-0.000272	9.39869977e-10	-5.11361521e-11	0.0125486027516137	-4.91977231281617e-05	0.00124366115853491	0.0693658944214477
-0.1	-0.000276	9.55338782e-10	-5.21574194e-11	0.0124680058232645	0.000997823915514722	0.00118545220907679	0.0709528555505876
-0.1	-0.00028	9.64851437e-10	-5.23471458e-11	0.0125308978706209	-0.000773955665896436	0.00117529111274491	0.0687234378980724
-0.1	-0.000284	9.72789361e-10	-5.22475124e-11	0.0127540622280693	0.000949491839491704	0.000759564639160219	0.0682617081665846
-0.1	-0.000288	9.83311941e-10	-5.23443343e-11	0.0127511731701257	0.000579276747667006	0.000471801956871754	0.0683785666669691
-0.1	-0.000292	9.92269222e-10	-5.28510682e-11	0.0128778788095658	-3.33259210914908e-05	0.000735539516222003	0.0717042239536637
-0.1	-0.000296	1.00316543e-09	-5.20878872e-11	0.0127425948689341	-0.000250066810265062	0.000427398839259958	0.0698367247545877
-0.1	-0.0003	1.01583983e-09	-5.23866192e-11	0.0127823949601499	0.000473006400477908	0.000550685899420792	0.072125099425208
-0.1	-0.000304	1.02604521e-09	-5.2741987e-11	0.0124200130032048	-0.000478337502315083	0.000447249620155851	0.0735132091354302
-0.1	-0.000308	1.04723238e-09	-5.29570906e-11	0.012576772776963	0.000531007010979768	0.000555366775197718	0.0740203270248616
-0.1	-0.000312	1.05078565e-09	-5.2723656e-11	0.0126155050242441	-0.000237129306689458	0.000220422709420704	0.0720432049518179
-0.1	-0.000316	1.07370481e-09	-5.28237527e-11	0.0123858679730914	-0.000914797591088603	0.000347019735647293	0.0732526442578871
-0.1	-0.00032	1.07544236e-09	-5.22210701e-11	0.012713831444637	0.000474150982953842	0.000277480731377336	0.0741561305284696
-0.1	-0.000324	1.09018645e-09	-5.29067847e-11	0.0127137316333355	-7.09000332457588e-05	0.000124246974680131	0.0774560228302675
-0.1	-0.000328	1.11329287e-09	-5.3325255e-11	0.0123525528808703	-0.000197023863839022	6.80355754444805e-05	0.0766310729990059
-0.1	-0.000332	1.11740805e-09	-5.29681501e-11	0.0120364177302267	0.000513324476400206	0.000258813350833376	0.075724146654386
-0.1	-0.000336	1.13686044e-09	-5.24581598e-11	0.0124270558514341	-0.00176438850459326	0.000262992499704697	0.0791876528956399
-0.1	-0.00034	1.14796338e-09	-5.29497951e-11	0.0121921807585371	-0.000350492172777443	-8.61673889794473e-05	0.0756085788635528
-0.1	-0.000344	1.16273143e-09	-5.25693639e-11	0.0124826562058563	0.000308268239698116	-3.86359903472047e-05	0.0750036677909724
-0.1	-0.000348	1.17920457e-09	-5.27470727e-11	0.0128161462139187	0.000600096330388387	0.000201259968376974	0.0788438153314935
-0.1	-0.000352	1.1870462e-09	-5.2652839e-11	0.0128241078731491	0.000779117396188495	9.6333762149525e-05	0.0780306076779928
-0.1	-0.000356	1.19675071e-09	-5.24257031e-11	0.012524870909559	0.0020833995532423	-0.000273348817679005	0.0793824626469714
-0.1	-0.00036	1.22087887e-09	-5.28108231e-11	0.0127278843265176	0.000636735232486515	-0.000435035257023559	0.0802677805292969
-0.1	-0.000364	1.22238593e-09	-5.22219266e-11	0.0126646039726175	0.000429894505901245	-0.000147266592930075	0.0812611954023131
-0.1	-0.000368	1.24640945e-09	-5.2311165e-11	0.0125458053009749	-0.000616870522460229	-1.74390269253105e-05	0.0835868803500023
-0.1	-0.000372	1.25193834e-09	-5.28465067e-11	0.0128735705170153	0.00165529938591032	1.99045907565465e-05	0.087036921639932
-0.1	-0.000376	1.26686436e-09	-5.26172976e-11	0.0125988091944592	0.000745626095899186	-5.36395175295733e-05	0.0873316903393756
-0.1	-0.00038	1.29164983e-09	-5.25435787e-11	0.0128096516442989	0.00268087536745409	4.30591475791979e-05	0.0887427210903122
-0.1	-0.000384	1.29965125e-09	-5.26436662e-11	0.0124372653151262	0.00207260472364148	0.0003897933998847	0.0912118991196987
-0.1	-0.000388	1.32113283e-09	-5.208138e-11	0.0126158919641596	0.00155600407856532	0.000362617299664876	0.0949268860420183
-0.1	-0.000392	1.33070141e-09	-5.29405798e-11	0.012666963894141	0.000100386640774841	0.000296733200027222	0.0945469687486503
-0.1	-0.000396	1.34948628e-09	-5.32578513e-11	0.0128452295814077	0.000635576849086724	0.000483053841880201	0.0967718579715569
-0.1	-0.0004	1.36703773e-09	-5.26779135e-11	0.0126122126193308	0.000710663390996535	0.000648671311851041	0.0938994697057796

-0.09	0.0004	-1.12510005e-09	-3.55758735e-11	0.0124328093567401	-0.000619220744917415	-0.000971385889009064	0.0804070077017675
