# qdac_Pg_set	qdac_bias_left_set	dmm1_curr_3_4	dmm2_curr_3_5	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "Plunger"	"DCbias_left"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 71	121
-1.64	-0.0003	6.93407902e-11	5.53174247e-09	0.570466301082803	0.00231681952056137	0.00356968151909209	0.0208900983615675
-1.64	-0.000295	7.00319036e-11	5.4092687e-09	0.578668349353161	-0.000222778144626913	0.0015573956255872	0.0221030242244125
-1.64	-0.00029	7.09824163e-11	5.28722522e-09	0.581176090099823	-0.000713161194021925	0.00879301382898164	0.022464352010281
-1.64	-0.000285	7.11153255e-11	5.16127177e-09	0.590964486978385	0.000220892604362905	0.00653438428674058	0.0222764087299381
-1.64	-0.00028	7.09127109e-11	5.03649825e-09	0.606875926063168	0.000906975138082539	0.00164749598935649	0.0216491645420317
-1.64	-0.000275	7.11364166e-11	4.91132453e-09	0.600645776809569	-0.00109849145711024	-3.81626718653343e-05	0.0222338877559016
-1.64	-0.00027	7.08038383e-11	4.78105347e-09	0.619733544564411	-0.00104712863880763	-0.00183640439680334	0.0217175065590261
-1.64	-0.000265	6.99948052e-11	4.64731153e-09	0.628756440841439	0.000243259731980753	-0.00773410224555354	0.0218997141082149
-1.64	-0.00026	7.02075545e-11	4.50971926e-09	0.640271983131085	-0.000218044308214582	-0.00131397316619945	0.0209647189180546
-1.64	-0.000255	7.1261865e-11	4.37248046e-09	0.649573716643823	1.62773881891609e-05	-0.00210072672378075	0.0217498126000391
-1.64	-0.00025	7.2196431e-11	4.22999555e-09	0.663312168307333	0.00113662663123871	0.00372537823460373	0.0219438607758904
-1.64	-0.000245	7.0615718e-11	4.0881073e-09	0.674105656648857	0.0019741766122578	0.00261383636666401	0.0222146433201828
-1.64	-0.00024	7.17653239e-11	3.93840372e-09	0.680747389331662	0.000873390691963114	0.00491842661210386	0.0222119142333654
-1.64	-0.000235	7.20573632e-11	3.79624329e-09	0.685166868894578	0.000408953491821538	-0.00130026261653446	0.0206987929449221
-1.64	-0.00023	7.15897776e-11	3.64123504e-09	0.706180857683479	0.000290860057972456	-0.00567435318128213	0.0207442289555207
-1.64	-0.000225	7.06764386e-11	3.48764675e-09	0.706790641746018	0.000217729919762185	-0.00246073166817645	0.0206035251251634
-1.64	-0.00022	7.17682969e-11	3.33852288e-09	0.704603347198827	9.87071856065264e-05	-0.00700775570771574	0.0204881446483542
