# i3d_field_set	qdac_bias_right_set	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 101	151
1	-0.0003	0.28406947675458	0.00552356738602523	0.00419842766159908	0.116219066641385
1	-0.000296	0.28388300192202	0.00563385817117942	0.00323325664872914	0.117020685243835
1	-0.000292	0.28510414512241	0.00463094242739069	0.00237314436114457	0.113639680549657
1	-0.000288	0.285626904688402	0.004033562322529	0.00293435535183616	0.113121865076809
1	-0.000284	0.285698353147881	0.00461138146669444	0.00322701468333355	0.110677697295617
1	-0.00028	0.285585230047567	0.00505347333024206	0.00325047512051423	0.10975505819709
1	-0.000276	0.285692359010793	0.00443753413745364	0.00317882018978905	0.108655132378364
1	-0.000272	0.286259659002483	0.00488739384849945	0.00369855121744165	0.107196651615707
1	-0.000268	0.286102192343268	0.00475991774791259	0.00399427427689522	0.106614825663777
1	-0.000264	0.28491373255459	0.00493259263636969	0.00328500606475004	0.104871568268613
1	-0.00026	0.285503215260166	0.00369961154139836	0.00319313969076134	0.104672339476646
1	-0.000256	0.2843454262426	0.00314470489804836	0.00353708664035768	0.103390007853696
1	-0.000252	0.283763665925463	0.00313745319813069	0.00461961931564162	0.102913254472559
1	-0.000248	0.284101941407138	0.00389310836243492	0.00465696480135425	0.0998528272145519
1	-0.000244	0.283254097867725	0.00307844011844113	0.00509199809293262	0.100237612017742
1	-0.00024	0.283584913481342	0.00212572517763178	0.00465144646789481	0.0993320912353408
1	-0.000236	0.28395296280515	0.00253885023429026	0.0043912299055233	0.0978363111323974
1	-0.000232	0.283985799345923	0.00312452866225391	0.0043984710090228	0.097881715695516
1	-0.000228	0.282989764765667	0.00309953037921965	0.00520598155376455	0.0962060346405723
1	-0.000224	0.282671768748598	0.0022431521276151	0.00467671307912812	0.0954413544175804
1	-0.00022	0.282863231397946	0.00267683454869002	0.00436171926379755	0.0944094862233097
1	-0.000216	0.28093521648244	0.00237813270339544	0.00467832851788857	0.0948369191584942
1	-0.000212	0.279822099174253	0.0022918302958192	0.00611291131518968	0.0924155028814332
1	-0.000208	0.280341424129901	0.00148618198366102	0.00667594950200046	0.0910374454022009
1	-0.000204	0.280323638561944	0.00219893265248618	0.00609358484255621	0.0906814500014563
1	-0.0002	0.280007611424249	0.00165961998393921	0.00584464319515538	0.088144263572535
1	-0.000196	0.280705666931661	0.000339503531514824	0.0060464465712049	0.0871284855028713
