# i3d_field_set	qdac_bias_right_set	dmm1_curr_7_4	dmm2_curr_7_5	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 66	161
1.2	0.000105	-8.59442439e-11	-8.57829305e-10	0.434649931457979	-0.0062433045027507	0.000132605924021098	0.0310571478218264
1.2	0.0001	-7.95187192e-11	-8.57225892e-10	0.436423192398261	-0.00664685314520214	-0.00135100135793032	0.0308165916896782
1.2	9.5e-05	-7.27982299e-11	-8.53832592e-10	0.43821399825029	-0.00774146913873829	0.00111966734392871	0.0304564397630428
1.2	9e-05	-6.53736663e-11	-8.59375551e-10	0.436696954243053	-0.0059454785702404	-0.00081513354596151	0.0299416213643763
1.2	8.5e-05	-5.96879222e-11	-8.6143411e-10	0.440967017695067	-0.00608764948926885	0.000193359260079268	0.0300564617665728
1.2	8e-05	-5.2707951e-11	-8.6067446e-10	0.44391211232892	-0.00794066648322496	0.00261001106501283	0.0302347329231707
1.2	7.5e-05	-4.56636573e-11	-8.57999208e-10	0.444723772220879	-0.00656874124474766	0.00334679232589601	0.0296525788245222
1.2	7e-05	-3.85470026e-11	-8.55232874e-10	0.443416960854192	-0.00558620204290542	0.00373086717155884	0.0290763067552957
1.2	6.5e-05	-3.38057022e-11	-8.57742956e-10	0.440499824316855	-0.00572641502028206	0.001362755931135	0.0290332457066466
1.2	6e-05	-2.73123187e-11	-8.54256112e-10	0.436882729022828	-0.00597356177359738	0.00303922419652393	0.0284422781349598
1.2	5.5e-05	-2.17917182e-11	-8.52249707e-10	0.43608725769827	-0.00470924130338321	0.000883508291749554	0.0275623473259028
1.2	5e-05	-1.66825898e-11	-8.59284086e-10	0.433122955545509	-0.00491625879320528	0.00115702470779601	0.0272579174409067
1.2	4.5e-05	-1.1487204e-11	-8.56183062e-10	0.436493197028525	-0.00572733246371559	-0.00141999018239449	0.0268349965221694
1.2	4e-05	-4.61735597e-12	-8.61247385e-10	0.437214025915982	-0.00532444763468032	-0.000739998722052848	0.0250267168601709
1.2	3.5e-05	2.21897361e-14	-8.5456493e-10	0.438125223633523	-0.00554149410778093	-0.00315181269197849	0.0241100199490117
1.2	3e-05	4.50623674e-12	-8.54043847e-10	0.43669424156376	-0.00529409406645762	-0.000758178475732324	0.0234482027734411
1.2	2.5e-05	1.11644267e-11	-8.53388428e-10	0.435353302942051	-0.00676882321808991	-0.00262602718696563	0.0219896919299317
1.2	2e-05	1.55764392e-11	-8.53582348e-10	0.437842186179755	-0.00712510301372252	-0.00373296765219424	0.0219377613492435
1.2	1.5e-05	2.13461888e-11	-8.55925072e-10	0.442290367653199	-0.00646331523451533	-0.00095027229882218	0.022550474108049
1.2	9.99999999999997e-06	2.63846822e-11	-8.52983544e-10	0.441191601283834	-0.0056638046326783	-0.000948600716169386	0.0240472099388048
1.2	5.00000000000001e-06	3.17989485e-11	-8.56967013e-10	0.439585213871933	-0.00480398340446663	-0.00100858499048161	0.0253191803290543
1.2	0	3.7485445e-11	-8.58166922e-10	0.43994092487873	-0.00563640677711341	-0.00161424362085588	0.0291978194737995
1.2	-5.00000000000001e-06	4.33586477e-11	-8.55362632e-10	0.440425050624262	-0.00592392753639356	-0.00180360699003044	0.0308462834956014
1.2	-1e-05	5.12908358e-11	-8.58031781e-10	0.438786111060839	-0.00444552485117905	-0.00254998568690536	0.0351314034099632
1.2	-1.5e-05	6.19072448e-11	-8.6096918e-10	0.436319935577784	-0.00457680232591514	-0.00204581530669868	0.037733705078712
1.2	-2e-05	6.66143742e-11	-8.5759864e-10	0.439249016656258	-0.00350787919252559	-0.000723902528893655	0.0402190060463438
1.2	-2.5e-05	7.51913009e-11	-8.56001366e-10	0.435120712570896	-0.00430468634420145	-0.00296832400306463	0.0415087920675501
1.2	-3e-05	8.47919523e-11	-8.55131554e-10	0.438077182957989	-0.00348523843840564	-0.00237752768303489	0.0420000276570954
1.2	-3.5e-05	9.43292992e-11	-8.58178724e-10	0.437344759553439	-0.00599507247288819	-0.00194634994411868	0.0423138288643642
1.2	-4e-05	1.02591896e-10	-8.60073691e-10	0.444226564363115	-0.0053891362849946	0.00188034939090001	0.043146563976676
1.2	-4.5e-05	1.12501442e-10	-8.60540417e-10	0.443168050655446	-0.00280830241680288	0.000485589373190462	0.0425618858831444
1.2	-5e-05	1.2315948e-10	-8.63552781e-10	0.444403982336458	-0.00360683319316641	0.00212568193745243	0.0409394466277275
1.2	-5.5e-05	1.30778048e-10	-8.63924649e-10	0.443590747340999	-0.00559918673931156	0.00515622289397339	0.0402596251372594
1.2	-6e-05	1.39543484e-10	-8.56825174e-10	0.44427311743881	-0.00489858980299557	0.00628027637986641	0.0390715071634612
1.2	-6.5e-05	1.47693786e-10	-8.64471003e-10	0.437742079561579	-0.00351516199805486	0.00769602150639805	0.0389872746435235
1.2	-7e-05	1.56004842e-10	-8.61064375e-10	0.439342297819671	-0.00300206466065008	0.00846565332700874	0.0388920410059105
1.2	-7.5e-05	1.6502578e-10	-8.69079607e-10	0.434365712676586	-0.00451468176540485	0.00701858386495553	0.0386562183896677
1.2	-8e-05	1.72080144e-10	-8.63606963e-10	0.436814780780299	-0.00357480846928585	0.00773102655431618	0.0390733365814668
1.2	-8.5e-05	1.80239574e-10	-8.65639959e-10	0.432511290121351	-0.0042493238963384	0.00838861473935048	0.0397776925056956
1.2	-9.00000000000001e-05	1.89235251e-10	-8.66890366e-10	0.429963471739109	-0.00457077844148128	0.00903920382939594	0.0397304968084806
1.2	-9.5e-05	1.971234e-10	-8.73221822e-10	0.434270812653144	-0.00485316985791143	0.00629692640623378	0.0398774655059422
1.2	-0.0001	2.05699108e-10	-8.67003036e-10	0.442008599030718	-0.00316859192591681	0.0067692292992554	0.0403449350722266
1.2	-0.000105	2.15284389e-10	-8.70399062e-10	0.437213325867895	-0.00309907712674015	0.00386774946006608	0.0408455966754777
1.2	-0.00011	2.25051055e-10	-8.74108966e-10	0.439325715471697	-0.00445461314711804	0.00390210094902381	0.040816662341392
1.2	-0.000115	2.32911891e-10	-8.66149928e-10	0.435421688712285	-0.00567924085791272	0.00211911592733622	0.0407187379008708
1.2	-0.00012	2.40677526e-10	-8.68455576e-10	0.433769929552314	-0.00336954895678501	0.00217194207479073	0.0410801668651388
1.2	-0.000125	2.50980058e-10	-8.73789914e-10	0.435140357622208	-0.00229213366060009	0.00165296458802891	0.0410649682044073
1.2	-0.00013	2.59398609e-10	-8.73505399e-10	0.434385970262927	-0.0022712647277113	0.00269524648323141	0.0406551403384443
1.2	-0.000135	2.68323706e-10	-8.72628239e-10	0.429042517123659	-0.00349036402131358	0.00367684670693534	0.0406820210213402
1.2	-0.00014	2.77691333e-10	-8.7157593e-10	0.434199626699954	-0.00304205651262252	0.00266946081912312	0.0406483039492473
1.2	-0.000145	2.86879846e-10	-8.69991464e-10	0.431698580161958	-0.0029646969567307	0.00271946969052917	0.0406355253703338
1.2	-0.00015	2.95669024e-10	-8.76477654e-10	0.432982771277658	-0.00267675302469547	0.0037080459367904	0.0406016032067764
1.2	-0.000155	3.03927081e-10	-8.7520017e-10	0.428760310973472	-0.00218993100776963	0.00402988092695932	0.0411175947295406
1.2	-0.00016	3.11489586e-10	-8.7374757e-10	0.432669325563765	-0.00326982517873424	0.000993693454543487	0.0419114061754952
1.2	-0.000165	3.21834908e-10	-8.78443097e-10	0.432091087351239	-0.00286837052231053	0.000622784511953543	0.0413919499704614
1.2	-0.00017	3.29922543e-10	-8.77760826e-10	0.437414414159658	-0.0028019297055928	-0.000879595484369265	0.0425294813979277
1.2	-0.000175	3.40796523e-10	-8.75107934e-10	0.43370731916471	-0.00281406139115829	-0.00192848321160578	0.0436640376285373
1.2	-0.00018	3.49674158e-10	-8.79402646e-10	0.434255367880964	-0.00164696890372427	-0.0012370982248118	0.0437886021107765
1.2	-0.000185	3.59713208e-10	-8.78750554e-10	0.439475875396612	-0.00140188802171584	-0.000460801950130271	0.0440923100727088
1.2	-0.00019	3.67718166e-10	-8.79604255e-10	0.430832010387872	-0.00311105311352482	5.75617890749952e-05	0.044779255080988
1.2	-0.000195	3.7718673e-10	-8.78857298e-10	0.432615422001938	-0.00324484261948698	0.00088597392104176	0.0449118974408133
1.2	-0.0002	3.88537389e-10	-8.81734772e-10	0.432444566958278	-0.00115485851240842	0.00187320211677958	0.0444312992729807
1.2	-0.000205	3.98197435e-10	-8.86773854e-10	0.433310524187939	-0.000684746980932819	0.000465113319045611	0.0442400991369681
1.2	-0.00021	4.0739533e-10	-8.85026845e-10	0.430528671591233	-0.00226640696036419	0.00273775224644792	0.0441956899517294
1.2	-0.000215	4.16898526e-10	-8.80188991e-10	0.428804326381896	-0.00214355653185883	0.00316150224838294	0.044583023362733
1.2	-0.00022	4.27298918e-10	-8.86089165e-10	0.433087690714694	-0.0022643500617296	0.00374823262586553	0.0450369213285531
1.2	-0.000225	4.35801177e-10	-8.89521084e-10	0.435721877301924	-0.00198170022959377	0.00409750854091494	0.0455643624363005
1.2	-0.00023	4.45484645e-10	-8.85633449e-10	0.438149637747164	-0.000102114666352687	0.00343846625553223	0.0463947075467066
1.2	-0.000235	4.53862732e-10	-8.85745198e-10	0.43391190768282	-0.00214951581241325	0.00570606479872866	0.0463279953251148
1.2	-0.00024	4.65152662e-10	-8.85534268e-10	0.440329669321283	-0.00180320689031763	0.00370347273416153	0.0466129852535526
1.2	-0.000245	4.74618617e-10	-8.86214676e-10	0.43596116186765	-0.00250988462363529	0.00429193545268497	0.0472378148285023
1.2	-0.00025	4.84541162e-10	-8.84062559e-10	0.437428765107876	-0.00297363792846758	0.000588349448119494	0.048553972902653
1.2	-0.000255	4.96615818e-10	-8.86726404e-10	0.434528123410153	-0.00196543919397678	0.00332376053033185	0.0492061152207525
1.2	-0.00026	5.07983024e-10	-8.84089681e-10	0.432116595284145	-0.000729374289414541	0.00441430169396297	0.049304613920381
1.2	-0.000265	5.16146907e-10	-8.87181561e-10	0.430839754649877	-0.00199763311849172	0.00192388676525881	0.0489652719613996
1.2	-0.00027	5.28457707e-10	-8.86067693e-10	0.430896152127144	-0.00399145050633304	0.00519020419273669	0.0500787010148893
1.2	-0.000275	5.39367261e-10	-8.86141781e-10	0.432498776792317	-0.00311224640527643	0.00473788850885482	0.0502241356246071
1.2	-0.00028	5.50506538e-10	-8.89056242e-10	0.43018941167222	-0.00190402722521158	0.00369738732224134	0.0498700434731418
1.2	-0.000285	5.60181463e-10	-8.8776777e-10	0.428982444403327	-0.0024136004039301	0.00302796261244911	0.0502208486890251
1.2	-0.00029	5.71598267e-10	-8.8776564e-10	0.427360524715584	-0.00326866811982212	0.00402117751977229	0.0518278923971824
1.2	-0.000295	5.84388345e-10	-8.88205791e-10	0.431301391409311	-0.00247491324503667	0.00394048932589283	0.0512391042666056
1.2	-0.0003	5.95698987e-10	-8.91280494e-10	0.436589059611041	-0.00281773663403571	0.00164746539647708	0.0512450163778191
1.2	-0.000305	6.05050241e-10	-8.89204597e-10	0.439840774513421	-0.00205227022545227	0.00184902368781074	0.0517677102949237
1.2	-0.00031	6.17744235e-10	-8.92191957e-10	0.442483317902385	-0.0018540282665808	0.00288725946596962	0.0522001474685132
1.2	-0.000315	6.29030959e-10	-8.89356303e-10	0.439083586971185	-0.00168319441791791	0.00121736831984726	0.0531340037157818
1.2	-0.00032	6.39278709e-10	-8.91928615e-10	0.436283445662815	-0.00216312723441962	-0.000833570946107443	0.0536097617180991
1.2	-0.000325	6.51006361e-10	-8.94256063e-10	0.436611417341646	-0.00441696959488058	-0.000968806433829563	0.0541159443904148
1.2	-0.00033	6.60948109e-10	-8.92959496e-10	0.435040513519716	-0.00279196720635265	-0.000696360340017415	0.0549670201674003
1.2	-0.000335	6.74907273e-10	-8.9302965e-10	0.433234175396543	-0.00212973249812801	-0.0015627396310904	0.055627902126325
1.2	-0.00034	6.86523518e-10	-8.91005473e-10	0.432326959189583	-0.00228548270836872	-0.00292717235765541	0.0556870560347163
1.2	-0.000345	6.9898219e-10	-8.94563094e-10	0.428950854815577	-0.00434837053003017	-0.00163517715762411	0.0551989433102124
1.2	-0.00035	7.12157011e-10	-8.93706959e-10	0.435662110853805	-0.00332611464098461	-0.000673574654445552	0.0559647009449452
1.2	-0.000355	7.24099577e-10	-8.89495873e-10	0.432846393517762	-0.002427510063419	-0.00182989803420243	0.0557354686078602
1.2	-0.00036	7.34102047e-10	-8.91583446e-10	0.434129359554006	-0.00155836998196438	0.000118995826554088	0.0561572847696097
1.2	-0.000365	7.47339244e-10	-8.93132302e-10	0.432449379777137	-0.00128836430820598	0.000101293498496784	0.0570076604985074
1.2	-0.00037	7.5912347e-10	-8.92395923e-10	0.43343373233194	-0.00161569532812524	0.000972415791044062	0.0567115026443692
1.2	-0.000375	7.70535986e-10	-8.93880489e-10	0.436768752735971	-0.00281005868520475	0.000768022107265678	0.0569792648742854
1.2	-0.00038	7.82236727e-10	-8.93317042e-10	0.443953021282176	-0.000540976090235978	0.00136761788579495	0.056902686372858
1.2	-0.000385	7.95969578e-10	-8.96877791e-10	0.442548290945238	-0.00304709151336126	0.00238426169741039	0.0578813401166069
1.2	-0.00039	8.07989835e-10	-8.92521382e-10	0.436379527013881	-0.00234741048270506	-0.000113757037340786	0.0581813482211344
1.2	-0.000395	8.19550202e-10	-8.95364606e-10	0.434376738405782	-0.00287470546248456	0.00345571344027268	0.0593170201502129
1.2	-0.0004	8.31991715e-10	-8.96222702e-10	0.431222942473653	-0.00329269700279636	0.00206261163156889	0.0598695644810274

1.18	0.0004	-5.39935196e-10	-8.46793664e-10	0.434967489947342	-0.00465871115707481	-0.000404518512445482	0.0383217138610661
1.18	0.000395	-5.31788917e-10	-8.49850246e-10	0.435914171259551	-0.00435039102491455	0.000600232759102043	0.0379633913519665
1.18	0.00039	-5.22856934e-10	-8.51030019e-10	0.430361185523123	-0.00303261921899658	-0.000186814293231373	0.0379937640623787
1.18	0.000385	-5.16782693e-10	-8.50702095e-10	0.432572019133242	-0.00472917792332325	-0.000785213233616128	0.0380050386358098
1.18	0.00038	-5.07280731e-10	-8.49462871e-10	0.433115780071401	-0.0060918511340886	0.00185880587726615	0.0377037343481716
1.18	0.000375	-4.9968433e-10	-8.50449558e-10	0.435511032116949	-0.00535947490099311	0.00270363422018256	0.036984937234579
1.18	0.00037	-4.92151142e-10	-8.49854229e-10	0.439563249921901	-0.00348457086500044	0.00373676629191276	0.0366799057475779
1.18	0.000365	-4.84448555e-10	-8.51238864e-10	0.436831975668001	-0.00435840053863214	0.00302324789653591	0.037302815664785
1.18	0.00036	-4.75236637e-10	-8.48023372e-10	0.440215649287293	-0.00489443532963077	0.00168981221365592	0.0377179321612222
1.18	0.000355	-4.68211399e-10	-8.52331882e-10	0.437813528035151	-0.00520691643004538	0.00349553506619335	0.036865508248117
1.18	0.00035	-4.59875232e-10	-8.51018906e-10	0.436730993994413	-0.00460129266513081	0.00470930385633391	0.036919988801837
1.18	0.000345	-4.53303176e-10	-8.5340102e-10	0.437529177993567	-0.00444126099518307	0.0011365267344818	0.0374195483794774
1.18	0.00034	-4.44178123e-10	-8.53423087e-10	0.435968949881487	-0.00426728548378871	0.00314176388333735	0.0376747015698823
1.18	0.000335	-4.35444757e-10	-8.52548207e-10	0.433607212546534	-0.00353463442751066	0.00227103570865088	0.0367743709751607
1.18	0.00033	-4.28464969e-10	-8.50488171e-10	0.434821136525683	-0.00340878060225431	-0.000451994629788921	0.036983069533134
1.18	0.000325	-4.21134316e-10	-8.50891243e-10	0.432430084754568	-0.0053948005751824	-0.000543162068469894	0.0371188593667025
1.18	0.00032	-4.13306803e-10	-8.50080327e-10	0.437325858306744	-0.00502967620104083	0.000154618659623245	0.0376363904441927
1.18	0.000315	-4.04310771e-10	-8.52141789e-10	0.437766887451095	-0.00350535041209513	-0.000430583314851685	0.0372676274017877
1.18	0.00031	-3.97066665e-10	-8.53891657e-10	0.436066081299988	-0.00445878778827763	-0.00229906046114954	0.0369809201724062
1.18	0.000305	-3.8895843e-10	-8.5314123e-10	0.436269182222957	-0.00524655381499965	-0.00026733585010449	0.0368051648071644
1.18	0.0003	-3.79396004e-10	-8.52713664e-10	0.43771482151315	-0.00578182361408871	-0.00151390576412898	0.036745237018472
1.18	0.000295	-3.71879354e-10	-8.54823771e-10	0.439757206491388	-0.00456776154287672	7.06997270420511e-05	0.0363761184836314
1.18	0.00029	-3.63953762e-10	-8.53143673e-10	0.442127563143758	-0.00548520122759787	3.07083637638934e-05	0.0360027750600181
1.18	0.000285	-3.58133226e-10	-8.54116009e-10	0.437382387044202	-0.0041533693615488	-0.000119700028063903	0.0365298223914208
1.18	0.00028	-3.49206055e-10	-8.54677598e-10	0.435279316805905	-0.0046148577706117	-0.00179868137150006	0.037042223442465
1.18	0.000275	-3.4060955e-10	-8.49234031e-10	0.433786205628075	-0.0043412695724822	-0.00266595392232645	0.0366502385527056
1.18	0.00027	-3.32442541e-10	-8.55720825e-10	0.431013716148706	-0.00602674819908179	0.00143680633281522	0.0363632660715652
1.18	0.000265	-3.25755606e-10	-8.53239016e-10	0.437746848628607	-0.00596426838624086	-0.00299526689694878	0.0362874915327
1.18	0.00026	-3.17126016e-10	-8.54282806e-10	0.436153280813255	-0.0042787138757947	-0.00170243321377061	0.037586145717438
1.18	0.000255	-3.08659326e-10	-8.48950878e-10	0.435489986978858	-0.00443137523443708	-0.00252168457340342	0.0372432023499534
1.18	0.00025	-3.01783739e-10	-8.55633967e-10	0.438896630863785	-0.00602190119901661	-0.00299353592319376	0.0375439023009209
1.18	0.000245	-2.94179057e-10	-8.5619701e-10	0.442550959872701	-0.00598623575589689	-0.00409824652911737	0.0373097286213306
1.18	0.00024	-2.86013529e-10	-8.54854709e-10	0.445408723737793	-0.0044560511816231	-0.00156880590114996	0.0377438776260627
1.18	0.000235	-2.76214709e-10	-8.55085017e-10	0.445458033244614	-0.0054816791196994	0.00067186064346286	0.0369545016296766
1.18	0.00023	-2.68823975e-10	-8.52886988e-10	0.444320764338469	-0.00605256240514076	0.001026766367813	0.0364797800219348
1.18	0.000225	-2.61347425e-10	-8.53967939e-10	0.44140577168783	-0.00566672377100402	0.00175156771101174	0.0364988480790036
1.18	0.00022	-2.54270523e-10	-8.54390434e-10	0.442578305429489	-0.00506988442453885	0.00053000902635884	0.0369046233330803
1.18	0.000215	-2.45083068e-10	-8.52334299e-10	0.439797502900217	-0.00693858443731762	0.00452892640794796	0.0366757437537652
1.18	0.00021	-2.38174368e-10	-8.51661387e-10	0.440267233945701	-0.00546010484236936	0.00160835270416994	0.0362168579580036
1.18	0.000205	-2.30606662e-10	-8.57605813e-10	0.437802152281911	-0.00461169696601959	0.000397326588169781	0.0362799332204392
1.18	0.0002	-2.21783972e-10	-8.53377865e-10	0.440418968974116	-0.00468729649347353	0.00129552482781389	0.036308897634907
1.18	0.000195	-2.14371739e-10	-8.5391126e-10	0.442180766657496	-0.00685453718357577	0.00168102471886039	0.03588836398294
1.18	0.00019	-2.05968854e-10	-8.53175142e-10	0.444240871554803	-0.00691027289807334	0.00205576088582372	0.0349582704838081
1.18	0.000185	-1.9916547e-10	-8.54950255e-10	0.444156384720829	-0.00471533115893536	0.000504756985147666	0.03527544613267
