# qdac_Pg_set	qdac_bias_left_set	dmm1_curr_3_4	dmm2_curr_3_5	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "Plunger"	"DCbias_left"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 101	201
-1.6	-0.0003	5.16027594e-11	6.3024815e-09	0.540444116946854	0.00121033897342462	0.00702527805717834	0.0241194678400423
-1.6	-0.000297	4.76070993e-11	6.24377511e-09	0.541454589983688	0.00154834937345246	0.00312946077543894	0.0240245869583201
-1.6	-0.000294	4.33573621e-11	6.16394906e-09	0.534897956655794	0.00155512560251945	-0.00118643357277033	0.0237763248485453
-1.6	-0.000291	4.9754275e-11	6.10201487e-09	0.541812313631085	0.000973835025462974	0.00357943670484036	0.0233878019066248
-1.6	-0.000288	4.51415791e-11	6.02175813e-09	0.546496279425119	0.00170584833206997	-0.00284295060499962	0.0236111467447217
-1.6	-0.000285	4.78226344e-11	5.99082537e-09	0.544406291313148	0.00171926201151476	-0.00173010982315945	0.0241611889551592
-1.6	-0.000282	4.4237555e-11	6.44587107e-09	0.61627273456439	0.00175941366407851	-0.00136613490202675	0.0248500454181237
-1.6	-0.000279	5.30686668e-11	6.35653129e-09	0.641168523637591	0.0015263057779405	-0.000166611555788261	0.0245482270340217
-1.6	-0.000276	4.83245931e-11	6.27677704e-09	0.645873403328317	0.00160564019581064	0.00393424565157788	0.0251253741614788
-1.6	-0.000273	5.37145992e-11	6.19459705e-09	0.648418640282061	0.00141345485061306	0.00719001589745588	0.0250789851586729
-1.6	-0.00027	4.5921444e-11	6.10697287e-09	0.658588824925806	0.00111163860284815	-0.000416495054690022	0.0251555281061588
-1.6	-0.000267	4.94329062e-11	6.02128411e-09	0.658844560555825	0.00141773545576644	-0.00228324891816395	0.0252324210800377
-1.6	-0.000264	5.12981114e-11	5.92468274e-09	0.665033232058875	0.00144042568823685	0.000614716119842417	0.0248864833739767
-1.6	-0.000261	5.14156497e-11	5.84298341e-09	0.669667844608352	0.00133713023857574	0.00576372905874955	0.0249169572618487
-1.6	-0.000258	4.88875896e-11	5.77202284e-09	0.672667192823377	0.00174013145713574	0.00591994602346427	0.024773964608455
-1.6	-0.000255	5.36533046e-11	5.6691591e-09	0.678567532760169	0.00167172859667384	0.00369585733832824	0.0247590585456687
-1.6	-0.000252	4.71898024e-11	5.59623284e-09	0.682307573682514	0.00176513093645113	-0.00049111338938463	0.0248259840627218
-1.6	-0.000249	5.77997868e-11	5.49412903e-09	0.690542042891183	0.00142791996672715	0.0032194266331698	0.024603875242978
-1.6	-0.000246	4.56510462e-11	5.40193697e-09	0.688059941361109	0.00145091817854462	-0.00580707586867991	0.0244982694358811
-1.6	-0.000243	5.73791575e-11	5.31867981e-09	0.695857756702486	0.00179844534517026	6.62014309468212e-05	0.024575044822897
-1.6	-0.00024	4.58337103e-11	5.22881783e-09	0.694925907627427	0.00150813807337341	-0.0040721315220089	0.0244770109999795
-1.6	-0.000237	5.72532671e-11	5.13732405e-09	0.697967433631693	0.00152798821335407	-0.00286061498043176	0.02458514080102
-1.6	-0.000234	4.83501868e-11	5.04614808e-09	0.701172026651689	0.00116782782654365	-0.000999333048459914	0.0241580387481597
-1.6	-0.000231	5.78335051e-11	4.96123785e-09	0.709486344878098	0.000973622413738511	0.00335189705788302	0.0241074904838578
-1.6	-0.000228	4.94638717e-11	4.8667727e-09	0.71038323540395	0.00140404490253921	-0.00442063526685118	0.0242837408052532
-1.6	-0.000225	5.60387151e-11	4.77101145e-09	0.712975637987211	0.00136307373780197	-0.00359899800731109	0.0243082314857735
-1.6	-0.000222	5.92985046e-11	4.68981926e-09	0.715345907126524	0.00145673936402928	0.00214328529810693	0.0243632343399543
-1.6	-0.000219	4.78649561e-11	4.587458e-09	0.71992989759076	0.00138808159169606	-0.00512815780701266	0.0241923328102672
-1.6	-0.000216	5.92677812e-11	4.49722356e-09	0.718606897656672	0.00154657174130352	0.000629588385666395	0.0239946845925408
-1.6	-0.000213	4.86994106e-11	4.40867371e-09	0.720422380119234	0.00144847109297247	0.000378680165434074	0.0241248303027297
-1.6	-0.00021	5.88856002e-11	4.31179025e-09	0.719482568027712	0.00138864567926605	-0.00241848654231715	0.0238285411907496
-1.6	-0.000207	5.21316561e-11	4.22216004e-09	0.719042020162899	0.00131343052778491	0.00179572018948754	0.0238166322012053
-1.6	-0.000204	5.52121176e-11	4.1330101e-09	0.715640714109407	0.000975359625735114	0.00248297078448098	0.0234675880388013
-1.6	-0.000201	5.32122389e-11	4.04112527e-09	0.710682986465883	0.000946967417308309	0.00421177707905635	0.0232987210192891
-1.6	-0.000198	5.47346687e-11	3.94960042e-09	0.708745389673886	0.00101457717116329	0.00179137070771001	0.0234307754497327
-1.6	-0.000195	5.36937941e-11	3.85795895e-09	0.705844747971465	0.00086306586411666	0.00460550353903593	0.0231306251444726
-1.6	-0.000192	4.92672397e-11	3.765769e-09	0.707239590145605	0.00121468093520058	0.00143824710186844	0.0230474591013717
-1.6	-0.000189	5.99913475e-11	3.67798273e-09	0.702590014122277	0.00135653028778443	0.00117671991811762	0.0229449952984519
-1.6	-0.000186	5.15487807e-11	3.58674192e-09	0.700297187603021	0.00164346901422047	0.00044293103031392	0.0228001636564275
-1.6	-0.000183	5.90920442e-11	3.49293147e-09	0.707319176666453	0.00146521341038142	0.00270030831671958	0.0226669429380804
-1.6	-0.00018	5.24275614e-11	3.40938349e-09	0.709025276920655	0.00152080863731741	-0.000629766729977765	0.0224658450775708
-1.6	-0.000177	5.48593376e-11	3.31152206e-09	0.70774397349627	0.00126498086586207	1.28707659950508e-05	0.0221497946982726
-1.6	-0.000174	5.44126213e-11	3.2243139e-09	0.714360329506359	0.00151582388405089	0.00165210798846228	0.0222816180586331
-1.6	-0.000171	5.43615568e-11	3.12857075e-09	0.712928866138267	0.00154899165221082	0.00270076139857023	0.0221979119406847
