# i3d_field_set	qdac_bias_right_set	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "field"	"DCbias_right"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 26	101
0.5	0.0003	0.0525758644850989	-0.00231711211801336	-0.00344268704240052	0.113069602248578
0.5	0.000294	0.0526881125276513	-0.00324611008611881	-0.00352719335963361	0.113216940109924
0.5	0.000288	0.0523304052948244	-0.00225447130827649	-0.00343529246172478	0.113721082804378
0.5	0.000282	0.0524727717351622	-0.00161105000159187	-0.00405521795298985	0.115351206160096
0.5	0.000276	0.0523244713076954	-0.000874020665243005	-0.0041533618416177	0.115676388588057
0.5	0.00027	0.0524179767080512	-0.000131249819381291	-0.00419244103556304	0.115544681445348
0.5	0.000264	0.0522906831375852	-0.00183701180998455	-0.00438884639827226	0.114713223373017
0.5	0.000258	0.052624244245544	-0.00168431832031318	-0.00448462284516356	0.112437963629678
0.5	0.000252	0.0527415019948929	-0.00211487240959946	-0.00477797436111706	0.10919622438906
0.5	0.000246	0.0524482755839012	-0.00203474941423321	-0.00516439340489229	0.106066317539204
0.5	0.00024	0.0522692496896617	-0.00240938012979399	-0.00528633373893752	0.100037639428206
0.5	0.000234	0.0521664796171127	-0.00219015575408533	-0.00556555888186716	0.0948531077282443
0.5	0.000228	0.0519039239842795	-0.00314670796003846	-0.00559902813481346	0.0876332954280163
0.5	0.000222	0.0515954168763463	-0.00215644517660013	-0.0055707265086733	0.0821279948746866
0.5	0.000216	0.051434860171836	-0.00265823187876249	-0.00561810268653685	0.0768959530059983
0.5	0.00021	0.0518752549028924	-0.00252307184770407	-0.00575201148734169	0.0733663525536211
0.5	0.000204	0.0524294235574292	-0.00288737671007148	-0.0057478932465345	0.0713601840308392
0.5	0.000198	0.0529648878508599	-0.00240125901221648	-0.00598312314784827	0.0703174705877862
0.5	0.000192	0.0528893430140404	-0.00284355084014166	-0.00635763696136354	0.0693578056037898
0.5	0.000186	0.0532469627432053	-0.00241589230350059	-0.00663933448441822	0.0701241210919853
0.5	0.00018	0.0531623884032205	-0.00227641628886201	-0.00740685522797533	0.0731393516139436
0.5	0.000174	0.0526896876335	-0.00124486615762442	-0.00812977126592406	0.0768761220058816
0.5	0.000168	0.0525829579239373	-0.00216245026097134	-0.00878124088282669	0.0793620136387352
0.5	0.000162	0.0518939866083057	-0.00178418412435698	-0.00912008856967329	0.0790297651185922
0.5	0.000156	0.0512815117564822	-0.00332069987890972	-0.0089077489505454	0.0758467914812315
0.5	0.00015	0.0519375371423677	-0.00361541251982245	-0.0084499556097695	0.0721957001853264
0.5	0.000144	0.0523724135404345	-0.00290780144856145	-0.00776409485294905	0.0667874271393114
0.5	0.000138	0.0528800455244506	-0.00427276724258719	-0.00711195116798656	0.0616599601496569
0.5	0.000132	0.0528372606662229	-0.00342972798283851	-0.00644237605778702	0.0563717723802535
0.5	0.000126	0.0524493584687318	-0.00404515000248809	-0.00602554020905454	0.0522439441107353
0.5	0.00012	0.0528279413007175	-0.00373738361779876	-0.00553533212841824	0.0493307125194489
0.5	0.000114	0.0524115395631207	-0.00398028360619093	-0.00518300410734217	0.0482857731497288
0.5	0.000108	0.0533752134067025	-0.00413573352797339	-0.00460923928417021	0.0461557620673017
0.5	0.000102	0.0538390925003274	-0.00341275630440676	-0.00435484424891688	0.0442769636818646
0.5	9.6e-05	0.0534389066791368	-0.00390857535160042	-0.00399875997365404	0.0426514535205227
0.5	9e-05	0.0534816587223167	-0.00367287784102411	-0.0035711229718587	0.0405437837611767
0.5	8.4e-05	0.0534500144436032	-0.00439185748614695	-0.00329047141635352	0.0391976686255854
0.5	7.8e-05	0.0529027423376182	-0.00414663483434716	-0.00265379899308984	0.0370986947528846
0.5	7.2e-05	0.0527591125343853	-0.00472301218397152	-0.00244635149413053	0.0351942216251065
0.5	6.6e-05	0.0526446385628169	-0.00408996595267605	-0.00192641195656397	0.0340954142404547
0.5	6e-05	0.0525900951122576	-0.00371300402807727	-0.00158265916045089	0.0346379665019831
0.5	5.4e-05	0.0526794603951861	-0.00467814837924945	-0.00137082475054644	0.037850930013483
0.5	4.8e-05	0.0525163003933087	-0.00415342063434446	-0.000914460300716071	0.0405408222371783
0.5	4.2e-05	0.0524839943522957	-0.0040840114574341	-0.000363503210271057	0.0444732965799283
0.5	3.6e-05	0.0525902865318035	-0.00337232384725475	-0.000161028533008119	0.0487239200735047
0.5	3e-05	0.052562946443407	-0.00300566504500437	0.000173701297406607	0.0518324208220931
0.5	2.4e-05	0.0529609500921106	-0.00386048613821889	0.000307677554308122	0.0521614753810567
0.5	1.8e-05	0.0531979759114239	-0.00341950997337507	0.000208988356940643	0.0511945528853323
0.5	1.2e-05	0.0530791813420146	-0.00273132945881729	0.000215809620735531	0.0482328594959814
0.5	5.99999999999998e-06	0.0536706493368373	-0.00230667055882072	0.000452082221025068	0.0445392321865535
0.5	0	0.0540696428936199	-0.00233955273682154	0.000770439967244238	0.0404541477576279
0.5	-5.99999999999998e-06	0.053812217286293	-0.00234858822165087	0.00133854690935722	0.0379462757672184
0.5	-1.2e-05	0.0536447312181831	-0.00248051139343036	0.00202894754154339	0.0365034284597421
0.5	-1.8e-05	0.0543390185081262	-0.00298731412521713	0.00238154030181068	0.0364563694897002
0.5	-2.4e-05	0.0544476350617932	-0.00219821346432292	0.00301594902563308	0.0370270220470678
0.5	-3e-05	0.0539587019681427	-0.00137399751881905	0.00384826677610752	0.0390724970729495
0.5	-3.6e-05	0.0533102895840718	-0.00113801775098376	0.00429975594031161	0.0405373438820504
0.5	-4.2e-05	0.0533376132649444	-0.00159938370323806	0.00493760165867774	0.0426462770066406
0.5	-4.8e-05	0.0530728590497513	-0.000441840028022433	0.00547673572654724	0.0449918503819546
0.5	-5.4e-05	0.0528817518881412	-0.000516911487154436	0.00619614708944481	0.0473207210882358
0.5	-6e-05	0.0523554483557178	-0.000427130510976341	0.00673767594453248	0.0486772685526659
0.5	-6.6e-05	0.0522443871091819	-0.000357803947510724	0.00711857836372066	0.0498338270200355
0.5	-7.2e-05	0.0527415676226394	-0.000106794035970598	0.00737810137453816	0.0517513084297123
0.5	-7.8e-05	0.0534759763164374	0.000827951263173407	0.00792314345021341	0.0541156271837676
0.5	-8.4e-05	0.0534117962937255	0.000618921781087772	0.008203159221333	0.0558466009552322
0.5	-9e-05	0.0528026466609234	0.000701535999439867	0.00822165370542727	0.057164197406649
0.5	-9.6e-05	0.0526251357108287	0.000512940228610456	0.00802429124804255	0.0570826092031229
0.5	-0.000102	0.0532032754805606	0.00126826070909519	0.00805166073256749	0.0569402865146161
0.5	-0.000108	0.0526986952584008	0.000548944457430645	0.00783367767407877	0.0559904167096193
0.5	-0.000114	0.0522718693945525	0.00138468664076867	0.0077269561680431	0.056192511314637
0.5	-0.00012	0.05267407878843	0.00125174151435003	0.00769904729245444	0.0560377901521126
0.5	-0.000126	0.0533093215519083	0.000994157218126734	0.007440573667401	0.0567305679686515
0.5	-0.000132	0.0534549202368649	0.00182360804329153	0.00778230904485839	0.0574630898159962
0.5	-0.000138	0.053280335261525	0.00163703101548804	0.00753579294837191	0.0590768714682073
0.5	-0.000144	0.0530871279603494	0.00024553214777991	0.00735336800172329	0.060499376417527
0.5	-0.00015	0.052381672744236	0.00158578971400853	0.00752851356119814	0.0670969132161913
0.5	-0.000156	0.0524456011880471	0.00145234083115461	0.00769947525024012	0.0711678463190328
0.5	-0.000162	0.0526786072133407	0.000617407990848725	0.00798430247241624	0.0770128169771234
0.5	-0.000168	0.0528276951902085	0.000977112305035173	0.00801349180385207	0.0813530710058569
0.5	-0.000174	0.0528654429973324	0.000539878465200751	0.00811270353641471	0.0862716999733503
0.5	-0.00018	0.053162191515283	0.00132064744760429	0.00803904212524998	0.0906329772666086
0.5	-0.000186	0.0533367546147074	0.00216607047092312	0.00812267919559302	0.0917556436479842
0.5	-0.000192	0.0531828866340283	0.000985275552036718	0.00766624698001125	0.0906992628972777
0.5	-0.000198	0.0532503153088828	0.000198448695551399	0.00719458739111841	0.0897538449456149
0.5	-0.000204	0.0534514145350809	0.00176830643929539	0.00667725320133084	0.0894189165612261
0.5	-0.00021	0.0536014760172017	0.00214212892283773	0.00611068333599664	0.0893066630502821
0.5	-0.000216	0.0532874888597182	0.00102643728113193	0.00577330957472012	0.0882659294257359
0.5	-0.000222	0.0528328580331115	0.00117456004638	0.00539959425161715	0.0873670262686784
0.5	-0.000228	0.0525680764712623	0.00048831085431601	0.00500250394599293	0.0869089881854309
0.5	-0.000234	0.0525068388308292	0.000586901586318029	0.00465238852237925	0.0876403943352463
0.5	-0.00024	0.0529802560538124	0.0015066723514948	0.00450644801808025	0.0868321307631446
0.5	-0.000246	0.0535266202869888	0.000139585727952424	0.00405674075865237	0.0848088986128518
0.5	-0.000252	0.0531870869108105	0.000711930045755422	0.00345997934733834	0.084133764150853
0.5	-0.000258	0.0537048039385153	0.000289905463023736	0.00308135207832835	0.0824252520188302
0.5	-0.000264	0.054007820057766	0.00184332863369186	0.00257452439348129	0.0812588054004074
0.5	-0.00027	0.0541753280041404	0.00302371482201461	0.0024567117003333	0.0821031869851701
0.5	-0.000276	0.0538934664072564	0.00210164741449463	0.00208520658184857	0.0804368854550865
0.5	-0.000282	0.054118646132925	0.00117844311550498	0.00141259568738551	0.076585542646437
0.5	-0.000288	0.0544681442293843	0.00194721867830003	0.00112505604232895	0.07592191519552
0.5	-0.000294	0.0548104395074277	0.00125487463156859	0.000973379123749736	0.0755617249840359
0.5	-0.0003	0.0544492703269968	0.00119778599540393	0.000872826689848487	0.0761721379820821

0.48	0.0003	0.0504761139974315	-0.00097045383275525	-0.00421052499424913	0.113851794565919
0.48	0.000294	0.0504980123197171	-0.000799813282975005	-0.00353797024365493	0.112224362013578
0.48	0.000288	0.0503370399634163	-0.00218434260133443	-0.00350496142153268	0.112706212607522
0.48	0.000282	0.0500606857627387	-0.00260858960880142	-0.00397416401226603	0.113622988819756
0.48	0.000276	0.0499347758785756	-0.0024987443855198	-0.00445543659016781	0.114854435830037
0.48	0.00027	0.0501129157759221	-0.00112817557221509	-0.00469466270306234	0.114605667825916
0.48	0.000264	0.0502202416200378	-0.000921555447346264	-0.00483577124725232	0.113028146383341
0.48	0.000258	0.0504719684116125	-0.000652940765173365	-0.00502626723529279	0.108318847654328
0.48	0.000252	0.0505699912953978	-0.0018528809495567	-0.00498285992329349	0.106140336492747
0.48	0.000246	0.0506081110024812	-0.00339557987628498	-0.00533541730511049	0.101912538335984
0.48	0.00024	0.0505245320413159	-0.00322336986242482	-0.00543222536314408	0.0979730717337346
0.48	0.000234	0.0498906784325321	-0.00263703223558769	-0.00544782942172705	0.0933834371635011
0.48	0.000228	0.0499026612547594	-0.00188818047482738	-0.00548498827391101	0.0879195924754084
0.48	0.000222	0.0501876730609918	-0.00225437645338607	-0.00557402096470322	0.0840675003960994
0.48	0.000216	0.0503082888444099	-0.00158398114722919	-0.00568717414586833	0.0798034365613099
0.48	0.00021	0.050202521698619	-0.00262596736863356	-0.00600555265767051	0.0761422055354508
0.48	0.000204	0.0499842385215022	-0.00238996392973288	-0.00578570121395294	0.0712442880895287
0.48	0.000198	0.0494993252242203	-0.00300813434892421	-0.00576728603210772	0.0684666467087379
0.48	0.000192	0.0496484843019241	-0.00219298601925518	-0.0066646639903767	0.0705882627036431
0.48	0.000186	0.0494904816722093	-0.00245403183585263	-0.00715791904967083	0.0723231961121215
0.48	0.00018	0.0494242233858473	-0.00301072739141265	-0.00758659552459591	0.0745035777102838
0.48	0.000174	0.0496230693410713	-0.0033463814588543	-0.0079565706592615	0.0758300614678917
0.48	0.000168	0.0501226070413869	-0.0029766565362264	-0.00811630699720908	0.0778771826957602
0.48	0.000162	0.0499456047198341	-0.00285499495579371	-0.00829588663868471	0.077878189013712
0.48	0.000156	0.0501013431370937	-0.00235067280765901	-0.00803959792360267	0.0756168700351908
0.48	0.00015	0.0500798440590747	-0.00320096325478109	-0.00752125331574406	0.0700722028170574
0.48	0.000144	0.0500006021032743	-0.00281832114524981	-0.00714343205712446	0.0662189348808642
0.48	0.000138	0.0503303785862413	-0.00363337786726179	-0.00671941594873589	0.0603501079578967
0.48	0.000132	0.0504665266455016	-0.00415688770927031	-0.00626619205074076	0.0571291732179508
0.48	0.000126	0.0505432254632898	-0.00397468186871893	-0.00552508403904246	0.0540918693616849
0.48	0.00012	0.050380464708028	-0.00484232085007956	-0.00528061646665886	0.0517820885874483
0.48	0.000114	0.0505131453512927	-0.00442565078381388	-0.00503030890875143	0.0499492799605505
0.48	0.000108	0.0505787473437468	-0.00400920836941675	-0.00463466723409742	0.0480778812838157
0.48	0.000102	0.0505721734702337	-0.00441399781647338	-0.00442081745660695	0.0468995776302669
0.48	9.6e-05	0.050453007003214	-0.00472233503970647	-0.00400908873261167	0.0452046097553411
0.48	9e-05	0.0504509615546116	-0.00406775008008961	-0.00364526976643797	0.0431989225144451
0.48	8.4e-05	0.050885116028675	-0.00471668852390555	-0.00325810453102723	0.0402843810695387
0.48	7.8e-05	0.0512364736225824	-0.00470410922582063	-0.00299627389699318	0.0383861399938172
0.48	7.2e-05	0.0512255189942225	-0.00481762781182072	-0.00247346734863811	0.0361798977021597
0.48	6.6e-05	0.051341764957228	-0.00443815659075545	-0.00211363724495433	0.0359349526088188
0.48	6e-05	0.0507302526691763	-0.00427457888573615	-0.0017558040505449	0.0352287207800878
0.48	5.4e-05	0.0507188331641054	-0.00385920910082118	-0.00118148154872036	0.0377509437187147
0.48	4.8e-05	0.0504336627557239	-0.00402441113191181	-0.00104206261798312	0.040126813235683
0.48	4.2e-05	0.0500250599687469	-0.00429658590663414	-0.000639389887940136	0.0438063493783816
0.48	3.6e-05	0.0497555421572663	-0.00304383773394373	-0.000286428304505859	0.0480870092321241
0.48	3e-05	0.0501512433100752	-0.0036798789873645	-0.00023399702265835	0.052952101069359
0.48	2.4e-05	0.0498973780931466	-0.00296137788969686	-2.90726160884532e-05	0.0570419955805989
0.48	1.8e-05	0.0502558127207174	-0.00217905790150159	-1.74877241822651e-05	0.0571444757908078
0.48	1.2e-05	0.050427449845387	-0.00188378536014379	-0.000171252150257856	0.0545106173493564
0.48	5.99999999999998e-06	0.0511663103925189	-0.00242364818701291	-7.61702004214642e-05	0.0497357330354141
0.48	0	0.0516115288792177	-0.00228258202837816	0.000478780628545345	0.0432509337637755
0.48	-5.99999999999998e-06	0.0515115699287565	-0.00176622065691215	0.000693385527944788	0.0390657591265468
0.48	-1.2e-05	0.0512367087963082	-0.00226720852702867	0.00144140295007291	0.0362068549538135
0.48	-1.8e-05	0.051187415694663	-0.00208520658184857	0.00194827729319643	0.0354584699459534
0.48	-2.4e-05	0.0506322297830421	-0.00183725142541616	0.00254250206239792	0.0359761404876313
0.48	-3e-05	0.0502773883656152	-0.00202544782295033	0.00312354182944055	0.0365460082274449
0.48	-3.6e-05	0.0506038888474344	-0.00102169427970462	0.00366231322690579	0.0377850272195566
0.48	-4.2e-05	0.0502574753302281	-0.00132284996133371	0.00426298060935889	0.0401388808297254
0.48	-4.8e-05	0.0501420333264964	-0.00085879175352397	0.00505007222648148	0.0430923896928199
0.48	-5.4e-05	0.0504035115428907	-0.00092673555042416	0.00563606393221268	0.0466675451102264
0.48	-6e-05	0.0505508111231463	-0.000445036809111425	0.00606506342653496	0.0493787203799345
0.48	-6.6e-05	0.0503513034056228	-0.000878606258829201	0.00685648760524949	0.0528899555561173
0.48	-7.2e-05	0.0503870823333721	-0.000248622964851617	0.00731773537341641	0.0544487835743703
0.48	-7.8e-05	0.0507356452127156	0.000198340061051636	0.00781545459485854	0.0559155773892793
0.48	-8.4e-05	0.0506750037044865	6.05174699466031e-05	0.00831492598293902	0.0566104444039026
0.48	-9e-05	0.0502770328731796	0.000746910140707222	0.00820556426319486	0.0577796146407512
0.48	-9.6e-05	0.050652667854495	0.00109949751726307	0.00828191989524748	0.0568495430184744
0.48	-0.000102	0.0505172089018413	0.000983276506354776	0.00807110479112428	0.0546158321147743
0.48	-0.000108	0.0503727423219379	0.0014696073287134	0.00787957377372697	0.052747988360046
0.48	-0.000114	0.0502538875931738	0.00111609686869348	0.00791807700204161	0.0526635234043367
0.48	-0.00012	0.0501190630561635	0.00124513431498321	0.00779469589877873	0.0541756233348721
0.48	-0.000126	0.0498148437333725	0.000957737806839412	0.00759775593031827	0.0549920030689388
0.48	-0.000132	0.0498831529343795	0.00103728287096065	0.00760127598710008	0.0569408771807775
0.48	-0.000138	0.0503003750387739	0.000298312277779224	0.00750750533686448	0.0588441990594337
0.48	-0.000144	0.0506367855546089	0.00042961130847823	0.00723984155373574	0.0599529465542552
0.48	-0.00015	0.0506041732413829	0.000706770280913248	0.00742103731752076	0.0637176258224866
0.48	-0.000156	0.0507079113484442	0.00124888176724399	0.00725357859442266	0.0653268188904321
0.48	-0.000162	0.0508734175980473	0.00126812449404344	0.00751404981236987	0.0719681249893604
0.48	-0.000168	0.0504576612152261	0.00101018718375457	0.00799101102128115	0.078869060748716
0.48	-0.000174	0.0510706884474226	0.00143364800642867	0.0082776792829696	0.0874929908438048
0.48	-0.00018	0.0509969812344847	0.000940121286152797	0.00845988888351002	0.0920478035816692
0.48	-0.000186	0.0504435891925654	0.000127889264038298	0.00794998311453447	0.0917599423699097
0.48	-0.000192	0.0499491377659253	0.00148447271542755	0.0076458218997468	0.090104043090162
0.48	-0.000198	0.049818967443276	0.00122115593587078	0.00737526700755781	0.0903715974906596
0.48	-0.000204	0.0499346883725646	0.00077681088389167	0.00676138249175244	0.0898933619804256
0.48	-0.00021	0.0506611887291182	-0.000255459909602466	0.00634643348641954	0.0892345145309711
0.48	-0.000216	0.0509615742066948	0.000260997384946014	0.0056132406465155	0.0890354005916715
0.48	-0.000222	0.0508557304916762	0.00039736102647951	0.00530210563086906	0.0896705613175304
0.48	-0.000228	0.0507723374816651	0.000279348347484424	0.00489449617323929	0.0886280830482031
0.48	-0.000234	0.0511806832166518	0.000448652019971387	0.00460854436504848	0.0884593172073252
0.48	-0.00024	0.0513166945496785	-0.000329887209958093	0.00407619814805804	0.0866819708382296
0.48	-0.000246	0.0512255627460535	1.13184369566002e-05	0.00357406159367858	0.0844129732277983
