# qdac_LB_set	qdac_bias_left_set	dmm1_curr	dmm2_curr	lockin1_conductance	lockin2_conductance	lockin3_conductance	lockin4_conductance
# "Left Barrier"	"DCbias_left"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 201	121
-0.84	2.5e-05	6.28997314e-12	2.32446977e-11	0.00499618883146337	0.00108642813546021	-0.000111247505644187	0.0303975784507175
-0.84	3e-05	7.48522579e-12	2.22063988e-11	0.00513155754344044	0.00144049644487901	-0.000246288530171947	0.0302747066588409
-0.84	3.5e-05	7.30261667e-12	2.17338032e-11	0.00435178701561536	0.00145655597787492	4.23489054805626e-05	0.0306309153559864
-0.84	4e-05	8.41115163e-12	2.07311861e-11	0.00493289959001749	0.000471191082795274	-0.000445142901335247	0.0307750729299508
-0.84	4.5e-05	9.03473476e-12	2.02443817e-11	0.00392385228888174	0.00068872738317727	-0.00113771430077099	0.0314102227185567
-0.84	5e-05	9.09670059e-12	1.99905227e-11	0.00348140630041929	0.000379546934142047	-0.00157666655246889	0.0314008377234257
-0.84	5.5e-05	7.41081984e-12	1.78208359e-11	0.00464693274196447	0.00139534346080206	-0.00106036910128639	0.0309786441961438
-0.84	6e-05	7.15794598e-12	1.68982917e-11	0.00396583592287716	0.00176141997344291	0.000110358881856034	0.030907996949059
-0.84	6.5e-05	7.77134665e-12	1.54904605e-11	0.0019788973099995	0.00153572649331976	0.000449842534437752	0.0306683240781986
-0.84	7e-05	8.05089808e-12	1.40390854e-11	0.00292819473966534	-0.00029678769886388	-0.000470779745772548	0.0308305844112642
-0.84	7.5e-05	8.87100498e-12	1.30137936e-11	0.00394603432123795	0.000675830620199867	-0.00121980147624204	0.0323348197610843
-0.84	8e-05	8.09412946e-12	1.13773903e-11	0.00427128682245643	0.000670689869082251	-0.00105891585582047	0.0321264302076405
-0.84	8.5e-05	8.08931701e-12	1.03357612e-11	0.00489363957388407	0.000430696499823749	-3.19738274925186e-05	0.0323429878788771
-0.84	9e-05	8.79442389e-12	9.36679521e-12	0.00427575679561617	0.00165439424795526	0.000146179895437287	0.032010506921553
-0.84	9.5e-05	9.99171413e-12	8.2802784e-12	0.00497464429250608	0.000689322704518418	-0.000466583484565568	0.0318950266334423
-0.84	0.0001	1.08089911e-11	6.79536858e-12	0.00687842694564004	0.00111544151533487	-0.00129787167480768	0.0319549325452796
-0.84	0.000105	1.007854e-11	5.47489659e-12	0.00479768503876562	-2.98088471477229e-05	-0.00153365045277756	0.0319391486895971
-0.84	0.00011	1.00961466e-11	3.98278177e-12	0.00413155410145435	0.00108959936555976	-0.000914546182863726	0.0324517712400994
-0.84	0.000115	1.05935202e-11	3.68053681e-12	0.00575097304000518	0.000777082886718361	-4.90224925819413e-05	0.032385824694342
-0.84	0.00012	1.07301029e-11	2.26595479e-12	0.00603558081383978	0.00234437598038945	0.000179527749055759	0.0321760596595319
-0.84	0.000125	1.02236967e-11	1.01090756e-12	0.00595151031661474	0.00200433654003478	0.000310579024739657	0.0318734209086322
-0.84	0.00013	1.13401711e-11	-1.29182546e-13	0.00746135287253331	0.00218512946977024	0.000544454017852132	0.0314849253117235
-0.84	0.000135	1.27867589e-11	-1.68862718e-12	0.00869616748703889	0.00119029630365959	-4.30844796060661e-05	0.0318763632904411
-0.84	0.00014	1.46104622e-11	-2.9307855e-12	0.00918918395650672	0.00251468137618127	-0.000531035467475081	0.0323436551105079
-0.84	0.000145	1.34018726e-11	-4.23780552e-12	0.00760035512545198	0.00293629927918408	-0.000959369652982788	0.0325649216865989
-0.84	0.00015	1.37642095e-11	-5.6272189e-12	0.00635554981157703	0.00317442780963013	-0.000900508426488704	0.0323596112430769
-0.84	0.000155	1.32241493e-11	-7.4917661e-12	0.00624246841244798	0.00169952227920683	0.000456193711008823	0.0321576725064823
-0.84	0.00016	1.43361909e-11	-9.32775169e-12	0.00548082252010929	0.0027282739344821	0.000855048830350513	0.0324489327713556
-0.84	0.000165	1.43012015e-11	-1.10840797e-11	0.00436585869753504	0.00242359759781318	0.000690829914694428	0.0329036538386389
-0.84	0.00017	1.53605079e-11	-1.26160353e-11	0.00624429031047553	0.00368144452056814	0.000916966948324667	0.0330971974886512
-0.84	0.000175	1.75271351e-11	-1.44915644e-11	0.00676039053161723	0.002675065803805	-0.000214356054821397	0.0332357656306692
-0.84	0.00018	1.79706492e-11	-1.53935863e-11	0.00692528902727463	0.00253605756915177	-0.000553117474914825	0.0327316530180067
-0.84	0.000185	1.79576754e-11	-1.75281322e-11	0.00804773937993267	0.00117742056256083	-0.000649639344578252	0.0321215544947609
-0.84	0.00019	1.6684976e-11	-1.90070313e-11	0.00754471785468825	0.00298318699705208	0.000428087050027547	0.0321744134566054
-0.84	0.000195	1.78984899e-11	-2.12597611e-11	0.00689615575413485	0.00262410599065061	0.000985797510394075	0.0327582575104812
-0.84	0.0002	1.92141786e-11	-2.33278557e-11	0.00724018884240936	0.00248087423469837	1.25709062046734e-05	0.034194541884986
-0.84	0.000205	2.00764073e-11	-2.46506204e-11	0.00593858680606139	0.00178161688924757	-0.000648563296928506	0.0345737563998287
-0.84	0.00021	1.95108891e-11	-2.68965236e-11	0.00677797167427639	0.00150389763200626	0.000301224622342422	0.0344450955534025
-0.84	0.000215	2.09103684e-11	-2.86414173e-11	0.00764818592326878	0.000427778600685373	-0.000458158019291961	0.0345059476214878
-0.84	0.00022	2.19501957e-11	-3.05811472e-11	0.00833870431219504	0.00231889863744969	-0.00123085754138762	0.0345319751230081
-0.84	0.000225	2.11150352e-11	-3.29430357e-11	0.0091020555417265	0.00160224319397801	-0.00141621401734278	0.0347592823330193
-0.84	0.00023	2.04987588e-11	-3.34998835e-11	0.0098791479139433	0.00206506521170174	-0.000471539354088137	0.0350530283083967
-0.84	0.000235	2.10605044e-11	-3.58594829e-11	0.00924135381033523	0.000724967296529296	0.000228480141944804	0.0350682871294227
-0.84	0.00024	2.20942171e-11	-3.7554787e-11	0.0104274037760666	0.00134432579469502	-0.000161406435791109	0.0351718228782757
-0.84	0.000245	2.2342981e-11	-3.91560715e-11	0.00938639669670423	0.00161468132069401	-0.00106664208665029	0.0353929363192
-0.84	0.00025	2.32962758e-11	-4.14938601e-11	0.00740813089827513	0.00227682237040333	-0.00146132692308885	0.0349728155852974
-0.84	0.000255	2.26499564e-11	-4.29216724e-11	0.00797559154511019	0.0021375613602394	-0.000960412715049902	0.0345876096591062
-0.84	0.00026	2.40595576e-11	-4.52553906e-11	0.00931301967925305	0.00229889348235462	-0.00121278776810405	0.0345885995685945
-0.84	0.000265	2.36598508e-11	-4.66046012e-11	0.00883715160911132	0.000947431779055616	-0.00104040838269878	0.0346001667390313
-0.84	0.00027	2.2966289e-11	-4.7939328e-11	0.00870089348296619	0.00133082913853798	-0.000943474535120883	0.0346853618227408
-0.84	0.000275	2.30484492e-11	-4.97419946e-11	0.00949228211243718	0.00144599546552011	0.000268772239586744	0.0352497713889197
-0.84	0.00028	2.41583248e-11	-5.14665709e-11	0.00982843421106309	0.00196420796027841	0.000723200773530719	0.0356737205005846
-0.84	0.000285	2.50178098e-11	-5.34191342e-11	0.00923198590627703	0.000441995897699883	-5.38226226067267e-06	0.0349365116238312
-0.84	0.00029	2.5115141e-11	-5.51900678e-11	0.00772389004766558	0.000415153498736695	-0.00061935405453377	0.0346412944570795
-0.84	0.000295	2.50876289e-11	-5.7177447e-11	0.00718904171217735	-4.58827846581221e-05	-0.00039455515867048	0.0348782081612101
-0.84	0.0003	2.48895646e-11	-5.85991802e-11	0.0055356192567974	0.00170135015882799	-0.000993849495145759	0.0343459925194523

-0.83975	-0.0003	2.10381478e-11	9.73910101e-11	0.00504003743233213	-0.00145947460337449	0.0202569926535265	0.0344601820970722
-0.83975	-0.000295	2.14905441e-11	9.58797406e-11	0.0057403670657725	-0.0014169361963968	0.00399896985090081	0.0344010692058462
-0.83975	-0.00029	2.18603015e-11	9.53195827e-11	0.00520119881552245	-0.000352620554406007	0.000276813371596446	0.033747447493785
-0.83975	-0.000285	2.11516678e-11	9.36242577e-11	0.00491680331159085	-0.00223214588266492	0.000180541841956448	0.0334140586636523
-0.83975	-0.00028	2.00856471e-11	9.31954681e-11	0.00555679839068481	-0.00241139669382557	0.00077811654878938	0.0336747465955103
-0.83975	-0.000275	2.11061365e-11	9.12407276e-11	0.00621396271993185	-0.00276391852649298	0.000623371885992808	0.0344980721011704
-0.83975	-0.00027	2.12267468e-11	9.03361875e-11	0.00657917152387921	-0.00110806872582395	-0.000435903093918885	0.034209015888458
-0.83975	-0.000265	2.04003602e-11	8.92068908e-11	0.00627869785768233	-0.000889973892423656	-0.00125244267150193	0.0343948453573166
-0.83975	-0.00026	1.91648308e-11	8.76545529e-11	0.00816045845019703	-0.000467609071142262	-0.000987373639921922	0.0345579889516701
-0.83975	-0.000255	1.78595025e-11	8.62566679e-11	0.00839370648235703	-0.00105980159550183	0.00011009584109371	0.0347687329573062
-0.83975	-0.00025	1.92493734e-11	8.5313101e-11	0.00635143225455369	-0.00145448403919019	0.00046743329048242	0.0343840055783352
-0.83975	-0.000245	1.8834534e-11	8.3617861e-11	0.00544163291844424	-0.00196570974410926	0.000344754968056244	0.0335470565159132
-0.83975	-0.00024	1.78772044e-11	8.27090584e-11	0.00496510718729673	-0.000328302898100272	0.000210982702612793	0.0333043236773206
-0.83975	-0.000235	1.81691281e-11	8.14264923e-11	0.0055044046452117	-0.00122953555460932	0.000816199766338341	0.0340122017094479
-0.83975	-0.00023	1.81391584e-11	8.03930779e-11	0.00506489830417443	-0.00170244808291001	0.000550696965819977	0.034215491316358
-0.83975	-0.000225	1.8115938e-11	7.82866907e-11	0.0042982799638128	-0.00167378720439222	-0.000622066349254654	0.0342890618035321
-0.83975	-0.00022	1.70611195e-11	7.67677068e-11	0.0056506811579823	-0.00112557535154653	-0.000655006807461452	0.0340422298660869
-0.83975	-0.000215	1.56570771e-11	7.53635933e-11	0.00563183630900921	-0.00136238112611601	0.000435125668272628	0.0332625970914632
-0.83975	-0.00021	1.53234957e-11	7.41186417e-11	0.00497332076743727	-0.00254975974423805	0.00114297250960539	0.0336654518405861
-0.83975	-0.000205	1.64749154e-11	7.22543562e-11	0.00469881444199643	-0.00235051044340677	4.34034372243007e-05	0.0334559711992546
-0.83975	-0.0002	1.57977497e-11	7.02946704e-11	0.00460422855251998	-0.00217335772008435	-0.000386944035549023	0.0332803033400237
-0.83975	-0.000195	1.40796178e-11	6.99633838e-11	0.00422949016371718	-0.00365636864458004	0.000193120114633371	0.0334696713233652
-0.83975	-0.00019	1.3521553e-11	6.82455468e-11	0.00366147987103378	-0.00213010388497942	0.00114022342656166	0.0336515657667307
-0.83975	-0.000185	1.33726512e-11	6.7020678e-11	0.00435088803039954	-0.00198973332885092	0.00124242291754365	0.031892409663217
-0.83975	-0.00018	1.37418199e-11	6.52433327e-11	0.00445859021660329	-0.00306098066370371	0.000176017615647741	0.0314842717529511
-0.83975	-0.000175	1.2737633e-11	6.39440768e-11	0.00439465493655094	-0.00428621818031235	-0.000403830472588622	0.0311795109865703
-0.83975	-0.00017	1.16493639e-11	6.27391064e-11	0.00539381716058361	-0.00296739903960604	-0.000517809446905884	0.0312330699950933
-0.83975	-0.000165	1.12115297e-11	6.14876938e-11	0.00622514431849055	-0.00220061611334063	-3.90119169859396e-05	0.0317874109274563
-0.83975	-0.00016	1.15854852e-11	6.08572783e-11	0.00471959945846933	-0.00188389286235763	-0.00041036584712592	0.0318338792327462
-0.83975	-0.000155	1.13061575e-11	5.9560928e-11	0.0037749051405749	-0.00140794617356279	-0.000952039847238148	0.0321243382725415
-0.83975	-0.00015	9.99698692e-12	5.87378453e-11	0.00407441316688873	-0.00107416920760922	-0.000756256937642822	0.0319605629958009
-0.83975	-0.000145	9.77143987e-12	5.80761343e-11	0.00413202000137472	-0.00267294071221265	8.12600150988372e-05	0.0317814851452637
-0.83975	-0.00014	9.44705596e-12	5.74677658e-11	0.00348529654772439	-0.00178422821908997	0.000502375400759766	0.0312561605836661
-0.83975	-0.000135	9.71325394e-12	5.61957479e-11	0.00451822677505902	-0.0012906902187765	4.67778335870522e-05	0.0321837793100168
-0.83975	-0.00013	1.04341187e-11	5.52561852e-11	0.00482040441139774	0.000499798295626268	-0.000921627143997435	0.0314965335007351
-0.83975	-0.000125	9.60962481e-12	5.4949698e-11	0.00491613949817469	-0.000160347585904199	-0.00153580699180296	0.0305849584124947
-0.83975	-0.00012	8.54805161e-12	5.41053123e-11	0.00489547377673239	0.000511997490553576	-0.00122325838193258	0.030610753476834
-0.83975	-0.000115	8.07425058e-12	5.35584089e-11	0.00374676519490313	-0.000298236799763426	2.80571986390167e-05	0.0307704980185435
-0.83975	-0.00011	8.31625974e-12	5.26072513e-11	0.002663771575969	-0.00159708736005909	-0.000147833756874383	0.0300817482033097
-0.83975	-0.000105	8.55241473e-12	5.23178029e-11	0.000896317634406236	-0.000276226018937465	-0.000882027957121132	0.0307151424070626
-0.83975	-0.0001	8.86671339e-12	5.19741332e-11	9.18416989190937e-05	-6.29431330334526e-05	-0.00150161991797923	0.030858187016754
-0.83975	-9.5e-05	7.9247766e-12	5.13134874e-11	-0.00103944795545199	0.000636149823967604	-0.00121635166329974	0.0312690075264011
-0.83975	-9e-05	6.65614322e-12	5.09289191e-11	-6.00692217877195e-05	-0.0012370632737558	-0.000219247662281286	0.0318403984134168
-0.83975	-8.5e-05	7.60285395e-12	5.00149514e-11	0.000766853939250185	-0.000803060995179136	0.000488268468713794	0.0325081030877406
-0.83975	-8e-05	8.01686062e-12	4.93424818e-11	0.00114633789311773	-0.000966830460954994	2.58930060818069e-05	0.0322452193081884
-0.83975	-7.5e-05	7.7963351e-12	4.85177304e-11	0.00214147690223832	-0.00173832494128514	-0.000134748576610907	0.0318397858732191
-0.83975	-7e-05	6.61814062e-12	4.79684807e-11	0.00292820601972643	-0.000571475359290749	0.000643462453231036	0.0327046328728023
-0.83975	-6.5e-05	6.68407342e-12	4.67666798e-11	0.00294058159344475	3.58008061791495e-05	0.000702383156282712	0.0325724089003726
-0.83975	-6e-05	8.10152604e-12	4.48886971e-11	0.00413767745536829	-0.000877895530676522	-8.83432568055456e-05	0.031622711370853
-0.83975	-5.5e-05	8.37415773e-12	4.40409627e-11	0.00699637722121957	-0.000266426247141894	-0.00115610162435543	0.0306713840464007
-0.83975	-5e-05	7.73132663e-12	4.23110177e-11	0.0087927089257458	-0.000836355407437021	-0.00155547716384383	0.0302408665314935
-0.83975	-4.5e-05	7.60910977e-12	4.02029564e-11	0.0113664030400301	0.000601420069025139	-0.00101518475523174	0.0304129302466159
-0.83975	-4e-05	6.7677118e-12	3.78729556e-11	0.010994242995628	-0.000872112287185619	-0.000339814010414849	0.0305383889288054
-0.83975	-3.5e-05	7.57252486e-12	3.63150652e-11	0.00979112051437008	4.88085416370915e-06	-0.000354965350480457	0.0306124598395851
-0.83975	-3e-05	7.2956034e-12	3.46724333e-11	0.00776457955304952	-0.000404039794281567	-0.000608442365356746	0.0305490509615691
-0.83975	-2.5e-05	6.54354209e-12	3.33322955e-11	0.00764578429962149	0.00063024121811525	-0.000394148564415764	0.0299441699703103
-0.83975	-2e-05	7.62165993e-12	3.13578842e-11	0.0064285357873491	-0.000323457479001605	-0.000925522518624381	0.0303429857804053
-0.83975	-1.5e-05	8.2241684e-12	3.04492829e-11	0.00482092397719282	0.0012384827645408	-0.00202129283640704	0.0303031214271315
-0.83975	-9.99999999999997e-06	8.30076416e-12	2.92238439e-11	0.00262345397002771	-4.33685235704012e-05	-0.0025633227987902	0.0305252083700202
-0.83975	-5.00000000000001e-06	7.53688446e-12	2.83084234e-11	0.00197970126936719	0.000102354207026119	-0.00225820790777649	0.030761359132982
-0.83975	0	6.65746371e-12	2.74417028e-11	0.00226922645825212	-0.000157877940270952	-0.00130970136285461	0.0299716385828228
-0.83975	5.00000000000001e-06	6.50982008e-12	2.68860234e-11	0.00275922363617728	0.000808823216791404	-0.00104243528664151	0.0294846853072093
-0.83975	9.99999999999997e-06	7.04461858e-12	2.5503335e-11	0.00266383583802698	0.000665133636427218	-0.0017848183703581	0.0294369208220973
-0.83975	1.5e-05	7.37017442e-12	2.4565862e-11	0.00301991515678474	0.000866708975988578	-0.000871127248934907	0.0300538803460609
-0.83975	2e-05	8.24981341e-12	2.37784666e-11	0.00302813386401223	0.000770470730987404	-0.000745852038566493	0.0306279073450216
-0.83975	2.5e-05	8.41234557e-12	2.22758258e-11	0.00275173317528768	-0.000966642802102895	-0.00188524099833641	0.0304317576629766
-0.83975	3e-05	8.1110189e-12	2.11753032e-11	0.00317814475449035	-0.000625515222187946	-0.00187272613317322	0.0303932523835453
-0.83975	3.5e-05	7.52839848e-12	2.00490711e-11	0.00245361840510302	-0.000440364991579606	-0.00117623803813812	0.0305833805738596
-0.83975	4e-05	7.78339429e-12	1.91772628e-11	0.00224393797053956	0.00084939462370776	9.96056447198477e-06	0.0312817505560711
-0.83975	4.5e-05	7.58176095e-12	1.83990034e-11	0.00430130506608534	-1.61330041810316e-05	0.000350128049594401	0.0315521078765388
-0.83975	5e-05	8.65662341e-12	1.71596085e-11	0.00534422120728895	0.000148574981702248	-0.000240839735622787	0.0310748267246704
-0.83975	5.5e-05	8.4168921e-12	1.58547058e-11	0.00716922301923042	0.00013990994371532	-0.000147539610542739	0.0310211583342209
-0.83975	6e-05	7.63924079e-12	1.50554701e-11	0.00807741477833199	-0.000228889556207745	0.000713130900259773	0.0315495538017434
-0.83975	6.5e-05	8.22016841e-12	1.34064843e-11	0.00899731385419772	-0.000399014578144434	0.00116365147634725	0.0321309340210305
-0.83975	7e-05	8.95065805e-12	1.2274404e-11	0.00729972080411015	0.00116310883793272	0.000504484042311969	0.0321152349362235
-0.83975	7.5e-05	1.02072163e-11	1.05948352e-11	0.00621155699452103	0.00131396966252952	-0.00056216752978978	0.0320145595329694
-0.83975	8e-05	8.78884666e-12	9.32597789e-12	0.00604468756837232	0.00102106977554454	-0.000751381139307847	0.031716077307021
