# i3d_field_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "field"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 51	101
0	-0.0003	1.81956322656473	0.000644188734119047	-0.000544107242004652	0.0284381626290531
0	-0.000294	1.81503427724751	0.00464536447433013	-0.00245779851545289	0.0278600146543848
0	-0.000288	1.79540462995841	0.013873397921797	-0.016898035314567	0.0275739062923427
0	-0.000282	1.73869965744277	0.0266035355223423	-0.00566416661953362	0.0278693969157898
0	-0.000276	1.64789770649647	0.0401253611850888	0.00218468493354996	0.0272008746083944
0	-0.00027	1.56675796912733	0.054108057931435	-0.00556280689334105	0.0262121549697234
0	-0.000264	1.49112007035922	0.0673732017891224	-0.016948156986302	0.024887497894516
0	-0.000258	1.43478008446875	0.0794975765049237	-0.0223925330059614	0.0235869595998695
0	-0.000252	1.39724544135801	0.0887999498735089	-0.0160212957317889	0.0227846382163098
0	-0.000246	1.35561176486033	0.0970941308346358	-0.00329094175981189	0.0225594653273051
0	-0.00024	1.31138677962214	0.105888494848505	0.0134059228866511	0.0224739393626807
0	-0.000234	1.25803380362969	0.112740996156452	0.0228109651517347	0.0221204324061663
0	-0.000228	1.1923285112845	0.121182536854841	0.0235690838081484	0.0203721912823544
0	-0.000222	1.12553473450392	0.129947280162683	0.0104362370748434	0.0173128496429037
0	-0.000216	1.05711107500974	0.1400691725379	-0.00117575385086379	0.0134787044545076
0	-0.00021	0.994753228889251	0.147421977219648	-0.0109411447597035	0.00979542949070435
0	-0.000204	0.932671813559812	0.147258833625295	-0.012483084163642	0.00756269003855673
0	-0.000198	0.894175131882436	0.136781645895072	-0.0165842764929708	0.00547739167821085
0	-0.000192	0.872964605104946	0.115617059667644	-0.015632191696446	0.00419921213737865
0	-0.000186	0.867669280149571	0.0893352665015737	-0.00684985904218258	0.00334362263389906
0	-0.00018	0.8767049523089	0.062660009053192	-5.17131618903962e-05	0.0030892019622714
0	-0.000174	0.859304077317539	0.0416047476277571	0.0101983402981233	0.0027608348022165
0	-0.000168	0.809795230357391	0.0257582460647711	0.0116827972897874	0.00215862461752219
0	-0.000162	0.720167563287062	0.0154819169212129	0.0114849097977461	0.00168647981570272
