# qdac_Pg_set	qdac_bias_right_set	lockin1_conductance_7_0	lockin2_conductance_7_1	lockin3_conductance_7_2	lockin4_conductance_7_3
# "Plunger"	"DCbias_right"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 81	101
-1.505	0.00024	0.408505653636995	-0.0066959397878152	-0.0205342902762563	0.11519191282083
-1.505	0.000246	0.408241736184379	-0.00549119400627919	-0.0196973835995069	0.118310728311394
-1.505	0.000252	0.407505112519489	-0.00630931394346818	-0.0188190278944194	0.118527447321795
-1.505	0.000258	0.407071783871219	-0.00525111881400752	-0.0182801426710199	0.118729913826772
-1.505	0.000264	0.406296088853465	-0.00576269471294166	-0.0174154665809905	0.118622598921788
-1.505	0.00027	0.405393510448644	-0.00480344503872634	-0.0165978316856764	0.11909701152594
-1.505	0.000276	0.405250744766389	-0.0056336387230728	-0.0161986234668044	0.120960873767739
-1.505	0.000282	0.40484095519514	-0.00429200518388625	-0.0154765982103565	0.123320062493939
-1.505	0.000288	0.404146203014392	-0.00514881088092013	-0.0146782993585358	0.124578745679082
-1.505	0.000294	0.404546323210186	-0.00467338922673482	-0.0137989933952019	0.12544913288851
-1.505	0.0003	0.404273961461569	-0.00409619185232224	-0.012745873601224	0.125299388617734

-1.51	-0.0003	0.406504002599992	-0.000609500339337919	0.0128330649102596	0.161484659721714
-1.51	-0.000294	0.407873599361607	-0.00121850683501583	0.0101008554373643	0.15543939926509
-1.51	-0.000288	0.40901091202428	-0.000914219317998637	0.00944716467769774	0.149544047152132
-1.51	-0.000282	0.408129553774271	-0.000939557882225719	0.00971043608071455	0.139808930337745
-1.51	-0.000276	0.406900403796191	-0.0022846891744615	0.0127358350470856	0.150776686426822
-1.51	-0.00027	0.407139338333175	0.000758822805442918	0.0131834107204074	0.144871128951465
-1.51	-0.000264	0.406491795543171	0.00128445705535389	0.0133796301333718	0.14583660213314
-1.51	-0.000258	0.407446833652415	0.0047821688279681	0.0146012341091798	0.147150545219756
-1.51	-0.000252	0.408027653302836	0.00281950366967252	0.0155234356807053	0.149096148801188
-1.51	-0.000246	0.407386323409075	0.000427255531445866	0.0176145887249916	0.152710804875436
-1.51	-0.00024	0.407379804231223	-0.00269275615757387	0.0184801439747803	0.15438731723396
-1.51	-0.000234	0.40809625782283	-0.00115173530794163	0.0192487510204429	0.156316010323987
-1.51	-0.000228	0.408692040947102	0.000345005222624309	0.0200535006893477	0.152848396780354
-1.51	-0.000222	0.40930475644809	0.00453691643803045	0.0207471453591808	0.144587194561672
-1.51	-0.000216	0.410006552823964	0.00626166772829829	0.0211804247750136	0.145315450504488
-1.51	-0.00021	0.412420181094235	0.00720678282596271	0.0222167010731362	0.144979789259312
-1.51	-0.000204	0.41261168748132	0.00519883991955721	0.0246994506996986	0.144153198692106
-1.51	-0.000198	0.411071323184404	0.00648596966130561	0.0268109433698248	0.144421458609083
-1.51	-0.000192	0.41153453506613	0.00637355139204378	0.0284160346037823	0.144809623324607
-1.51	-0.000186	0.411806196752564	0.0058504308823722	0.0294804412762471	0.142269472637492
-1.51	-0.00018	0.41277357320231	0.00607392748877298	0.0298271528630788	0.138443588543875
-1.51	-0.000174	0.413157986100844	0.00567660953151511	0.03081805194239	0.133910088932876
-1.51	-0.000168	0.41378207733628	0.00593684284318498	0.0308296136444351	0.130342456279426
-1.51	-0.000162	0.415265825410867	0.00416525715900844	0.0293145385165733	0.123258534991166
-1.51	-0.000156	0.416305219098592	0.00521649660400658	0.0283738759586106	0.118938024456538
-1.51	-0.00015	0.416856680532831	0.00472205987484339	0.0270170331610998	0.115372568509533
-1.51	-0.000144	0.417174501551972	0.00631386697872508	0.02630047018052	0.108534483779898
-1.51	-0.000138	0.418280749639472	0.0052732758936323	0.0264812434560855	0.107821946064079
-1.51	-0.000132	0.419099191248456	0.00538142859779088	0.0269296531674189	0.105721588507424
-1.51	-0.000126	0.420434529499556	0.00693584372852374	0.0292641297150497	0.112050181750896
-1.51	-0.00012	0.421315318947575	0.00666442950231392	0.0302968811720176	0.116115164461434
-1.51	-0.000114	0.422371951270136	0.00712546876056687	0.0310913653179946	0.119761016345208
-1.51	-0.000108	0.423448797450696	0.00745811447503433	0.030495926747026	0.116763593253029
-1.51	-0.000102	0.425205257269756	0.00693652121479816	0.0297563278683668	0.114739748563008
-1.51	-9.6e-05	0.426637595697957	0.00641645862221196	0.0289930313293288	0.112828545691414
-1.51	-9e-05	0.427362362325372	0.00619028693664298	0.0276524892200394	0.110955560972048
-1.51	-8.4e-05	0.428488474251526	0.00596560831859865	0.0283040381401307	0.112850006485994
-1.51	-7.8e-05	0.43023395211671	0.00590976458880271	0.0292689534706921	0.115421221724794
-1.51	-7.2e-05	0.431821919561453	0.00644648267661771	0.0307144314221915	0.117611633673333
-1.51	-6.6e-05	0.432925104973803	0.00621684699279786	0.0310968836509843	0.116945977181337
-1.51	-6e-05	0.433886881020054	0.00684824018520757	0.0293873542642265	0.111795813378515
-1.51	-5.4e-05	0.436334505280459	0.00615131746663349	0.0272103553125936	0.108092327996537
-1.51	-4.8e-05	0.436848164226006	0.00567012043099171	0.0256001996832252	0.104622603376554
-1.51	-4.2e-05	0.437538016088931	0.00510452201627044	0.0224623120317146	0.0997328239708618
-1.51	-3.6e-05	0.438733782593117	0.00521321787171668	0.0198536183388434	0.0949794988942934
-1.51	-3e-05	0.439967132873818	0.00462838561769477	0.0171423145445495	0.0916751273901564
-1.51	-2.4e-05	0.44009511008015	0.00367717041006941	0.0155237980093351	0.0894328901410924
-1.51	-1.8e-05	0.440429338411753	0.00201294406689052	0.0143800960569697	0.0880663123262859
-1.51	-1.2e-05	0.441013045739395	0.0019615997068526	0.0133424511139098	0.0877958647660813
-1.51	-5.99999999999998e-06	0.440714169737572	-9.56596834817378e-05	0.0127774782289305	0.0875918012793399
-1.51	0	0.441789353296876	-0.00110834671050264	0.0103909788104625	0.0844786463187395
-1.51	5.99999999999998e-06	0.442189517230407	-0.00284723445750382	0.007906894036385	0.0794003083578406
-1.51	1.2e-05	0.442811420827313	-0.00277334454015179	0.0063124149297752	0.075017477297949
-1.51	1.8e-05	0.443309853778627	-0.00391308873585024	0.00483631166387437	0.0732012236700201
-1.51	2.4e-05	0.443542444159177	-0.00448126993818136	0.00327300375785416	0.0757380053839342
-1.51	3e-05	0.443538418877974	-0.00553520121164604	0.0026843814097441	0.078807341824048
-1.51	3.6e-05	0.443004808618298	-0.00623045414203602	0.000991835153047598	0.081881097307146
-1.51	4.2e-05	0.44261247644104	-0.00751225389272604	-0.00117857411780301	0.0837922290802523
-1.51	4.8e-05	0.442850098399604	-0.00754710922369186	-0.00405734167734335	0.0859079657789917
-1.51	5.4e-05	0.442228413561853	-0.00897786569387742	-0.00612539866396052	0.0872748662711861
-1.51	6e-05	0.441545299659424	-0.00884686953650875	-0.00764971248892034	0.0855106348340689
-1.51	6.6e-05	0.440619182201072	-0.0103566286886497	-0.00920725184967832	0.0816039719622424
-1.51	7.2e-05	0.439495214175711	-0.0102918648383196	-0.00974570227862812	0.0763763546025809
-1.51	7.8e-05	0.438769091185159	-0.00965608405111046	-0.0101698052090089	0.0723262314688028
-1.51	8.4e-05	0.438174314381188	-0.0108674354937698	-0.0105320101035201	0.0698228332123407
-1.51	9e-05	0.437221901428783	-0.0110549077468705	-0.0115937492172645	0.0699195489790509
-1.51	9.6e-05	0.435764886390048	-0.0108236497876262	-0.0118659277519759	0.0707771658121527
-1.51	0.000102	0.435196492579093	-0.0108111385115883	-0.0134779784299152	0.073490113075647
-1.51	0.000108	0.435027562662976	-0.0111413894388376	-0.0143691004083908	0.0753974438138886
-1.51	0.000114	0.432463643212297	-0.010695182410688	-0.0148481275742522	0.0761814409400636
-1.51	0.00012	0.430730897468187	-0.0107791154967211	-0.0156798044132541	0.076829350166333
-1.51	0.000126	0.430306319397525	-0.0105799215706838	-0.0169266756838443	0.0772556181814166
-1.51	0.000132	0.428841341318838	-0.0112640855358479	-0.0186030786618519	0.0810897004746177
-1.51	0.000138	0.428175553573698	-0.0096945756574486	-0.0202665239473953	0.0857083213352346
-1.51	0.000144	0.427200301629943	-0.0102800932594975	-0.0223365976688608	0.0952707400160376
-1.51	0.00015	0.426033543275614	-0.00913902126619693	-0.0238311937083392	0.1016731006365
-1.51	0.000156	0.424459182965076	-0.00858332741240176	-0.0266872375387621	0.111188052900408
-1.51	0.000162	0.423355560034416	-0.00756109989439615	-0.0286905812637792	0.117210124325194
-1.51	0.000168	0.421648234700758	-0.00778189544347992	-0.0300563004283487	0.122659667287641
-1.51	0.000174	0.419959591840547	-0.00772071659553865	-0.0304170238761373	0.127533520641616
-1.51	0.00018	0.419014835669975	-0.00803761058535259	-0.0312678289325024	0.131471401201234
-1.51	0.000186	0.418384268994425	-0.00720171432690915	-0.0313602596506151	0.132563342115837
-1.51	0.000192	0.417249756510009	-0.00776943475664175	-0.0304152327429804	0.131771458530682
-1.51	0.000198	0.416679918860443	-0.00688437733911847	-0.0293690436789953	0.129118403509455
-1.51	0.000204	0.414974431145969	-0.00747145910694424	-0.0276065814991194	0.125241295715909
-1.51	0.00021	0.413579063931066	-0.006022683965454	-0.0257402909719754	0.121315283128201
-1.51	0.000216	0.411461467723133	-0.00676600047285117	-0.024910088057604	0.121355327960479
-1.51	0.000222	0.41107880494482	-0.00656287015375317	-0.0242217484257689	0.122381716105199
