# i3d_field_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "field"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 26	101
0.5	0.0003	0.238108748656761	-0.000583446475166646	0.00330025497290683	0.0593783617065299
0.5	0.000294	0.237880227318641	-0.000356195024639579	0.00549556963732768	0.059164705399467
0.5	0.000288	0.240939188848028	-0.000450899824761918	0.00700289093302877	0.0591173100787093
0.5	0.000282	0.248008671691455	-0.000582978225223762	0.00684260631670658	0.059274995499428
0.5	0.000276	0.254172229018682	-0.000724041905770394	0.00719715172055752	0.058828048775472
0.5	0.00027	0.258611769287049	-0.00134511377400358	0.0075056649809011	0.059627682088675
0.5	0.000264	0.265608359808898	-0.00168464885973543	0.00920499925943437	0.0589324267665684
0.5	0.000258	0.274352637703329	-0.00227901001496987	0.0076121649879484	0.0590077364296621
0.5	0.000252	0.282629875348608	-0.00238815587556828	0.00289440588544245	0.0589810252908664
0.5	0.000246	0.29351257582521	-0.00280804947038145	-0.00084438782307475	0.058341522088902
0.5	0.00024	0.302929663814528	-0.00282284546769228	-0.0024790531916003	0.0574553291464667
0.5	0.000234	0.314683812490681	-0.00317520442346922	-0.00316219067270908	0.0567506013227483
0.5	0.000228	0.32479895598741	-0.00364300213623786	-0.00128994231777533	0.0562201959563368
0.5	0.000222	0.337634916792042	-0.0035662893026424	0.00274614186341709	0.0555171143346052
0.5	0.000216	0.346545696312547	-0.00382693621592563	0.00654829838986143	0.0550366693028791
0.5	0.00021	0.35887456111071	-0.00424464131154815	0.00652991055349783	0.0543459861575142
0.5	0.000204	0.364953719121719	-0.0044156310298556	0.00484964945935515	0.0544426472332611
0.5	0.000198	0.363006956079183	-0.00494464348158353	0.00575923481645431	0.0533675019597446
0.5	0.000192	0.357631278934172	-0.00496010841963238	0.00837528241320092	0.0524241568033403
0.5	0.000186	0.351256613901588	-0.00500495855173108	0.00793966905399343	0.0516187207608502
0.5	0.00018	0.33454504384003	-0.00511958155646785	0.0053709070528942	0.0503540981225356
