# i3d_field_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "field"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 22	101
0.42	-0.0003	1.0160755880575	0.00886032286703108	0.00881169152815511	0.0813189328117028
0.42	-0.000294	1.02022327467379	0.00851172238732735	-0.00267172656939918	0.0802618027903369
0.42	-0.000288	1.03946973412033	0.00936909242825034	-0.00565326565493432	0.0802342986290507
0.42	-0.000282	1.06649738283662	0.0101847030687379	-0.0115081070338147	0.0798536648800709
0.42	-0.000276	1.09180449284213	0.0114187191928312	-0.0123006400750388	0.0786280971659554
0.42	-0.00027	1.10399291085676	0.0125853702203441	-0.0147846024776456	0.079151693489826
0.42	-0.000264	1.12590085870958	0.0143647688721222	-0.00926512325228036	0.0781666354185433
0.42	-0.000258	1.14324004211588	0.0159193391889037	0.00324874209583047	0.0792810215674132
0.42	-0.000252	1.14908735354626	0.0183011303863011	0.0172721416791142	0.0788199153124366
0.42	-0.000246	1.15234956915586	0.0202847196811339	0.0246520417079618	0.0799851532589275
0.42	-0.00024	1.14560864865742	0.0223149249473271	0.0215031502050498	0.0787134371817746
0.42	-0.000234	1.13077283067375	0.0225865552036639	0.0126600263260748	0.0784581664049766
0.42	-0.000228	1.10547840902808	0.0222225899389873	-0.00353745204542756	0.0775908200206216
0.42	-0.000222	1.0800187764424	0.0221841120052726	-0.0123824853277364	0.0772931581614709
0.42	-0.000216	1.05802174769121	0.0211090733799565	-0.0105351008351834	0.0791295490570313
0.42	-0.00021	1.01884112081252	0.0204778668208406	-0.0123058193235866	0.0791252612742381
0.42	-0.000204	0.990002802452526	0.0189740033707451	-0.00988571289873608	0.080582456795736
0.42	-0.000198	0.956988533102812	0.0188372154243961	-0.00627144239777562	0.0794099668082576
0.42	-0.000192	0.92222187292949	0.0182560594387629	-0.00478481143409793	0.0794436948190129
0.42	-0.000186	0.883743217448093	0.0184026740111218	0.00122151057356478	0.0789257809033707
0.42	-0.00018	0.846309906053774	0.0191809941988694	0.0117770943420123	0.0799764901849811
0.42	-0.000174	0.807547031786287	0.0200714968004832	0.0197451508188147	0.0800317664939781
0.42	-0.000168	0.77526229814511	0.0195483503126628	0.0203713804864167	0.0794077627551571
0.42	-0.000162	0.738914671007923	0.0180268202654836	0.0133290121397947	0.0789992420081485
0.42	-0.000156	0.708899356092662	0.017217909970099	0.0049061751189635	0.0768711451164818
0.42	-0.00015	0.67185750181549	0.0176305120429827	-0.00239261764506005	0.0775661324521638
0.42	-0.000144	0.635676966975236	0.0176841558223813	-0.00477934574095488	0.0758386206283033
0.42	-0.000138	0.593036098898518	0.0170896428993128	-0.00305744727583812	0.0780696844804564
0.42	-0.000132	0.564808570897873	0.0180619798156665	-0.00415839752585841	0.0770974241321559
0.42	-0.000126	0.542249711274806	0.0194181922967135	-0.00485419976018133	0.0776249363388603
0.42	-0.00012	0.536837959868965	0.0221133895579371	-0.00473015415995333	0.0763143622254457
0.42	-0.000114	0.540780795460859	0.0251505484802142	-0.00132799383154863	0.0761864123634208
0.42	-0.000108	0.550329251482136	0.0247378630056668	0.00454269387060357	0.0764293831066464
0.42	-0.000102	0.552939986519497	0.0230069603310451	0.0110185279011349	0.0747283472525537
0.42	-9.6e-05	0.542989091403706	0.0190722491215562	0.0144968711573349	0.0754659444367904
0.42	-9e-05	0.51430627080006	0.0167253330806282	0.0149789473527359	0.0731686496425825
0.42	-8.4e-05	0.486141878223084	0.0164874882604408	0.0153021882463339	0.0747568905444904
0.42	-7.8e-05	0.456803245531364	0.0164647654695941	0.0138937854019361	0.0746710637783937
0.42	-7.2e-05	0.425172967638615	0.0152790374977015	0.00945910716607364	0.0744345356461412
0.42	-6.6e-05	0.394300621088022	0.0119921821894423	0.0114829627940521	0.075115926772657
0.42	-6e-05	0.363656642769979	0.00862931922158798	0.0141278961865664	0.0744945646146424
0.42	-5.4e-05	0.337734410865792	0.00634835519551373	0.0141978447545405	0.0756161809262352
0.42	-4.8e-05	0.317619981544299	0.00289385282175537	0.0120405441747958	0.0738631611671192
0.42	-4.2e-05	0.307213618804091	7.83368177607719e-05	0.0132510239779088	0.075173368848966
0.42	-3.6e-05	0.308072663080024	-0.00278493478353691	0.0118637660854877	0.0735180383594642
0.42	-3e-05	0.313391177069585	-0.00549829974946849	0.00937858338732817	0.0742721905426699
0.42	-2.4e-05	0.317493010658268	-0.00380236247269739	0.00719348126327445	0.0735884367609046
0.42	-1.8e-05	0.322502388576201	-0.0011690476093172	0.00894580644621768	0.0736912451168929
0.42	-1.2e-05	0.323447604180931	0.00048076937692638	0.0107038242903887	0.0738720265973948
0.42	-5.99999999999998e-06	0.321760864569998	0.00277449835176007	0.010354525815358	0.0734667873152276
0.42	0	0.310701774332712	0.00284491863052533	0.0135884667865558	0.0751267884289632
0.42	5.99999999999998e-06	0.293695878567808	0.00319293870106035	0.0110710922148571	0.0733810589942741
0.42	1.2e-05	0.281776803364383	0.00247347572340473	0.00983823144047466	0.0750062218657678
0.42	1.8e-05	0.278013770298139	0.000981889402964854	0.00849292231668319	0.0745537896215209
0.42	2.4e-05	0.292268593609979	-0.0016347825270546	0.00857665578011321	0.0748279999308019
0.42	3e-05	0.32068616231372	-0.00502155286110708	0.00975331733249901	0.0738517252545244
0.42	3.6e-05	0.349626709295628	-0.00610708192608403	0.0134598852419088	0.072658551087433
0.42	4.2e-05	0.37638193063321	-0.00547221516409382	0.0169696246161362	0.0734394581659633
0.42	4.8e-05	0.391419405682455	-0.00480994644501009	0.0192412583378078	0.0714960859819394
0.42	5.4e-05	0.406461824810751	-0.00449600816808885	0.019025615375574	0.0729093700085481
0.42	6e-05	0.419413599526122	-0.00787678110863546	0.0135263445170322	0.0726581955949974
0.42	6.6e-05	0.442178228994923	-0.0107317488899522	0.010858064171497	0.074137448043279
0.42	7.2e-05	0.460309120974357	-0.0116638796332199	0.011007651205812	0.0753062026283371
0.42	7.8e-05	0.47782195961667	-0.0120827014531045	0.0158654520338966	0.0775199840891264
0.42	8.4e-05	0.486312164478848	-0.0115521128718488	0.0184535080348258	0.0801636486487096
0.42	9e-05	0.488292289079431	-0.012203209221929	0.017889516855338	0.0791352588095668
0.42	9.6e-05	0.497633925196936	-0.0126298833184129	0.0118818989245011	0.0805161383500192
0.42	0.000102	0.524108712378116	-0.0129840629754195	0.00470357530361834	0.0797964962585781
0.42	0.000108	0.564725571659039	-0.0137637900922484	0.000805815718253408	0.0813272896134363
0.42	0.000114	0.602757903897688	-0.0136114083417253	-0.00032819360133788	0.0810747315159318
0.42	0.00012	0.640046218209996	-0.0140547563918436	-0.00211759961621091	0.08163090186724
0.42	0.000126	0.678364781875337	-0.0148968655608588	-0.00247570233526496	0.0821024267777273
0.42	0.000132	0.713741357347901	-0.0156358054116492	-0.00205250505543047	0.0836183113356035
