# i3d_field_set	qdac_bias_left_set	lockin1_conductance_3_0	lockin2_conductance_3_1	lockin3_conductance_3_2	lockin4_conductance_3_3
# "field"	"DCbias_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 29	101
0.58	-0.0003	0.89820451066785	0.00517262168297963	0.0112117502410922	0.125378296957015
0.58	-0.000294	0.900711988894129	0.00508477202938929	0.010207343139121	0.125168961247793
0.58	-0.000288	0.906546174446349	0.00447566854248384	0.0141024073925609	0.125162135795379
0.58	-0.000282	0.913001213560928	0.00382349580293245	0.00656948709484358	0.125465365210091
0.58	-0.000276	0.928998758297432	0.00307179993339772	-0.000426663286497826	0.124608880482042
0.58	-0.00027	0.943252837832844	0.00365494086462471	-0.000917087952392079	0.125737125358111
0.58	-0.000264	0.961324094629048	0.00270084873334163	-0.00276816768426029	0.125006156738351
0.58	-0.000258	0.976170675807447	0.00191371575615167	0.00365229518205479	0.125355042295082
0.58	-0.000252	0.981802810537017	0.0020497581942262	0.0110525061232232	0.126215071008354
0.58	-0.000246	0.987475722931464	0.0030624470692957	0.0124884110782603	0.125427737724026
0.58	-0.00024	0.99102767018471	0.00228244342057621	0.0182229931910118	0.124741637694535
0.58	-0.000234	0.986802278427981	0.00278756816081627	0.0234946218561594	0.124724038094175
0.58	-0.000228	0.976363276037286	0.00225003192797267	0.0228132362001494	0.1263316068337
0.58	-0.000222	0.960620373111536	0.0013190352561007	0.0154020815669345	0.125122156590847
0.58	-0.000216	0.939671576148133	0.000283974211664319	0.00542254947964486	0.124837598722194
0.58	-0.00021	0.899546324359065	-0.000461350613110393	0.0108160224279949	0.124070063622934
0.58	-0.000204	0.859086537933295	-0.00202173583445425	0.0050375476193598	0.12488067344511
0.58	-0.000198	0.801935373435098	-0.00411164277573834	-0.00179770274240166	0.125403247043505
0.58	-0.000192	0.739577352293196	-0.00744071586414033	-0.00388782656815493	0.124922260568189
0.58	-0.000186	0.676221721495725	-0.0105179811491415	0.000557069249753234	0.125903473852777
0.58	-0.00018	0.617940857308483	-0.0119539941190072	0.00774212133041285	0.125071086029373
0.58	-0.000174	0.577895104517809	-0.0126806599162532	0.0133807581376011	0.125070495365561
