# qdac_RB_set	qdac_bias_right_set	dmm1_curr	dmm2_curr	lockin1_conductance	lockin2_conductance	lockin3_conductance	lockin4_conductance
# "Right Barrier"	"DCbias_right"	"current_right"	"current_left"	"Conductance dIL/dVL"	"Conductance dIR/dVL"	"Conductance dIL/dVR"	"Conductance dIR/dVR"
# 201	121
-0.87	-0.000145	1.42526514e-10	-4.77802676e-10	0.238347201923604	-0.000345315316975196	0.00632299560940802	0.0206113186092708
-0.87	-0.00014	1.37229272e-10	-4.76916185e-10	0.240505707075396	0.00110218763645791	0.00681201552552059	0.0217541263619208
-0.87	-0.000135	1.31060075e-10	-4.74199802e-10	0.239438442794817	0.00134372598697075	0.00676894695642361	0.0214339905561584
-0.87	-0.00013	1.27473826e-10	-4.74690578e-10	0.238270240587783	0.00153574495158445	0.00675249655312911	0.0205857860624947
-0.87	-0.000125	1.23522701e-10	-4.72917699e-10	0.239909136399374	-0.000187216230196932	0.00631145441712003	0.0208407861182025
-0.87	-0.00012	1.19093332e-10	-4.72928208e-10	0.244308073991397	0.000855991739388591	0.0068989231243916	0.0216054513017081
-0.87	-0.000115	1.14201193e-10	-4.70321491e-10	0.240752604642937	0.00254061333898032	0.00652884954575728	0.0212224740382588
-0.87	-0.00011	1.09637557e-10	-4.68569169e-10	0.243615028193131	0.00177274821232592	0.00675603985339413	0.0194154372317473
-0.87	-0.000105	1.05720847e-10	-4.69390879e-10	0.244608831368932	0.00147004742125475	0.00497492868598474	0.0173187521816131
-0.87	-0.0001	1.03020909e-10	-4.67463233e-10	0.242088686693956	0.000978425233615343	0.00478322231549568	0.0171305286090853
-0.87	-9.5e-05	9.87125307e-11	-4.64513251e-10	0.239442249293375	0.00095238935765728	0.00550321682222756	0.0160309350407211
-0.87	-9e-05	9.90217821e-11	-4.63184394e-10	0.241121704038876	0.00125819258763572	0.00394326148174393	0.0149249084296598
-0.87	-8.5e-05	9.62700823e-11	-4.63040108e-10	0.244061417065973	0.00125804688708553	0.00434460812319812	0.0149152445099115
-0.87	-8e-05	9.35496781e-11	-4.61351025e-10	0.242312154585193	0.00117417515767502	0.00444730880697795	0.0161498827452973
-0.87	-7.5e-05	8.97578318e-11	-4.61120343e-10	0.24015688714876	0.00134052459131558	0.00358575489581001	0.0167731741330887
-0.87	-7e-05	8.5675065e-11	-4.64729377e-10	0.240819677825356	-0.000465602120881419	0.00322615500749127	0.0163160056382709
-0.87	-6.5e-05	8.16418643e-11	-4.58563981e-10	0.23948843047146	0.000583217114284774	0.00318149150887425	0.0151494728804652
-0.87	-6e-05	8.01190255e-11	-4.5820681e-10	0.242589722928543	0.00172006426179866	0.00197145384932528	0.0143866439509246
-0.87	-5.5e-05	7.6572728e-11	-4.57327181e-10	0.245572751325372	-6.12374218524971e-05	0.00256786848497974	0.0151114010283857
-0.87	-5e-05	7.30031276e-11	-4.5535428e-10	0.242760534220372	-0.00039184128302536	0.00290410501284769	0.0143270237996639
-0.87	-4.5e-05	6.94837425e-11	-4.54804326e-10	0.244891190657575	0.00104004853222757	0.00315326610835513	0.0130139065491767
-0.87	-4e-05	6.70196528e-11	-4.54616996e-10	0.24415546390757	0.000585133482395216	0.00234707925963989	0.0123032884920395
-0.87	-3.5e-05	6.21034147e-11	-4.52588776e-10	0.244191035010598	0.000145147162696876	0.00158344893429861	0.012361683562435
-0.87	-3e-05	6.03181633e-11	-4.53808068e-10	0.249994287285419	0.000427087527181878	0.00237274665418195	0.0128815663579217
-0.87	-2.5e-05	5.66328806e-11	-4.52766086e-10	0.247128604146299	0.00141482289755074	0.0019002914803122	0.0131807076119737
-0.87	-2e-05	5.33076901e-11	-4.5191025e-10	0.246625839669756	-0.000296793616617308	0.00183433519264329	0.0129357816598827
-0.87	-1.5e-05	5.14926837e-11	-4.50463093e-10	0.24846634880448	-9.77155246120746e-05	0.00304056310337037	0.0146579173472581
-0.87	-9.99999999999997e-06	4.75083541e-11	-4.50336268e-10	0.251441195406899	8.51481634482496e-05	0.00300836268429473	0.0155016522096775
-0.87	-5.00000000000001e-06	4.33888906e-11	-4.49806162e-10	0.252595571697084	0.00218634566341849	0.00258444467810043	0.0151752337626588
-0.87	0	3.96112361e-11	-4.49426782e-10	0.250029661498161	0.000931613741462351	0.00263847949917812	0.015194009222252
-0.87	5.00000000000001e-06	3.64405833e-11	-4.49154504e-10	0.245466825572734	0.000195875350435131	0.00240011015692536	0.0160982119479764
-0.87	9.99999999999997e-06	3.38582621e-11	-4.48402248e-10	0.244148200929799	-5.61655914209303e-06	0.00192853123723854	0.0172756268704363
-0.87	1.5e-05	2.99423394e-11	-4.48702089e-10	0.244365805934744	0.00227296852684845	0.0020525571829207	0.0184923236858846
-0.87	2e-05	2.54768654e-11	-4.49434094e-10	0.245375032004461	0.000525794691441006	0.0020889814651168	0.018121322409173
-0.87	2.5e-05	2.2288243e-11	-4.48552254e-10	0.24390338162356	0.00130867992085368	0.00105006982442938	0.0178583524911775
-0.87	3e-05	1.78440142e-11	-4.49456414e-10	0.246732946750019	0.00200906185231918	0.00106538897647266	0.0189112494188343
-0.87	3.5e-05	1.26673701e-11	-4.47683249e-10	0.246092295035477	0.00237755485769974	0.000722648991439202	0.0190490792307344
-0.87	4e-05	7.98518903e-12	-4.48976378e-10	0.250586788942501	0.00149702757348973	-0.00099300434652746	0.0200181798004709
-0.87	4.5e-05	3.76430469e-12	-4.47781228e-10	0.249274836611175	0.00205977299182034	-0.000915018833710884	0.0213947619870352
-0.87	5e-05	-1.28581809e-12	-4.49250244e-10	0.244802350410713	0.00172034250286693	-0.00211457878668309	0.0229657232308355
-0.87	5.5e-05	-6.32776114e-12	-4.50213842e-10	0.241869178435034	0.00159609112724964	-0.00270073730020453	0.0241635160625746
-0.87	6e-05	-1.18112816e-11	-4.49485461e-10	0.246762392446373	-0.000662423178973172	-0.00327640451979329	0.0242585473429189
-0.87	6.5e-05	-1.75139777e-11	-4.51866548e-10	0.251656678398711	0.00125985827391537	-0.00327302084888001	0.0228195899405975
-0.87	7e-05	-2.06829944e-11	-4.53564072e-10	0.246578411533951	0.000358297492081657	-0.00388034755828412	0.0223743277011281
-0.87	7.5e-05	-2.53970395e-11	-4.53244743e-10	0.244367709184023	0.00158740515281595	-0.00412090915966959	0.020914258161173
-0.87	8e-05	-2.98154342e-11	-4.54049462e-10	0.243715703594506	0.00179924862091853	-0.00271576470937295	0.0198878727511182
-0.87	8.5e-05	-3.45619725e-11	-4.55209134e-10	0.246685081086507	0.000659794715447715	-0.00303896338830296	0.0188181227562764
-0.87	9e-05	-3.82061364e-11	-4.56217299e-10	0.244261192769921	0.000362023260163585	-0.00359200438108972	0.0180747720672034
-0.87	9.5e-05	-4.24948938e-11	-4.58359507e-10	0.241057037263538	-0.000761924475275399	-0.00361043699578224	0.0184439370894802
-0.87	0.0001	-4.64345943e-11	-4.57374013e-10	0.245238741748226	0.000457565133433387	-0.00268932343551648	0.0195142189554076
-0.87	0.000105	-5.06629686e-11	-4.59549227e-10	0.245996257436242	0.00073897522912318	-0.00346813003237787	0.0210863041016736
-0.87	0.00011	-5.56955103e-11	-4.60965901e-10	0.246953986355911	-0.000152441857129689	-0.00365368672907667	0.0212244825695801
-0.87	0.000115	-6.04926013e-11	-4.62529047e-10	0.241000858550124	0.000377509134668581	-0.00370133431157936	0.0226767777676173
-0.87	0.00012	-6.57078677e-11	-4.62830586e-10	0.24209185877922	0.00112303418018224	-0.00442850702732046	0.0242664392707602
-0.87	0.000125	-7.09383783e-11	-4.63844989e-10	0.245933231394499	0.00113678284270473	-0.00507665415902166	0.0244189372398739
-0.87	0.00013	-7.26001546e-11	-4.70814051e-10	0.245959505010286	0.000938642660608167	-0.0054218696004793	0.0240093308728993
-0.87	0.000135	-7.62824585e-11	-4.66220142e-10	0.239304887091442	-0.000701561208631344	-0.0054165457623011	0.0224989878929053
-0.87	0.00014	-8.09906603e-11	-4.66877679e-10	0.239774311864713	0.000488201557539524	-0.00503429110546457	0.0232021064309784
-0.87	0.000145	-8.59541476e-11	-4.69746957e-10	0.241591741351875	0.000192742233216571	-0.00506515364329908	0.023934070430498
-0.87	0.00015	-9.18000928e-11	-4.70758821e-10	0.240254456094967	0.000586225595606436	-0.00542498665230081	0.0245076653692047
-0.87	0.000155	-9.60826364e-11	-4.72300002e-10	0.242490403866815	7.25768606780699e-05	-0.00637399097204086	0.0251142828031269
-0.87	0.00016	-1.05351348e-10	-4.74423644e-10	0.243036527460223	0.00111365969592007	-0.0057738045292294	0.0263179111768518
-0.87	0.000165	-1.12629393e-10	-4.76686606e-10	0.241125466785604	0.00140490098937365	-0.00790784497818032	0.0277073444083845
-0.87	0.00017	-1.18945192e-10	-4.82650243e-10	0.237839296482423	0.000584468643561661	-0.00756942524935431	0.0274192124755348
-0.87	0.000175	-1.25743285e-10	-4.80410325e-10	0.234749554790601	0.000504006435053693	-0.00723899931031794	0.0276790499602131
-0.87	0.00018	-1.30373055e-10	-4.81589101e-10	0.231989666143928	0.00247113169629702	-0.0077138282498091	0.0290505827899133
-0.87	0.000185	-1.37768078e-10	-4.83329418e-10	0.234415742103742	0.000569461828995058	-0.00774554020879521	0.0298982294343426
-0.87	0.00019	-1.44416558e-10	-4.8452941e-10	0.24015767470051	5.15872868719277e-05	-0.0085345053382336	0.0303301361030047
-0.87	0.000195	-1.50857375e-10	-4.86706573e-10	0.235796845878788	0.000270099524569429	-0.00810835901083688	0.0295014836829613
-0.87	0.0002	-1.56312788e-10	-4.87960769e-10	0.233881672433397	-0.000115209033020826	-0.00816347808337324	0.0289774607700472
-0.87	0.000205	-1.6267908e-10	-4.89476873e-10	0.232178175476563	0.00163310026257525	-0.0079644489144794	0.0289379464398777
-0.87	0.00021	-1.69639815e-10	-4.90809868e-10	0.231813079474166	0.0018982250107238	-0.00732621796530496	0.0273345123465694
-0.87	0.000215	-1.74810669e-10	-4.91924022e-10	0.234769221710781	0.000770579685965923	-0.00704590276004586	0.0266210366789686
-0.87	0.00022	-1.7909074e-10	-4.9410954e-10	0.233303959252239	0.000855058401304315	-0.00688009981026424	0.0258120894667727
-0.87	0.000225	-1.85141669e-10	-4.98732387e-10	0.233388577341706	-3.32478246904502e-06	-0.00687163636033027	0.0273179464079985
-0.87	0.00023	-1.91487369e-10	-4.97186901e-10	0.234298593736319	0.00123832595488723	-0.0066500218117817	0.0283683521558199
-0.87	0.000235	-1.98315841e-10	-4.97491565e-10	0.228173954595313	0.00187627456104196	-0.00584551483493656	0.0278613545865076
-0.87	0.00024	-2.05123664e-10	-4.9853584e-10	0.22930496683929	0.000780251467701622	-0.00541426172457712	0.0269144517729613
-0.87	0.000245	-2.08498532e-10	-4.99435231e-10	0.233011339912584	0.000282603878793298	-0.0049183736302479	0.026865694644635
-0.87	0.00025	-2.14919071e-10	-5.00253658e-10	0.232843285056577	-0.000609896721742394	-0.00585113503034439	0.0276104235497401
-0.87	0.000255	-2.2122676e-10	-5.02841253e-10	0.23536192025815	-0.000168861667873624	-0.00567309836204419	0.0274563860259004
-0.87	0.00026	-2.27731304e-10	-5.05658766e-10	0.234738485304877	0.0006921368614226	-0.00595526827990879	0.0263834994959779
-0.87	0.000265	-2.32583102e-10	-5.04940361e-10	0.230540307858839	0.000189802030359703	-0.00621061152182203	0.0252498866869506
-0.87	0.00027	-2.36970668e-10	-5.05915656e-10	0.232463225566235	0.00166676007985603	-0.00554836091936946	0.0256199978659451
-0.87	0.000275	-2.42284536e-10	-5.05850182e-10	0.23258175214687	-0.000576298474699111	-0.00556804664395773	0.0272909372014565
-0.87	0.00028	-2.49368535e-10	-5.07691219e-10	0.230575638315052	-0.000855088652315296	-0.00635915395615525	0.028975275859606
-0.87	0.000285	-2.85926536e-10	-5.142197e-10	0.230656406154129	0.000747482773790136	-0.00637215198294049	0.0310868615041349
-0.87	0.00029	-2.90982827e-10	-5.14392794e-10	0.23280946406907	0.000784677517086086	-0.00609013588426151	0.0311814060337318
-0.87	0.000295	-2.9734333e-10	-5.16583862e-10	0.230754062608696	0.000912709843208499	-0.00552536604033467	0.0318826773796473
-0.87	0.0003	-3.03924585e-10	-5.1750088e-10	0.228154506434288	0.00200978104048243	-0.00660453931374686	0.0333647546242842

-0.86975	-0.0003	2.98049307e-10	-5.12145258e-10	0.231109401717881	-0.000974603606544817	0.000604093738156338	0.0213814474352726
-0.86975	-0.000295	2.94468537e-10	-5.12274455e-10	0.232368850578859	0.00140125266479499	0.000366840436433537	0.0231569780578114
-0.86975	-0.00029	2.8837281e-10	-5.10727914e-10	0.234772918832111	0.000213118817904831	0.000613692968710715	0.0234538633038748
-0.86975	-0.000285	2.83320057e-10	-5.13604899e-10	0.23643301292025	0.00154963871646958	0.000893743392003946	0.0224987417828661
-0.86975	-0.00028	2.78344278e-10	-5.11617862e-10	0.23094830357213	0.000642006558648834	0.00138496513820304	0.021981186094325
-0.86975	-0.000275	2.75067509e-10	-5.12843495e-10	0.228963803670998	0.00118348016714897	0.00139957373302786	0.0218752165907956
-0.86975	-0.00027	2.69601204e-10	-5.1040737e-10	0.231949063458188	0.00125008932994744	0.00101149438684883	0.0215220350468044
-0.86975	-0.000265	2.65765441e-10	-5.09246459e-10	0.225844266254081	0.000716567382259226	0.00249955073754373	0.0226578464386614
-0.86975	-0.00026	2.60426481e-10	-5.08206993e-10	0.228198893740323	-0.000196621563690514	0.00227553883830399	0.023032293255453
-0.86975	-0.000255	2.55435522e-10	-5.07146113e-10	0.232924621683551	0.000377130484158202	0.0035421083101066	0.0221513957808607
-0.86975	-0.00025	2.51142091e-10	-5.06352996e-10	0.237026192747155	0.000898923751471424	0.00477206054267541	0.0226136382435935
-0.86975	-0.000245	2.4595961e-10	-5.08411389e-10	0.235323723984187	0.00227592184699096	0.00503064355012513	0.0221731546403678
-0.86975	-0.00024	2.40029736e-10	-5.06666446e-10	0.23426949806401	0.00108512272692859	0.00507440977230476	0.0211093153882323
-0.86975	-0.000235	2.35663936e-10	-5.03975617e-10	0.235348138097829	-0.000329179045485128	0.0049756899180462	0.0203427237096154
-0.86975	-0.00023	2.3320727e-10	-5.02204737e-10	0.235773372450654	0.00101653024214122	0.00468948892356395	0.021003633013317
-0.86975	-0.000225	2.27790597e-10	-5.01560686e-10	0.237948481823986	0.0015480950597452	0.00557269333787089	0.0216886829744346
-0.86975	-0.00022	2.22811019e-10	-5.01390594e-10	0.234430049300128	0.0016508075363183	0.00591837912302179	0.0223131789333341
-0.86975	-0.000215	2.17359767e-10	-4.9892612e-10	0.232618373317333	0.000520569980921427	0.00636866200654081	0.0220088379219166
-0.86975	-0.00021	2.1399621e-10	-4.98309712e-10	0.235204650489221	0.00158938052750297	0.00659565474222145	0.0205617903357789
-0.86975	-0.000205	2.08193198e-10	-4.97331279e-10	0.235231602270134	0.00185269277794893	0.00668166814161192	0.0214143646498552
-0.86975	-0.0002	2.038518e-10	-4.96378831e-10	0.232101214140742	0.00161308844196177	0.00638882115102754	0.0213306817756249
-0.86975	-0.000195	1.99021507e-10	-4.94747379e-10	0.236509317964512	0.000879774512276568	0.00650097553609811	0.0202897293872258
-0.86975	-0.00019	1.96052178e-10	-4.93807018e-10	0.239279882316337	0.00282059561201999	0.00545649488692033	0.020479033108979
-0.86975	-0.000185	1.90284649e-10	-4.93301538e-10	0.238335454272753	0.00156570337678733	0.00588386014230206	0.0212138765953475
-0.86975	-0.00018	1.87230169e-10	-4.90753292e-10	0.236593301635986	0.000524480181936599	0.00613395987407937	0.0213180672700709
-0.86975	-0.000175	1.81046454e-10	-4.88573381e-10	0.23903200030676	0.00099211484681008	0.00642307009420604	0.02043037852615
-0.86975	-0.00017	1.76178722e-10	-4.88121884e-10	0.236469896606396	0.00216516123115757	0.00723366966126894	0.0199823352440355
-0.86975	-0.000165	1.73396018e-10	-4.8598685e-10	0.23611904217029	0.00202678365342714	0.00637335997320264	0.0213245673090219
-0.86975	-0.00016	1.68144925e-10	-4.84529191e-10	0.238001444700305	0.00143741323328773	0.00666797417038153	0.0215179810678203
-0.86975	-0.000155	1.63263322e-10	-4.85380064e-10	0.240420563949863	-0.000466977046952423	0.00659173338958662	0.0213328735220254
-0.86975	-0.00015	1.5794529e-10	-4.8348774e-10	0.236102284814992	0.00152409967513276	0.00676142351032722	0.0212828379884988
-0.86975	-0.000145	1.5392334e-10	-4.80995186e-10	0.234611383158654	0.00182552616323694	0.00720489940054279	0.0227946507922993
-0.86975	-0.00014	1.50038517e-10	-4.80356425e-10	0.238394651937674	0.000687452909299545	0.00836238966634376	0.024220766721217
-0.86975	-0.000135	1.43045653e-10	-4.78486171e-10	0.239367956885016	0.0010539593026362	0.00892091583647242	0.0243630073716347
-0.86975	-0.00013	1.3792363e-10	-4.75295058e-10	0.241064147107551	-1.16255817742524e-05	0.00953875315239265	0.0231343167948269
-0.86975	-0.000125	1.32743478e-10	-4.74176387e-10	0.241310716529312	0.000134847298344808	0.0106195849340218	0.0219118897175557
-0.86975	-0.00012	1.27849804e-10	-4.73737554e-10	0.240386327312915	0.000277984893723235	0.0101554761369419	0.0214541565375441
-0.86975	-0.000115	1.23200748e-10	-4.74127466e-10	0.241870556652945	0.00121651266026615	0.0091489989764919	0.0202515249092668
-0.86975	-0.00011	1.2022926e-10	-4.72072936e-10	0.240066056144259	6.05233756780264e-06	0.00872304201705456	0.0199693105550827
-0.86975	-0.000105	1.15924152e-10	-4.69017864e-10	0.239474473299118	0.00148164535571659	0.00698162429313038	0.019951099781153
-0.86975	-0.0001	1.11397752e-10	-4.72183243e-10	0.243122830039814	0.000518194848343049	0.00773193374310601	0.0190912529163321
-0.86975	-9.5e-05	1.07889334e-10	-4.66865292e-10	0.240568820620801	0.000479333735171516	0.00766891317210346	0.0176028957646347
-0.86975	-9e-05	1.03561325e-10	-4.6429291e-10	0.243141096868516	0.00197544578794992	0.00689218586294716	0.0161412989752442
-0.86975	-8.5e-05	1.00624012e-10	-4.63266592e-10	0.246207015117555	0.00227943558021676	0.006271551779937	0.0155495233425201
-0.86975	-8e-05	9.77531377e-11	-4.62945726e-10	0.245227519133442	0.00101679933948553	0.00623525533797906	0.01651040793899
-0.86975	-7.5e-05	9.32339067e-11	-4.6126658e-10	0.241052421334965	0.00196638039390758	0.00539066455998833	0.015580836739849
-0.86975	-7e-05	8.98726429e-11	-4.60209459e-10	0.246030275309337	0.00126320605376364	0.00421740547832008	0.0163683012820195
-0.86975	-6.5e-05	8.64246541e-11	-4.59328924e-10	0.244437932573441	0.00297583856217899	0.00339700799806176	0.0168330814124937
-0.86975	-6e-05	8.32028029e-11	-4.60434066e-10	0.24870801790372	0.00301760650810381	0.0046713673646116	0.0167867033474107
-0.86975	-5.5e-05	7.88234137e-11	-4.58897621e-10	0.243885705456321	0.00107253043967531	0.00461478086120681	0.015448015266708
-0.86975	-5e-05	7.5161069e-11	-4.56126595e-10	0.24299292770124	0.00163107942586942	0.00368522538566487	0.0140353246390472
-0.86975	-4.5e-05	7.30656363e-11	-4.55381123e-10	0.245369169118168	0.00193457699810467	0.00302520857299426	0.013083403915647
-0.86975	-4e-05	7.08440363e-11	-4.54648596e-10	0.247601551028877	0.00156089414780517	0.00326302878227179	0.0130628031402815
-0.86975	-3.5e-05	6.8337612e-11	-4.53627594e-10	0.247957437047695	0.000787496245828758	0.0031926741327094	0.0138712485608342
-0.86975	-3e-05	6.387512e-11	-4.52531558e-10	0.250751474827655	0.00120677721461304	0.0021073561414013	0.012821936636036
-0.86975	-2.5e-05	6.10370326e-11	-4.53917225e-10	0.248537228490155	0.000330327558884322	0.00172733578726684	0.0131273824081995
-0.86975	-2e-05	5.84397917e-11	-4.52941282e-10	0.245376257088615	-8.95420443753065e-05	0.00207666382975952	0.014397948604268
-0.86975	-1.5e-05	5.51198667e-11	-4.52442784e-10	0.252805344936361	0.000492945285337434	0.00283581238919477	0.0156574166055556
-0.86975	-9.99999999999997e-06	5.13948299e-11	-4.52061823e-10	0.249833757927565	0.000972671471990165	0.0024121360493608	0.0164196999911523
-0.86975	-5.00000000000001e-06	4.66252139e-11	-4.50472779e-10	0.247032632177159	-0.000574460853260401	0.00235661140815625	0.0167138657210232
-0.86975	0	4.31678608e-11	-4.49051876e-10	0.251752278465543	0.000912131655597387	0.00244818279196626	0.0170908365331678
-0.86975	5.00000000000001e-06	3.97696234e-11	-4.49969537e-10	0.248950912077718	0.000676521693689269	0.000618395592760361	0.0181085178521107
-0.86975	9.99999999999997e-06	3.4998454e-11	-4.49811602e-10	0.250512562159539	0.000128241701268416	0.0007499334484406	0.0197429385631268
-0.86975	1.5e-05	3.04652223e-11	-4.48790499e-10	0.247793669974482	0.00093136429871085	0.000616729821025347	0.0196575794065275
-0.86975	2e-05	2.60907741e-11	-4.47550961e-10	0.249067404153581	0.000882476424241181	-0.000564750915869051	0.0196683057013491
-0.86975	2.5e-05	2.23647342e-11	-4.47431945e-10	0.255815959527397	0.000691997099996723	-0.000335675559418746	0.0204281156812624
-0.86975	3e-05	1.79085623e-11	-4.47823452e-10	0.249787708004973	0.00221922339776386	-0.000268743868574982	0.0219784624768388
-0.86975	3.5e-05	1.23227662e-11	-4.49805339e-10	0.24442207215182	0.00137382618182405	-0.000723611469614725	0.0228768775155813
-0.86975	4e-05	6.8673978e-12	-4.49742746e-10	0.245278184979909	0.00169393985460014	-9.56685494264368e-05	0.0226603048039188
-0.86975	4.5e-05	1.70881876e-12	-4.47810779e-10	0.24766818668359	0.00192015238759827	-0.00241892202026883	0.0226589183843597
-0.86975	5e-05	-3.0545981e-12	-4.49021007e-10	0.252205514671413	0.0013372673936365	-0.00249191944710667	0.0231445604406647
-0.86975	5.5e-05	-8.24538973e-12	-4.49010001e-10	0.253036863361817	0.000668774184614723	-0.00380661436508332	0.024850305201491
-0.86975	6e-05	-1.40506806e-11	-4.48764656e-10	0.252553568924563	0.00246141992163883	-0.00403461991205499	0.0247848262642915
-0.86975	6.5e-05	-1.96132672e-11	-4.50739519e-10	0.252502049891553	0.000748494132105079	-0.00414069572121169	0.0236328263026845
-0.86975	7e-05	-2.37590944e-11	-4.51280672e-10	0.250270433659027	0.000992629285095395	-0.00533003604106854	0.0225566268585612
-0.86975	7.5e-05	-2.76488639e-11	-4.51890079e-10	0.250231165439367	0.000962113694160036	-0.00555559210999974	0.0220750292101456
-0.86975	8e-05	-3.28110247e-11	-4.53552487e-10	0.242408673463966	0.00166285325425727	-0.0055991658880148	0.0221021163520737
-0.86975	8.5e-05	-3.77540409e-11	-4.54893468e-10	0.245138481996293	0.000808069761262031	-0.00515371872482874	0.0209269095830685
-0.86975	9e-05	-4.25891896e-11	-4.57702112e-10	0.250229524705771	-0.000451239123316716	-0.00498831433623452	0.0202809227506166
-0.86975	9.5e-05	-4.4871587e-11	-4.58496165e-10	0.245342764246887	0.000570284203923247	-0.00513608767651882	0.0199130607436514
-0.86975	0.0001	-5.05174487e-11	-4.5981356e-10	0.245791997063912	0.000624589831452533	-0.00556400599629231	0.0220575677045264
-0.86975	0.000105	-5.58491897e-11	-4.58623544e-10	0.242068801005225	0.000169751594849033	-0.0059935944455546	0.0228083317746902
